Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,254,20.00,490.00,536.00,70.00,552.00,10-1-0,0,11
2,1671,20.00,210.00,405.00,130.00,731.00,10-1-0,0,11
3,696,16.00,250.00,350.00,70.00,570.00,8-3-0,0,11
4,1323,16.00,240.00,285.00,200.00,277.00,8-3-0,0,11
5,3562,16.00,170.00,260.00,110.00,549.00,8-3-0,0,11
6,649,16.00,160.00,222.00,130.00,623.00,8-3-0,0,11
7,2073,14.00,280.00,361.00,60.00,459.00,7-4-0,0,11
8,3120,14.00,220.00,238.00,90.00,370.00,7-4-0,0,11
9,2637,14.00,200.00,292.00,100.00,422.00,7-4-0,0,11
10,256,14.00,180.00,325.00,160.00,275.00,7-4-0,0,11
11,3045,14.00,180.00,282.00,70.00,462.00,7-4-0,0,11
12,5102,14.00,180.00,251.00,30.00,447.00,7-4-0,0,11
13,702,14.00,110.00,342.00,40.00,301.00,7-4-0,0,11
14,3303,14.00,110.00,332.00,20.00,539.00,7-4-0,0,11
15,5136,12.00,370.00,251.00,50.00,237.00,6-5-0,0,11
16,3482,12.00,260.00,217.00,70.00,416.00,6-5-0,0,11
17,1458,12.00,220.00,210.00,90.00,322.00,6-5-0,0,11
18,4159,12.00,200.00,362.00,140.00,304.00,6-5-0,0,11
19,2761,12.00,140.00,390.00,80.00,500.00,6-5-0,0,11
20,2643,12.00,120.00,361.00,90.00,367.00,6-5-0,0,11
21,3189,12.00,120.00,220.00,120.00,418.00,6-5-0,0,11
22,4973,12.00,100.00,252.00,50.00,317.00,6-4-0,1,11
23,841,10.00,220.00,183.00,30.00,311.00,5-6-0,0,11
24,3970,10.00,210.00,269.00,90.00,266.00,5-6-0,0,11
25,5104,10.00,210.00,227.00,80.00,321.00,5-6-0,0,11
26,2443,10.00,190.00,468.00,130.00,320.00,5-6-0,0,11
27,1422,10.00,190.00,322.00,50.00,284.00,5-6-0,0,11
28,4695,10.00,170.00,281.00,100.00,266.00,5-6-0,0,11
29,4543,10.00,160.00,256.00,100.00,334.00,5-6-0,0,11
30,3495,10.00,160.00,181.00,40.00,289.00,5-6-0,0,11
31,4135,10.00,120.00,240.00,30.00,256.00,5-6-0,0,11
32,3501,8.00,260.00,275.00,40.00,345.00,4-7-0,0,11
33,670,8.00,220.00,370.00,70.00,264.00,4-7-0,0,11
34,691,8.00,220.00,228.00,50.00,281.00,4-7-0,0,11
35,2085,8.00,170.00,369.00,130.00,268.00,4-7-0,0,11
36,3512,8.00,170.00,233.00,60.00,239.00,4-7-0,0,11
37,1159,8.00,160.00,246.00,30.00,337.00,4-7-0,0,11
38,1072,8.00,150.00,222.00,50.00,391.00,4-7-0,0,11
39,1148,8.00,140.00,215.00,50.00,188.00,4-6-0,1,11
40,3256,6.00,180.00,197.00,80.00,150.00,3-8-0,0,11
41,2135,6.00,150.00,203.00,50.00,376.00,3-8-0,0,11
42,3022,6.00,100.00,247.00,60.00,153.00,3-8-0,0,11
43,973,4.00,170.00,251.00,60.00,296.00,2-9-0,0,11
44,8,4.00,150.00,211.00,90.00,240.00,2-9-0,0,11
45,295,2.00,190.00,235.00,50.00,307.00,1-10-0,0,11
