Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,111,7,0,0,7,14.00,66.57,128
2,1318,7,0,0,7,14.00,54.85,115
3,708,6,0,1,7,13.00,58.85,109
4,67,6,1,0,7,12.00,67.42,128
5,71,6,1,0,7,12.00,62.57,117
6,40,6,1,0,7,12.00,62.00,120
7,1717,6,1,0,7,12.00,61.57,94
8,1250,6,1,0,7,12.00,58.57,117
9,1208,6,1,0,7,12.00,57.14,109
10,461,6,1,0,7,12.00,55.00,115
11,973,5,1,1,7,11.00,64.42,98
12,25,4,1,2,7,10.00,69.57,99
13,151,4,1,2,7,10.00,67.00,95
14,716,5,2,0,7,10.00,64.14,115
15,11,5,2,0,7,10.00,62.42,117
16,1124,5,2,0,7,10.00,62.14,122
17,494,5,2,0,7,10.00,61.00,115
18,1601,5,2,0,7,10.00,60.00,92
19,279,5,2,0,7,10.00,57.71,98
20,20,5,2,0,7,10.00,56.71,88
21,1450,5,2,0,7,10.00,55.28,92
22,1261,5,2,0,7,10.00,51.42,109
23,1836,5,2,0,7,10.00,48.28,95
24,45,4,2,1,7,9.00,67.00,128
25,1923,4,2,1,7,9.00,63.57,85
26,418,4,2,1,7,9.00,61.14,88
27,987,4,2,1,7,9.00,59.14,100
28,226,4,3,0,7,8.00,65.14,105
29,47,4,3,0,7,8.00,62.85,88
30,2729,4,3,0,7,8.00,60.42,107
31,2775,4,3,0,7,8.00,59.42,122
32,2936,4,3,0,7,8.00,58.57,86
33,2579,4,3,0,7,8.00,57.71,78
34,870,4,3,0,7,8.00,56.57,117
35,1676,4,3,0,7,8.00,55.14,90
36,3059,4,3,0,7,8.00,55.14,78
37,179,4,3,0,7,8.00,53.71,102
38,1332,4,3,0,7,8.00,53.57,120
39,1745,3,3,1,7,7.00,62.42,107
40,303,3,3,1,7,7.00,54.00,80
41,359,3,3,1,7,7.00,53.42,86
42,56,3,4,0,7,6.00,67.14,89
43,115,3,4,0,7,6.00,67.14,88
44,1710,3,4,0,7,6.00,66.57,102
45,1646,3,4,0,7,6.00,64.00,93
46,2741,3,4,0,7,6.00,63.00,98
47,999,3,4,0,7,6.00,60.71,109
48,207,3,4,0,7,6.00,59.28,96
49,2234,3,4,0,7,6.00,56.57,95
50,1477,3,4,0,7,6.00,55.57,89
51,1902,3,4,0,7,6.00,55.42,117
52,281,3,4,0,7,6.00,55.14,98
53,2214,3,4,0,7,6.00,55.14,74
54,435,3,4,0,7,6.00,53.57,88
55,704,3,4,0,7,6.00,52.28,86
56,2910,3,4,0,7,6.00,52.00,92
57,753,3,4,0,7,6.00,51.85,70
58,1829,3,4,0,7,6.00,50.71,119
59,1772,3,4,0,7,6.00,50.28,82
60,2230,3,4,0,7,6.00,48.85,82
61,1941,3,3,0,6,6.00,43.28,78
62,744,2,3,1,6,5.00,62.28,109
63,555,2,4,1,7,5.00,59.42,93
64,65,2,4,1,7,5.00,59.42,84
65,1195,2,5,0,7,4.00,60.42,105
66,971,2,5,0,7,4.00,60.00,102
67,1551,2,5,0,7,4.00,59.71,115
68,203,2,5,0,7,4.00,59.14,81
69,2550,2,5,0,7,4.00,58.57,93
70,815,2,5,0,7,4.00,57.28,119
71,1058,2,5,0,7,4.00,56.14,91
72,2348,2,5,0,7,4.00,56.14,89
73,1598,2,5,0,7,4.00,55.71,72
74,932,2,5,0,7,4.00,44.57,86
75,2844,2,5,0,7,4.00,41.14,76
76,1270,1,5,1,7,3.00,49.14,89
77,967,1,6,0,7,2.00,67.85,88
78,1742,1,6,0,7,2.00,62.71,99
79,1540,1,6,0,7,2.00,61.42,93
80,2638,1,6,0,7,2.00,59.14,83
81,1662,1,6,0,7,2.00,56.28,88
82,440,1,6,0,7,2.00,54.57,80
83,230,1,6,0,7,2.00,52.14,89
84,168,1,6,0,7,2.00,50.57,83
85,2642,1,6,0,7,2.00,45.14,70
86,1885,0,6,1,7,1.00,54.42,79
