Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,222,20.00,288.00,200.00,487.00,10-2-0,0,12
2,11,20.00,230.00,220.00,538.00,10-2-0,0,12
3,219,20.00,182.00,220.00,297.00,10-2-0,0,12
4,1676,18.00,280.00,170.00,382.00,9-3-0,0,12
5,193,18.00,198.00,140.00,274.00,9-3-0,0,12
6,75,18.00,144.00,280.00,168.00,9-3-0,0,12
7,1367,17.00,264.00,180.00,276.00,8-3-1,0,12
8,4285,16.00,206.00,150.00,216.00,8-4-0,0,12
9,303,15.00,210.00,100.00,533.00,7-4-1,0,12
10,3314,14.00,296.00,190.00,315.00,7-5-0,0,12
11,136,14.00,160.00,80.00,312.00,7-5-0,0,12
12,555,14.00,150.00,170.00,255.00,7-5-0,0,12
13,1672,14.00,144.00,180.00,223.00,7-5-0,0,12
14,1811,14.00,136.00,190.00,189.00,7-5-0,0,12
15,2577,14.00,116.00,90.00,243.00,7-4-0,1,12
16,1881,13.00,234.00,140.00,262.00,6-5-1,0,12
17,1228,12.00,226.00,190.00,323.00,6-6-0,0,12
18,102,12.00,160.00,80.00,256.00,6-6-0,0,12
19,3123,12.00,150.00,110.00,218.00,6-6-0,0,12
20,4475,11.00,180.00,100.00,257.00,5-6-1,0,12
21,1302,11.00,160.00,210.00,210.00,5-6-1,0,12
22,3929,10.00,164.00,140.00,219.00,5-6-0,1,12
23,4361,10.00,130.00,110.00,189.00,5-7-0,0,12
24,2458,10.00,110.00,160.00,243.00,5-7-0,0,12
25,3340,8.00,156.00,150.00,179.00,4-8-0,0,12
26,1989,8.00,156.00,110.00,149.00,4-8-0,0,12
27,714,8.00,134.00,120.00,190.00,4-8-0,0,12
28,4035,8.00,128.00,80.00,219.00,4-8-0,0,12
29,2600,8.00,110.00,80.00,202.00,4-8-0,0,12
30,3142,8.00,102.00,110.00,157.00,4-8-0,0,12
31,2554,7.00,160.00,120.00,257.00,3-8-1,0,12
32,41,6.00,120.00,80.00,153.00,3-9-0,0,12
33,2070,6.00,104.00,140.00,181.00,3-9-0,0,12
34,4653,4.00,148.00,90.00,188.00,2-10-0,0,12
35,4650,2.00,110.00,90.00,128.00,1-11-0,0,12
