Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,3313,18.00,220.00,351.00,170.00,400.00,9-1-0,0,10
2,3018,17.00,230.00,380.00,220.00,393.00,8-1-1,0,10
3,4845,16.00,170.00,430.00,110.00,385.00,8-2-0,0,10
4,4539,16.00,170.00,375.00,180.00,393.00,8-2-0,0,10
5,2052,16.00,160.00,335.00,220.00,331.00,8-2-0,0,10
6,3102,16.00,80.00,436.00,150.00,216.00,8-2-0,0,10
7,5290,16.00,70.00,235.00,100.00,342.00,8-2-0,0,10
8,3042,14.00,240.00,410.00,130.00,143.00,7-3-0,0,10
9,706,14.00,190.00,345.00,70.00,476.00,7-3-0,0,10
10,2472,14.00,120.00,291.00,130.00,362.00,7-3-0,0,10
11,4207,14.00,110.00,321.00,160.00,262.00,7-3-0,0,10
12,3840,14.00,80.00,340.00,90.00,266.00,7-3-0,0,10
13,3061,13.00,110.00,368.00,100.00,161.00,6-3-1,0,10
14,3294,13.00,110.00,231.00,60.00,265.00,6-3-1,0,10
15,2977,12.00,150.00,290.00,150.00,218.00,6-4-0,0,10
16,1816,12.00,140.00,370.00,130.00,261.00,6-4-0,0,10
17,3755,12.00,130.00,436.00,160.00,314.00,6-4-0,0,10
18,4511,12.00,130.00,301.00,90.00,252.00,6-4-0,0,10
19,3054,12.00,50.00,350.00,110.00,239.00,6-4-0,0,10
20,4217,11.00,100.00,211.00,40.00,288.00,5-4-1,0,10
21,3300,11.00,60.00,233.00,120.00,300.00,5-4-1,0,10
22,1714,10.00,190.00,355.00,80.00,219.00,5-5-0,0,10
23,5299,10.00,160.00,330.00,150.00,283.00,5-5-0,0,10
24,4009,10.00,150.00,370.00,100.00,386.00,5-5-0,0,10
25,2177,10.00,150.00,316.00,70.00,177.00,5-5-0,0,10
26,2479,10.00,140.00,244.00,100.00,165.00,5-5-0,0,10
27,5143,10.00,100.00,265.00,40.00,175.00,5-5-0,0,10
28,5340,10.00,80.00,296.00,60.00,234.00,5-5-0,0,10
29,4011,10.00,60.00,221.00,80.00,207.00,5-5-0,0,10
30,2526,10.00,50.00,341.00,60.00,319.00,5-5-0,0,10
31,4054,10.00,20.00,205.00,110.00,231.00,5-5-0,0,10
32,3277,9.00,70.00,350.00,110.00,353.00,4-5-1,0,10
33,2169,9.00,70.00,277.00,40.00,293.00,4-5-1,0,10
34,4986,9.00,70.00,206.00,80.00,177.00,4-5-1,0,10
35,4181,9.00,40.00,176.00,60.00,209.00,4-5-1,0,10
36,3828,8.00,120.00,191.00,80.00,260.00,4-6-0,0,10
37,4818,8.00,90.00,456.00,110.00,195.00,4-6-0,0,10
38,3692,8.00,90.00,276.00,80.00,176.00,4-6-0,0,10
39,2503,8.00,80.00,205.00,70.00,122.00,4-6-0,0,10
40,4182,8.00,70.00,284.00,70.00,111.00,4-6-0,0,10
41,2499,8.00,60.00,210.00,60.00,231.00,4-6-0,0,10
42,4230,8.00,50.00,310.00,20.00,235.00,4-6-0,0,10
43,3846,8.00,50.00,261.00,80.00,129.00,4-6-0,0,10
44,2264,8.00,20.00,221.00,40.00,53.00,4-6-0,0,10
45,93,7.00,190.00,326.00,140.00,142.00,3-6-1,0,10
46,3883,6.00,110.00,286.00,60.00,185.00,3-7-0,0,10
47,3278,6.00,80.00,232.00,110.00,170.00,3-6-0,1,10
48,4397,6.00,70.00,361.00,20.00,160.00,3-7-0,0,10
49,3871,6.00,50.00,276.00,50.00,191.00,3-7-0,0,10
50,3839,6.00,50.00,265.00,90.00,190.00,3-7-0,0,10
51,3297,6.00,50.00,232.00,20.00,221.00,2-6-2,0,10
52,3122,6.00,40.00,296.00,110.00,229.00,3-7-0,0,10
53,3630,4.00,120.00,257.00,60.00,196.00,2-8-0,0,10
54,3184,4.00,70.00,202.00,70.00,158.00,2-8-0,0,10
55,3740,4.00,50.00,236.00,70.00,242.00,2-8-0,0,10
56,3788,4.00,40.00,216.00,40.00,268.00,2-8-0,0,10
57,4663,2.00,70.00,239.00,60.00,56.00,1-9-0,0,10
