Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,245,83.33,28,300,280,206,210,12
2,862,70.08,0,244,240,147,216,12
3,51,69.75,8,200,160,295,180,12
4,3767,68.33,0,228,200,188,210,12
5,4398,65.5,4,188,320,154,144,12
6,1711,65.41,0,292,120,137,260,12
7,5534,63.08,4,168,240,175,200,12
8,5562,63.08,18,112,200,249,208,12
9,4391,61.08,20,172,180,199,186,12
10,1596,60.16,10,132,280,160,152,12
11,5213,60.08,22,124,240,233,126,12
12,5505,59.25,16,184,200,197,126,12
13,3688,57.66,4,220,160,128,198,12
14,3618,55.0,0,160,80,254,190,12
15,4983,53.5,0,120,240,146,154,12
16,904,53.25,18,168,120,173,184,12
17,5692,52.0,0,172,200,146,138,12
18,94,51.75,8,128,180,159,170,12
19,4988,51.0,10,164,120,158,172,12
20,2474,50.66,12,172,80,172,172,12
21,5086,49.41,10,188,100,135,184,12
22,4392,49.25,26,84,220,143,142,12
23,5223,48.16,8,88,240,138,104,12
24,5230,47.25,0,124,180,139,142,12
25,5072,47.16,12,188,40,174,164,12
26,3886,46.58,4,100,180,113,174,12
27,5560,46.08,16,100,200,135,110,12
28,5575,45.91,34,60,220,109,134,12
29,5314,45.0,4,80,200,134,134,12
30,2246,45.0,14,132,100,152,154,12
31,1896,44.16,12,100,140,180,146,12
32,5110,43.25,8,144,80,151,160,12
33,3537,42.83,6,92,200,120,114,12
34,5709,42.16,0,80,160,180,122,12
35,3175,42.08,0,84,200,127,118,12
36,4376,41.75,0,88,160,173,110,12
37,5183,40.83,12,96,160,108,122,12
38,5175,37.08,10,108,100,107,132,12
39,5247,36.33,0,96,120,84,148,12
40,3603,33.41,14,56,120,109,132,12
