Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1574,11,0,0,11,22.00,25.64,78
2,2214,8,2,1,11,17.00,16.55,58
3,1946,7,2,2,11,16.00,17.64,54
4,2231,7,2,2,11,16.00,12.18,36
5,1579,7,3,1,11,15.00,13.82,62
6,2630,7,3,1,11,15.00,11.09,64
7,2215,7,3,1,11,15.00,9.45,46
8,2650,7,4,0,11,14.00,21.45,56
9,1690,7,4,0,11,14.00,16.18,78
10,2212,6,3,2,11,14.00,10.91,34
11,1577,6,4,1,11,13.00,12.73,44
12,2672,6,4,1,11,13.00,12.36,46
13,2257,6,4,1,11,13.00,11.27,56
14,1573,5,5,1,11,11.00,13.45,58
15,2210,5,5,1,11,11.00,11.27,30
16,1580,5,5,1,11,11.00,10.73,46
17,2211,5,5,1,11,11.00,7.09,50
18,1937,5,6,0,11,10.00,14.91,64
19,1947,5,6,0,11,10.00,14.18,56
20,2217,5,6,0,11,10.00,13.64,40
21,1957,4,5,2,11,10.00,12.55,44
22,2230,4,5,2,11,10.00,11.64,36
23,1657,4,5,2,11,10.00,10.73,46
24,1949,4,4,2,10,10.00,9.45,46
25,1952,3,4,2,9,8.00,9.82,40
26,1955,3,5,2,10,8.00,9.64,40
27,2678,3,5,2,10,8.00,7.82,42
28,2213,3,5,2,10,8.00,7.45,24
29,1951,4,6,0,10,8.00,6.73,44
30,1576,3,7,1,11,7.00,8.91,20
31,2669,3,7,1,11,7.00,7.09,28
32,2216,3,7,0,10,6.00,9.64,28
33,1944,2,7,2,11,6.00,8.55,32
34,1943,2,7,2,11,6.00,8.18,50
35,1942,2,7,2,11,6.00,6.73,26
36,2679,1,8,1,10,3.00,6.73,12
