Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5920,30.0,199.0,100.0,81.0,535.0,11-1-0,12
2,4061,27.0,195.0,105.0,58.0,590.0,8-4-0,12
3,2147,25.0,210.0,130.0,76.0,515.0,9-3-0,12
4,5450,25.0,208.0,120.0,66.0,515.0,10-2-0,12
5,4726,23.0,178.0,105.0,49.0,475.0,9-3-0,12
6,2944,23.0,162.0,115.0,72.0,415.0,9-2-1,12
7,1595,20.0,116.0,120.0,68.0,410.0,7-5-0,12
8,4513,19.0,208.0,100.0,114.0,420.0,8-4-0,12
9,4980,19.0,152.0,100.0,58.0,410.0,8-4-0,12
10,6129,18.0,116.0,80.0,93.0,360.0,7-5-0,12
11,3220,17.0,184.0,60.0,63.0,390.0,8-3-1,12
12,4692,17.0,132.0,85.0,38.0,435.0,5-6-1,12
13,3221,17.0,110.0,75.0,14.0,375.0,6-5-1,12
14,4132,16.0,164.0,80.0,53.0,395.0,6-6-0,12
15,3712,15.0,152.0,95.0,61.0,405.0,6-6-0,12
16,4082,15.0,120.0,65.0,26.0,360.0,7-5-0,12
17,5942,15.0,118.0,95.0,126.0,320.0,6-6-0,12
18,4495,15.0,106.0,45.0,76.0,365.0,6-6-0,12
19,4608,15.0,94.0,65.0,59.0,350.0,6-6-0,12
20,2923,13.0,206.0,35.0,112.0,385.0,5-5-2,12
21,2149,13.0,184.0,65.0,39.0,430.0,4-8-0,12
22,3586,13.0,146.0,50.0,50.0,365.0,5-7-0,12
23,2926,12.0,146.0,110.0,33.0,365.0,5-7-0,12
24,6076,11.0,69.0,100.0,42.0,365.0,4-8-0,12
25,2148,10.0,154.0,70.0,67.0,355.0,4-8-0,12
26,4125,10.0,142.0,85.0,86.0,335.0,4-7-1,12
27,3693,10.0,134.0,45.0,48.0,315.0,4-8-0,12
28,4120,10.0,110.0,40.0,31.0,305.0,3-7-2,12
29,4104,10.0,80.0,65.0,25.0,260.0,4-7-1,12
30,3575,9.0,86.0,40.0,48.0,285.0,3-8-1,12
31,3789,9.0,80.0,50.0,38.0,365.0,3-8-1,12
32,5111,8.0,88.0,50.0,52.0,275.0,4-8-0,12
33,3876,7.0,92.0,70.0,51.0,315.0,2-10-0,12
34,4579,6.0,66.0,55.0,34.0,335.0,2-10-0,12
