Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,348,1.9099999999999999,3007.0,765.0,1480.0,900.0,32.0,11-1-0,12
2,121,1.6599999999999999,2620.0,590.0,1300.0,1000.0,0.0,10-2-0,12
3,4151,1.6599999999999999,2149.0,445.0,1020.0,800.0,29.0,10-2-0,12
4,78,1.5,2980.0,640.0,1520.0,1100.0,0.0,9-3-0,12
5,2168,1.4099999999999999,2564.0,330.0,1420.0,800.0,4.0,8-4-0,12
6,6201,1.4099999999999999,2263.0,453.0,1300.0,600.0,18.0,8-3-1,12
7,4761,1.3300000000000001,2507.0,645.0,1320.0,950.0,2.0,8-4-0,12
8,5000,1.3300000000000001,2345.0,335.0,1140.0,1000.0,5.0,8-4-0,12
9,1757,1.3300000000000001,2282.0,390.0,1040.0,800.0,27.0,8-4-0,12
10,3205,1.3300000000000001,2215.0,395.0,960.0,900.0,30.0,8-4-0,12
11,157,1.3300000000000001,2176.0,535.0,1120.0,800.0,1.0,8-4-0,12
12,5846,1.3300000000000001,1904.0,265.0,880.0,650.0,24.0,8-4-0,12
13,4954,1.25,2166.0,210.0,1100.0,750.0,21.0,7-4-1,12
14,5112,1.25,2015.0,403.0,1200.0,500.0,20.0,7-5-0,12
15,1922,1.1599999999999999,2581.0,435.0,1180.0,1100.0,21.0,7-5-0,12
16,88,1.1599999999999999,2386.0,265.0,1080.0,1000.0,21.0,7-5-0,12
17,1831,1.1599999999999999,2064.0,325.0,1180.0,550.0,9.0,7-5-0,12
18,2648,1.1599999999999999,2055.0,316.0,900.0,600.0,240.0,7-5-0,12
19,4176,1.1599999999999999,1710.0,525.0,1200.0,300.0,0.0,7-5-0,12
20,3609,1.0800000000000001,1845.0,225.0,940.0,700.0,0.0,6-5-1,12
21,3461,1.0,2252.0,520.0,1160.0,650.0,22.0,6-6-0,12
22,3566,1.0,2158.0,280.0,960.0,900.0,8.0,6-6-0,12
23,6224,1.0,2122.0,455.0,1140.0,700.0,2.0,6-6-0,12
24,4908,1.0,2085.0,385.0,1080.0,800.0,0.0,6-5-0,12
25,5347,0.91000000000000003,2077.0,415.0,1120.0,700.0,12.0,5-6-1,12
26,172,0.82999999999999996,2179.0,335.0,1100.0,700.0,9.0,5-7-0,12
27,5752,0.82999999999999996,2154.0,265.0,1000.0,900.0,29.0,5-7-0,12
28,97,0.82999999999999996,1742.0,390.0,960.0,550.0,2.0,5-7-0,12
29,6153,0.82999999999999996,1680.0,390.0,1000.0,450.0,0.0,5-7-0,12
30,5491,0.82999999999999996,1638.0,315.0,900.0,450.0,23.0,5-6-0,12
31,4169,0.75,2083.0,331.0,1060.0,700.0,18.0,4-7-1,12
32,6529,0.66000000000000003,1620.0,275.0,1020.0,450.0,0.0,4-8-0,12
33,151,0.66000000000000003,1585.0,260.0,840.0,450.0,0.0,4-8-0,12
34,3182,0.66000000000000003,1576.0,205.0,860.0,450.0,31.0,4-8-0,12
35,6333,0.57999999999999996,1636.0,260.0,920.0,450.0,1.0,3-8-1,12
36,5563,0.5,1667.0,280.0,1000.0,450.0,22.0,3-9-0,12
37,1761,0.5,1559.0,332.0,700.0,450.0,19.0,3-8-0,12
38,5265,0.5,1543.0,257.0,920.0,450.0,18.0,3-9-0,12
39,5471,0.33000000000000002,1566.0,380.0,800.0,400.0,36.0,2-9-0,12
40,2079,0.33000000000000002,1532.0,266.0,880.0,450.0,22.0,2-10-0,12
41,5844,0.33000000000000002,1403.0,345.0,920.0,350.0,3.0,2-10-0,12
42,6301,0.16,1183.0,95.0,760.0,250.0,8.0,1-11-0,12
