2017mnmn_1,Winner,2052,
2017mnmn_1,Winner,2169,
2017mnmn_1,Winner,2491,
2017mnmn_2,Finalist,3630,
2017mnmn_2,Finalist,4198,
2017mnmn_2,Finalist,4859,
