Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2137,22.00,370.00,706.00,290.00,170.00,11-1-0,0,12
2,33,20.00,180.00,559.00,210.00,356.00,10-2-0,0,12
3,302,18.00,270.00,509.00,300.00,402.00,9-3-0,0,12
4,5282,16.00,310.00,464.00,160.00,267.00,8-4-0,0,12
5,5231,16.00,290.00,487.00,140.00,308.00,8-4-0,0,12
6,66,16.00,270.00,429.00,270.00,409.00,8-4-0,0,12
7,5229,16.00,250.00,519.00,250.00,135.00,8-4-0,0,12
8,244,16.00,180.00,536.00,180.00,313.00,8-4-0,0,12
9,2834,15.00,330.00,449.00,160.00,198.00,7-4-1,0,12
10,288,15.00,220.00,386.00,140.00,273.00,7-4-1,0,12
11,68,14.00,330.00,515.00,160.00,183.00,7-5-0,0,12
12,894,14.00,310.00,530.00,60.00,166.00,7-5-0,0,12
13,2619,14.00,300.00,563.00,220.00,170.00,7-5-0,0,12
14,5166,14.00,280.00,433.00,130.00,137.00,7-5-0,0,12
15,3770,14.00,250.00,410.00,170.00,286.00,7-5-0,0,12
16,216,14.00,160.00,396.00,170.00,344.00,7-5-0,0,12
17,5251,14.00,140.00,416.00,150.00,160.00,7-5-0,0,12
18,5257,14.00,100.00,344.00,190.00,332.00,7-5-0,0,12
19,5150,13.00,320.00,463.00,110.00,134.00,6-5-1,0,12
20,703,13.00,210.00,498.00,190.00,132.00,6-5-1,0,12
21,5156,12.00,250.00,416.00,140.00,38.00,6-6-0,0,12
22,5203,12.00,200.00,510.00,210.00,160.00,6-6-0,0,12
23,5155,12.00,170.00,433.00,100.00,393.00,6-6-0,0,12
24,4381,10.00,240.00,311.00,120.00,112.00,5-7-0,0,12
25,5224,10.00,230.00,359.00,180.00,368.00,5-7-0,0,12
26,1243,10.00,220.00,531.00,260.00,325.00,5-7-0,0,12
27,3415,10.00,200.00,395.00,50.00,254.00,5-7-0,0,12
28,5222,10.00,170.00,396.00,90.00,290.00,5-7-0,0,12
29,5238,10.00,110.00,368.00,170.00,153.00,5-7-0,0,12
30,5017,9.00,210.00,353.00,150.00,231.00,4-7-1,0,12
31,4382,9.00,190.00,570.00,210.00,111.00,4-7-1,0,12
32,4819,8.00,230.00,529.00,130.00,260.00,4-8-0,0,12
33,5235,8.00,180.00,371.00,90.00,354.00,4-8-0,0,12
34,5215,8.00,180.00,357.00,90.00,282.00,4-8-0,0,12
35,2145,8.00,130.00,430.00,80.00,145.00,4-8-0,0,12
36,5234,8.00,100.00,345.00,70.00,266.00,4-8-0,0,12
37,5226,6.00,170.00,335.00,120.00,88.00,3-9-0,0,12
38,3570,4.00,250.00,394.00,150.00,222.00,2-10-0,0,12
39,5216,4.00,170.00,363.00,110.00,95.00,2-10-0,0,12
40,5260,4.00,120.00,325.00,130.00,140.00,2-10-0,0,12
