Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,375,10,1,0,11,20.00,30.55,70
2,337,8,3,0,11,16.00,31.09,70
3,326,8,3,0,11,16.00,30.73,66
4,1249,8,3,0,11,16.00,27.64,66
5,2407,8,3,0,11,16.00,27.09,66
6,1708,7,3,1,11,15.00,37.45,58
7,2079,7,4,0,11,14.00,33.64,60
8,357,7,4,0,11,14.00,32.91,70
9,128,7,4,0,11,14.00,29.45,62
10,522,7,4,0,11,14.00,28.91,72
11,2428,7,4,0,11,14.00,24.36,66
12,291,6,5,0,11,12.00,30.73,62
13,451,6,5,0,11,12.00,28.73,68
14,2641,6,5,0,11,12.00,27.64,54
15,2279,6,4,0,10,12.00,24.55,60
16,2618,6,4,0,10,12.00,22.55,60
17,2644,5,5,1,11,11.00,32.18,54
18,1189,5,5,1,11,11.00,31.64,58
19,573,5,6,0,11,10.00,37.09,68
20,222,5,6,0,11,10.00,34.18,66
21,2544,5,6,0,11,10.00,32.55,58
22,48,5,6,0,11,10.00,29.82,72
23,1990,5,6,0,11,10.00,26.55,56
24,2614,5,6,0,11,10.00,24.36,72
25,2051,5,6,0,11,10.00,21.82,66
26,379,4,6,1,11,9.00,26.36,42
27,117,4,6,1,11,9.00,24.18,56
28,120,4,7,0,11,8.00,34.18,66
29,2280,4,7,0,11,8.00,25.27,60
30,2656,4,7,0,11,8.00,24.00,60
31,1743,3,7,1,11,7.00,31.45,48
32,1308,3,8,0,11,6.00,28.36,58
33,2252,3,8,0,11,6.00,24.91,50
34,306,3,8,0,11,6.00,16.91,48
35,63,2,9,0,11,4.00,24.36,50
36,2237,1,10,0,11,2.00,23.64,60
