Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2056,2.4100000000000001,3167.0,498.0,1260.0,1100.0,492.0,10-2-0,12
2,1114,2.0800000000000001,2992.0,602.0,1280.0,1050.0,407.0,9-3-0,12
3,5912,1.75,2805.0,468.0,1300.0,1150.0,45.0,10-2-0,12
4,3683,1.6599999999999999,3055.0,740.0,1580.0,1000.0,100.0,8-4-0,12
5,4525,1.6599999999999999,2835.0,732.0,1580.0,850.0,55.0,9-3-0,12
6,5426,1.5800000000000001,2889.0,671.0,1440.0,1150.0,59.0,9-3-0,12
7,4476,1.5800000000000001,2873.0,622.0,1500.0,1100.0,58.0,8-4-0,12
8,4917,1.4099999999999999,3162.0,534.0,1560.0,1300.0,42.0,7-5-0,12
9,4678,1.4099999999999999,2833.0,715.0,1500.0,900.0,28.0,8-4-0,12
10,2702,1.4099999999999999,2733.0,489.0,1260.0,1000.0,73.0,8-4-0,12
11,6461,1.4099999999999999,2447.0,535.0,1160.0,950.0,57.0,8-4-0,12
12,2634,1.3300000000000001,2214.0,456.0,1000.0,900.0,129.0,7-5-0,12
13,6347,1.1599999999999999,2621.0,466.0,1460.0,850.0,36.0,7-5-0,12
14,5032,1.1599999999999999,2411.0,427.0,1200.0,900.0,36.0,7-5-0,12
15,5092,1.1599999999999999,2404.0,501.0,1340.0,750.0,99.0,6-6-0,12
16,5689,0.91000000000000003,2336.0,470.0,1220.0,850.0,1.0,5-7-0,12
17,4777,0.91000000000000003,2257.0,385.0,1020.0,800.0,147.0,4-8-0,12
18,6481,0.91000000000000003,2196.0,201.0,1120.0,650.0,76.0,5-7-0,12
19,4704,0.91000000000000003,1833.0,323.0,940.0,550.0,53.0,5-5-0,12
20,6330,0.82999999999999996,2166.0,466.0,1180.0,700.0,96.0,4-8-0,12
21,4595,0.82999999999999996,1882.0,461.0,1060.0,450.0,2.0,5-7-0,12
22,4936,0.75,2599.0,324.0,1160.0,1000.0,94.0,4-8-0,12
23,4814,0.75,2383.0,370.0,1300.0,750.0,48.0,4-8-0,12
24,6135,0.75,2367.0,178.0,1080.0,1000.0,47.0,4-8-0,12
25,6342,0.75,2346.0,536.0,1280.0,700.0,81.0,4-8-0,12
26,6331,0.66000000000000003,2230.0,339.0,1140.0,850.0,35.0,4-8-0,12
27,4903,0.66000000000000003,1982.0,523.0,1120.0,650.0,12.0,4-8-0,12
28,3161,0.66000000000000003,1911.0,422.0,1080.0,550.0,41.0,4-8-0,12
29,4940,0.57999999999999996,2229.0,367.0,1020.0,900.0,84.0,3-9-0,12
30,5033,0.57999999999999996,1999.0,299.0,840.0,750.0,54.0,3-9-0,12
31,5776,0.33000000000000002,1956.0,465.0,1220.0,500.0,26.0,2-10-0,12
