Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,229,10,0,0,10,20.00,15.80,94
2,1203,8,2,0,10,16.00,11.00,66
3,234,7,2,1,10,15.00,14.60,132
4,271,7,2,1,10,15.00,11.40,246
5,496,7,3,0,10,14.00,24.10,72
6,353,7,3,0,10,14.00,13.90,54
7,1537,7,3,0,10,14.00,12.70,147
8,1468,7,3,0,10,14.00,10.00,246
9,527,6,3,1,10,13.00,12.70,80
10,1808,6,3,1,10,13.00,5.70,94
11,870,5,3,2,10,12.00,11.90,58
12,2161,6,4,0,10,12.00,8.30,38
13,1546,5,4,1,10,11.00,16.90,76
14,287,5,4,1,10,11.00,13.30,66
15,1594,5,4,1,10,11.00,9.00,66
16,514,4,3,3,10,11.00,6.60,246
17,371,5,4,1,10,11.00,6.20,56
18,884,5,4,1,10,11.00,6.10,23
19,545,5,5,0,10,10.00,18.50,66
20,1751,5,5,0,10,10.00,11.20,64
21,871,5,5,0,10,10.00,6.60,94
22,569,4,4,2,10,10.00,6.40,128
23,1607,5,5,0,10,10.00,5.90,132
24,1688,4,5,1,10,9.00,17.00,66
25,1803,3,4,3,10,9.00,13.20,58
26,270,4,5,1,10,9.00,10.80,60
27,564,4,5,1,10,9.00,9.00,31
28,533,4,5,1,10,9.00,8.00,42
29,352,4,5,1,10,9.00,7.90,147
30,1606,4,5,1,10,9.00,5.70,94
31,570,3,6,1,10,7.00,14.20,64
32,102,3,6,1,10,7.00,13.10,32
33,2027,3,5,1,9,7.00,4.00,128
34,358,3,7,0,10,6.00,12.80,53
35,1554,2,7,1,10,5.00,17.90,60
36,28,2,7,1,10,5.00,9.60,36
37,1601,2,7,1,10,5.00,9.00,23
38,329,2,8,0,10,4.00,6.40,66
39,810,2,8,0,10,4.00,6.40,32
40,263,1,7,2,10,4.00,5.30,36
41,1358,2,8,0,10,4.00,5.00,132
