Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1678,32.0,262.0,160.0,364.0,490.0,9-0-1,10
2,254,30.0,248.0,120.0,389.0,475.0,9-1-0,10
3,5137,27.0,248.0,115.0,169.0,505.0,8-2-0,10
4,3482,24.0,220.0,145.0,172.0,525.0,6-4-0,10
5,973,24.0,216.0,140.0,239.0,480.0,8-2-0,10
6,701,24.0,194.0,105.0,166.0,435.0,8-2-0,10
7,6059,21.0,216.0,95.0,141.0,480.0,6-3-1,10
8,1323,21.0,200.0,105.0,244.0,465.0,6-4-0,10
9,4711,21.0,180.0,135.0,138.0,475.0,6-3-1,10
10,5852,21.0,180.0,120.0,181.0,445.0,6-3-1,10
11,3859,21.0,180.0,85.0,124.0,465.0,5-3-2,10
12,5677,21.0,168.0,115.0,165.0,430.0,7-3-0,10
13,4135,21.0,162.0,110.0,192.0,440.0,6-4-0,10
14,1671,21.0,160.0,130.0,237.0,410.0,8-2-0,10
15,2073,21.0,102.0,90.0,218.0,395.0,6-4-0,10
16,5136,19.0,220.0,115.0,267.0,450.0,6-4-0,10
17,3925,19.0,160.0,110.0,140.0,415.0,5-4-1,10
18,3495,19.0,138.0,100.0,245.0,390.0,6-4-0,10
19,3045,18.0,168.0,125.0,169.0,435.0,5-4-1,10
20,3970,17.0,150.0,115.0,196.0,440.0,4-5-1,10
21,1662,17.0,100.0,200.0,81.0,420.0,4-4-2,10
22,3303,16.0,196.0,130.0,176.0,460.0,5-5-0,10
23,5458,16.0,188.0,110.0,137.0,430.0,5-5-0,10
24,3189,16.0,152.0,110.0,121.0,370.0,5-5-0,10
25,2761,15.0,182.0,85.0,77.0,450.0,5-5-0,10
26,751,15.0,166.0,110.0,114.0,420.0,4-5-1,10
27,670,15.0,160.0,95.0,164.0,435.0,4-5-1,10
28,812,15.0,136.0,80.0,226.0,410.0,4-5-1,10
29,5499,15.0,132.0,110.0,62.0,420.0,4-6-0,10
30,5104,15.0,124.0,110.0,110.0,390.0,4-5-1,10
31,3501,14.0,152.0,75.0,114.0,435.0,3-5-2,10
32,1422,14.0,126.0,105.0,85.0,430.0,4-6-0,10
33,649,14.0,118.0,95.0,100.0,450.0,4-6-0,10
34,2643,14.0,118.0,70.0,109.0,370.0,4-5-1,10
35,5817,13.0,186.0,100.0,249.0,400.0,4-6-0,10
36,2135,13.0,156.0,105.0,88.0,425.0,3-6-1,10
37,8,12.0,168.0,95.0,76.0,420.0,3-7-0,10
38,5496,12.0,164.0,110.0,117.0,405.0,3-6-1,10
39,4543,12.0,154.0,130.0,184.0,425.0,3-7-0,10
40,1458,12.0,120.0,95.0,126.0,360.0,4-6-0,10
41,4990,12.0,114.0,105.0,74.0,380.0,3-6-1,10
42,4171,11.0,152.0,85.0,87.0,395.0,3-7-0,10
43,2813,11.0,128.0,75.0,108.0,380.0,4-6-0,10
44,1967,11.0,126.0,70.0,89.0,400.0,3-5-2,10
45,972,10.0,150.0,45.0,95.0,395.0,3-7-0,10
46,585,9.0,136.0,50.0,73.0,385.0,3-7-0,10
47,5134,9.0,98.0,95.0,56.0,345.0,2-8-0,10
48,4255,7.0,92.0,95.0,122.0,335.0,2-8-0,10
49,4973,5.0,134.0,80.0,81.0,355.0,1-8-1,10
