Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1595,20.00,460.00,445.00,260.00,206.00,10-2-0,0,12
2,4061,20.00,380.00,667.00,230.00,326.00,10-2-0,0,12
3,2149,20.00,360.00,406.00,230.00,161.00,10-2-0,0,12
4,3588,18.00,410.00,492.00,220.00,218.00,9-3-0,0,12
5,3711,18.00,360.00,373.00,230.00,137.00,9-3-0,0,12
6,3812,18.00,290.00,439.00,170.00,228.00,9-3-0,0,12
7,3238,18.00,270.00,450.00,240.00,270.00,9-3-0,0,12
8,4125,16.00,310.00,496.00,210.00,144.00,8-4-0,0,12
9,5111,16.00,250.00,301.00,180.00,187.00,8-4-0,0,12
10,4980,14.00,340.00,371.00,180.00,76.00,7-5-0,0,12
11,2148,14.00,320.00,381.00,180.00,115.00,7-5-0,0,12
12,2910,14.00,270.00,440.00,140.00,249.00,7-5-0,0,12
13,4513,14.00,240.00,358.00,180.00,136.00,7-5-0,0,12
14,3223,14.00,230.00,401.00,150.00,83.00,7-5-0,0,12
15,4173,12.00,380.00,317.00,120.00,78.00,6-6-0,0,12
16,3693,12.00,290.00,461.00,230.00,125.00,6-6-0,0,12
17,3712,12.00,210.00,301.00,110.00,125.00,6-6-0,0,12
18,4495,12.00,190.00,304.00,100.00,80.00,6-6-0,0,12
19,3789,10.00,250.00,313.00,90.00,171.00,5-7-0,0,12
20,1359,10.00,190.00,356.00,90.00,150.00,5-7-0,0,12
21,2980,10.00,150.00,303.00,70.00,132.00,5-7-0,0,12
22,2926,8.00,330.00,313.00,140.00,74.00,4-8-0,0,12
23,4608,8.00,290.00,241.00,110.00,78.00,4-8-0,0,12
24,3876,8.00,240.00,319.00,170.00,112.00,4-8-0,0,12
25,753,8.00,220.00,282.00,100.00,109.00,4-8-0,0,12
26,3831,8.00,220.00,237.00,90.00,84.00,4-8-0,0,12
27,4104,8.00,200.00,320.00,90.00,143.00,4-8-0,0,12
28,2605,8.00,190.00,303.00,80.00,213.00,4-8-0,0,12
29,4082,8.00,190.00,282.00,110.00,142.00,4-7-0,1,12
30,3575,8.00,150.00,347.00,120.00,125.00,4-8-0,0,12
31,2923,6.00,270.00,225.00,160.00,69.00,3-9-0,0,12
32,4038,6.00,260.00,268.00,70.00,85.00,3-9-0,0,12
33,2944,6.00,240.00,306.00,90.00,116.00,3-9-0,0,12
34,4120,4.00,230.00,336.00,80.00,90.00,2-10-0,0,12
