Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2521,20.00,520.00,488.00,220.00,193.00,10-2-0,0,12
2,1425,20.00,180.00,491.00,200.00,454.00,10-2-0,0,12
3,955,18.00,220.00,539.00,240.00,446.00,9-3-0,0,12
4,2811,16.00,310.00,464.00,220.00,227.00,8-4-0,0,12
5,2550,16.00,300.00,417.00,180.00,496.00,8-4-0,0,12
6,1540,16.00,290.00,501.00,220.00,411.00,8-4-0,0,12
7,4127,16.00,210.00,255.00,120.00,373.00,8-4-0,0,12
8,957,14.00,330.00,493.00,190.00,447.00,7-5-0,0,12
9,1571,14.00,280.00,361.00,170.00,351.00,7-5-0,0,12
10,997,14.00,230.00,501.00,160.00,385.00,7-5-0,0,12
11,4110,12.00,380.00,407.00,100.00,309.00,6-6-0,0,12
12,5085,12.00,310.00,277.00,100.00,469.00,6-6-0,0,12
13,3024,12.00,260.00,317.00,170.00,290.00,6-6-0,0,12
14,2990,12.00,250.00,433.00,120.00,329.00,6-6-0,0,12
15,1510,12.00,220.00,405.00,220.00,417.00,6-6-0,0,12
16,847,12.00,200.00,329.00,140.00,416.00,6-6-0,0,12
17,956,12.00,190.00,436.00,260.00,402.00,6-6-0,0,12
18,3192,12.00,190.00,405.00,170.00,298.00,6-6-0,0,12
19,2915,12.00,170.00,352.00,120.00,342.00,6-6-0,0,12
20,4457,10.00,380.00,370.00,130.00,220.00,5-7-0,0,12
21,2192,10.00,330.00,344.00,120.00,223.00,5-7-0,0,12
22,5295,10.00,180.00,347.00,130.00,153.00,5-7-0,0,12
23,1432,10.00,150.00,327.00,180.00,256.00,5-7-0,0,12
24,2517,10.00,90.00,298.00,90.00,298.00,5-7-0,0,12
25,1359,8.00,240.00,363.00,160.00,224.00,4-8-0,0,12
26,4662,8.00,150.00,349.00,60.00,268.00,4-8-0,0,12
27,3673,6.00,270.00,343.00,120.00,133.00,3-9-0,0,12
28,5198,6.00,250.00,312.00,160.00,205.00,3-9-0,0,12
29,4043,6.00,80.00,282.00,110.00,196.00,3-9-0,0,12
30,3712,4.00,310.00,356.00,130.00,156.00,2-10-0,0,12
