Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,27,24.00,28.00,50.00,98.00,10,7-2-0,0,9
2,888,22.00,90.00,50.00,86.00,6,8-1-0,0,9
3,216,21.00,31.00,20.00,45.00,8,6-2-1,0,9
4,217,20.00,81.00,30.00,115.00,6,7-2-0,0,9
5,836,18.00,106.00,10.00,58.00,6,6-3-0,0,9
6,1629,18.00,62.00,50.00,146.00,6,6-3-0,0,9
7,2377,18.00,50.00,40.00,123.00,4,7-2-0,0,9
8,449,17.00,34.00,40.00,78.00,6,5-3-1,0,9
9,2866,16.00,93.00,50.00,58.00,6,5-4-0,0,9
10,2199,16.00,69.00,60.00,89.00,4,6-3-0,0,9
11,358,16.00,58.00,50.00,64.00,6,5-4-0,0,9
12,237,16.00,57.00,50.00,36.00,8,4-5-0,0,9
13,1111,16.00,51.00,50.00,30.00,2,7-2-0,0,9
14,3419,16.00,40.00,110.00,67.00,2,7-2-0,0,9
15,612,15.00,63.00,30.00,82.00,6,4-4-1,0,9
16,53,15.00,50.00,30.00,21.00,6,4-4-1,0,9
17,3389,15.00,48.00,40.00,73.00,2,6-2-1,0,9
18,623,15.00,29.00,40.00,27.00,4,5-2-1,1,9
19,1719,14.00,103.00,30.00,98.00,2,5-2-2,0,9
20,714,14.00,75.00,60.00,57.00,2,6-3-0,0,9
21,192,14.00,71.00,80.00,75.00,0,7-2-0,0,9
22,2528,14.00,52.00,50.00,74.00,0,7-2-0,0,9
23,768,14.00,52.00,50.00,58.00,2,6-3-0,0,9
24,686,14.00,35.00,20.00,37.00,8,2-5-2,0,9
25,1389,14.00,33.00,20.00,59.00,4,5-4-0,0,9
26,181,13.00,66.00,10.00,32.00,6,3-5-1,0,9
27,4288,13.00,62.00,40.00,30.00,4,4-4-1,0,9
28,2912,13.00,60.00,20.00,81.00,0,6-2-1,0,9
29,1895,13.00,30.00,40.00,57.00,0,6-2-1,0,9
30,244,12.00,52.00,20.00,24.00,2,4-3-2,0,9
31,3941,12.00,42.00,10.00,40.00,2,4-3-2,0,9
32,3650,12.00,39.00,30.00,32.00,4,4-5-0,0,9
33,509,12.00,29.00,30.00,42.00,4,4-5-0,0,9
34,2534,11.00,31.00,30.00,28.00,6,2-6-1,0,9
35,1643,11.00,27.00,20.00,41.00,2,4-4-1,0,9
36,7,11.00,22.00,20.00,22.00,4,3-5-1,0,9
37,204,10.00,78.00,20.00,38.00,2,4-5-0,0,9
38,2028,10.00,58.00,20.00,32.00,2,4-5-0,0,9
39,1915,10.00,32.00,30.00,57.00,0,4-3-2,0,9
40,2819,10.00,28.00,50.00,47.00,2,4-5-0,0,9
41,4067,10.00,24.00,60.00,22.00,4,3-6-0,0,9
42,4266,10.00,22.00,20.00,69.00,0,5-4-0,0,9
43,533,10.00,15.00,10.00,19.00,4,3-6-0,0,9
44,2068,9.00,57.00,60.00,36.00,2,3-5-1,0,9
45,2537,9.00,56.00,40.00,34.00,4,2-6-1,0,9
46,88,9.00,39.00,20.00,36.00,2,3-5-1,0,9
47,1155,9.00,38.00,40.00,46.00,2,3-5-1,0,9
48,3150,9.00,32.00,30.00,45.00,0,4-4-1,0,9
49,2546,8.00,42.00,20.00,37.00,2,3-5-0,1,9
50,2265,8.00,35.00,20.00,64.00,0,4-5-0,0,9
51,2849,8.00,21.00,40.00,58.00,0,4-5-0,0,9
52,3283,7.00,46.00,30.00,57.00,0,3-5-1,0,9
53,2421,7.00,18.00,0,33.00,2,2-4-1,2,9
54,3748,6.00,44.00,10.00,27.00,2,1-6-2,0,9
55,288,6.00,31.00,20.00,15.00,2,1-6-2,0,9
56,1980,6.00,28.00,0,2.00,2,1-6-2,0,9
57,3714,6.00,23.00,20.00,3.00,2,1-4-2,2,9
58,3793,5.00,23.00,10.00,34.00,2,1-7-1,0,9
59,1748,4.00,10.00,10.00,23.00,0,2-5-0,2,9
60,3307,3.00,28.00,10.00,27.00,0,1-7-1,0,9
61,1446,2.00,27.00,20.00,26.00,0,1-2-0,6,9
62,1195,2.00,17.00,10.00,39.00,0,1-6-0,2,9
63,3733,2.00,0,10.00,23.00,0,1-7-0,1,9
