Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1684,32.0,242.0,205.0,235.0,600.0,9-2-1,12
2,2612,31.0,278.0,165.0,203.0,665.0,8-4-0,12
3,3357,31.0,257.0,160.0,246.0,620.0,9-3-0,12
4,4381,30.0,266.0,160.0,183.0,605.0,8-3-1,12
5,5460,30.0,224.0,215.0,283.0,605.0,8-4-0,12
6,5248,29.0,279.0,170.0,207.0,595.0,8-3-1,12
7,5623,28.0,236.0,160.0,108.0,630.0,8-4-0,12
8,2959,27.0,254.0,155.0,224.0,645.0,8-3-1,12
9,5084,26.0,284.0,165.0,141.0,640.0,8-4-0,12
10,5473,26.0,234.0,170.0,140.0,580.0,6-4-2,12
11,2611,25.0,277.0,160.0,189.0,620.0,6-5-1,12
12,4237,25.0,275.0,195.0,149.0,610.0,7-5-0,12
13,5222,25.0,273.0,155.0,146.0,610.0,7-4-1,12
14,5234,25.0,224.0,165.0,144.0,605.0,7-4-1,12
15,68,24.0,292.0,155.0,151.0,645.0,7-5-0,12
16,3655,24.0,281.0,130.0,227.0,590.0,7-4-1,12
17,5238,24.0,272.0,135.0,120.0,660.0,6-5-1,12
18,5182,23.0,282.0,180.0,84.0,660.0,6-6-0,12
19,5502,23.0,271.0,215.0,146.0,605.0,7-5-0,12
20,4216,23.0,269.0,135.0,189.0,640.0,5-6-1,12
21,5501,22.0,309.0,220.0,140.0,625.0,6-6-0,12
22,1502,22.0,236.0,160.0,145.0,620.0,6-6-0,12
23,5688,22.0,218.0,160.0,128.0,620.0,6-6-0,12
24,1504,21.0,308.0,175.0,173.0,625.0,6-6-0,12
25,5231,20.0,264.0,150.0,90.0,590.0,6-6-0,12
26,5704,20.0,218.0,165.0,94.0,595.0,5-6-1,12
27,5260,18.0,303.0,160.0,214.0,585.0,5-6-1,12
28,4776,18.0,254.0,130.0,125.0,605.0,4-8-0,12
29,5559,18.0,220.0,135.0,83.0,560.0,5-7-0,12
30,6137,18.0,206.0,150.0,115.0,585.0,4-8-0,12
31,5674,17.0,224.0,190.0,112.0,595.0,3-8-1,12
32,5676,17.0,219.0,115.0,141.0,545.0,5-7-0,12
33,5205,16.0,216.0,170.0,188.0,500.0,5-6-1,12
34,1243,15.0,268.0,110.0,157.0,565.0,4-8-0,12
35,5282,15.0,218.0,170.0,177.0,485.0,4-8-0,12
36,5227,14.0,244.0,185.0,82.0,575.0,3-8-1,12
37,5694,12.0,221.0,115.0,106.0,535.0,3-9-0,12
38,6078,12.0,211.0,130.0,122.0,525.0,3-9-0,12
39,4568,11.0,206.0,145.0,98.0,580.0,1-11-0,12
40,4408,11.0,175.0,120.0,97.0,520.0,2-9-1,12
