Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1727,6,0,1,7,13.00,46.85,80
2,2199,6,1,0,7,12.00,56.85,142
3,40,6,1,0,7,12.00,50.57,142
4,2866,6,1,0,7,12.00,43.57,74
5,287,5,1,1,7,11.00,48.85,91
6,1195,5,2,0,7,10.00,50.42,91
7,449,5,2,0,7,10.00,50.28,87
8,166,5,2,0,7,10.00,49.57,80
9,2641,4,1,2,7,10.00,46.14,80
10,527,5,2,0,7,10.00,44.00,82
11,836,5,2,0,7,10.00,43.71,81
12,1511,5,2,0,7,10.00,40.42,84
13,1893,4,2,1,7,9.00,52.85,87
14,2079,4,2,1,7,9.00,46.57,142
15,768,4,3,0,7,8.00,55.42,91
16,190,4,3,0,7,8.00,54.42,82
17,888,4,3,0,7,8.00,53.00,80
18,2534,4,3,0,7,8.00,51.71,80
19,1168,4,3,0,7,8.00,51.42,79
20,2016,4,3,0,7,8.00,49.57,93
21,1980,4,3,0,7,8.00,49.00,67
22,467,4,3,0,7,8.00,48.57,82
23,1626,4,3,0,7,8.00,48.28,93
24,2377,4,3,0,7,8.00,47.85,87
25,339,4,3,0,7,8.00,46.71,64
26,7,4,3,0,7,8.00,45.57,68
27,2483,4,3,0,7,8.00,40.28,78
28,752,4,3,0,7,8.00,39.42,87
29,2528,3,3,1,7,7.00,46.14,91
30,1884,2,2,3,7,7.00,45.71,70
31,53,3,3,1,7,7.00,44.85,80
32,229,3,4,0,7,6.00,51.00,68
33,75,3,4,0,7,6.00,46.42,91
34,1418,3,4,0,7,6.00,42.71,82
35,1719,3,4,0,7,6.00,42.71,74
36,1640,3,4,0,7,6.00,42.00,58
37,134,2,4,1,7,5.00,53.57,91
38,1748,2,4,1,7,5.00,49.57,63
39,1111,2,4,1,7,5.00,49.14,82
40,2849,2,4,1,7,5.00,44.14,77
41,2053,2,4,1,7,5.00,40.57,68
42,379,2,5,0,7,4.00,46.57,77
43,1446,2,4,0,6,4.00,45.00,72
44,303,2,5,0,7,4.00,44.42,82
45,1389,2,5,0,7,4.00,43.71,68
46,1656,2,5,0,7,4.00,43.00,54
47,1230,2,5,0,7,4.00,42.57,54
48,2546,2,4,0,6,4.00,38.85,68
49,1933,2,5,0,7,4.00,38.71,72
50,2537,2,5,0,7,4.00,38.28,81
51,1886,1,5,1,7,3.00,41.57,77
52,203,1,5,1,7,3.00,40.85,62
53,686,1,6,0,7,2.00,45.71,63
54,2234,1,6,0,7,2.00,41.57,68
55,614,1,6,0,7,2.00,38.85,84
