Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1158,7,1,1,9,15.00,12.67,128
2,2261,7,1,1,9,15.00,7.89,49
3,1619,7,2,0,9,14.00,7.67,42
4,2251,7,2,0,9,14.00,6.33,128
5,1984,7,2,0,9,14.00,3.33,36
6,2083,6,2,1,9,13.00,10.11,64
7,1789,6,3,0,9,12.00,12.89,44
8,555,6,3,0,9,12.00,8.67,44
9,2250,6,3,0,9,12.00,7.67,30
10,1799,6,3,0,9,12.00,3.78,36
11,1245,6,3,0,9,12.00,2.89,24
12,662,6,3,0,9,12.00,2.67,36
13,1583,5,3,1,9,11.00,8.11,64
14,1584,5,3,1,9,11.00,4.89,45
15,1636,4,3,2,9,10.00,8.33,50
16,1410,5,4,0,9,10.00,6.33,128
17,1977,5,4,0,9,10.00,4.89,8
18,877,5,4,0,9,10.00,4.00,34
19,1357,5,4,0,9,10.00,3.78,64
20,1515,5,4,0,9,10.00,3.56,52
21,1987,5,4,0,9,10.00,3.33,51
22,2259,5,4,0,9,10.00,2.22,16
23,1377,4,4,1,9,9.00,8.89,38
24,443,4,4,1,9,9.00,1.56,45
25,945,4,5,0,9,8.00,12.44,50
26,159,4,5,0,9,8.00,10.78,17
27,2275,4,5,0,9,8.00,8.00,46
28,1996,4,5,0,9,8.00,7.33,44
29,207,4,5,0,9,8.00,6.56,28
30,1691,4,5,0,9,8.00,6.22,46
31,1339,4,5,0,9,8.00,4.00,52
32,1408,4,5,0,9,8.00,3.33,36
33,1800,4,5,0,9,8.00,2.89,64
34,1303,3,5,1,9,7.00,8.00,38
35,1348,3,5,1,9,7.00,6.44,38
36,1375,3,5,1,9,7.00,5.78,27
37,2036,3,5,1,9,7.00,4.89,38
38,1157,3,6,0,9,6.00,6.89,38
39,1826,2,6,1,9,5.00,5.33,24
40,1861,2,7,0,9,4.00,5.78,52
41,1552,2,7,0,9,4.00,3.78,49
42,1361,1,6,2,9,4.00,1.33,8
43,2260,1,7,1,9,3.00,14.22,38
44,2240,1,7,1,9,3.00,1.33,12
45,1776,1,8,0,9,2.00,6.22,30
