Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1477,9,0,0,9,18.00,39.11,84
2,148,8,1,0,9,16.00,34.44,74
3,16,7,2,0,9,14.00,42.00,116
4,34,7,2,0,9,14.00,37.11,70
5,2182,7,2,0,9,14.00,34.89,84
6,118,7,2,0,9,14.00,27.33,80
7,230,6,2,1,9,13.00,40.44,88
8,1902,6,3,0,9,12.00,36.44,66
9,499,6,3,0,9,12.00,35.56,84
10,1279,6,3,0,9,12.00,34.44,116
11,2242,6,3,0,9,12.00,33.11,76
12,1379,6,3,0,9,12.00,31.56,62
13,364,6,3,0,9,12.00,30.67,116
14,1550,6,3,0,9,12.00,30.00,80
15,456,6,3,0,9,12.00,26.67,58
16,555,5,3,1,9,11.00,40.67,88
17,79,5,4,0,9,10.00,39.78,72
18,832,5,4,0,9,10.00,31.11,68
19,440,5,4,0,9,10.00,30.67,76
20,2080,5,4,0,9,10.00,25.56,80
21,2173,4,4,1,9,9.00,29.78,52
22,1304,4,5,0,9,8.00,37.33,70
23,1927,4,5,0,9,8.00,35.78,74
24,462,4,5,0,9,8.00,31.56,62
25,49,4,5,0,9,8.00,28.22,58
26,1858,4,5,0,9,8.00,24.44,70
27,2580,4,5,0,9,8.00,22.44,56
28,2091,4,5,0,9,8.00,21.33,64
29,2540,4,5,0,9,8.00,18.44,36
30,2556,3,5,1,9,7.00,30.00,60
31,2190,3,5,1,9,7.00,27.78,72
32,2183,3,5,1,9,7.00,24.00,42
33,314,3,6,0,9,6.00,34.89,70
34,1421,3,6,0,9,6.00,30.22,72
35,2206,3,6,0,9,6.00,21.56,26
36,2221,3,6,0,9,6.00,18.22,56
37,2065,3,6,0,9,6.00,16.89,88
38,2581,3,6,0,9,6.00,16.67,52
39,945,2,6,1,9,5.00,29.78,52
40,1920,2,6,1,9,5.00,28.89,52
41,590,2,6,1,9,5.00,25.33,54
42,2078,2,6,1,9,5.00,21.11,66
43,2553,2,7,0,9,4.00,21.78,46
44,2176,2,7,0,9,4.00,21.33,66
45,1912,1,7,1,9,3.00,26.44,44
46,538,1,7,1,9,3.00,20.89,62
