Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,624,20.00,350.00,460.00,50.00,541.00,10-0-0,0,10
2,118,20.00,240.00,301.00,110.00,514.00,10-0-0,0,10
3,2468,18.00,170.00,205.00,160.00,454.00,9-1-0,0,10
4,3103,16.00,130.00,235.00,80.00,147.00,8-2-0,0,10
5,3614,16.00,80.00,212.00,20.00,298.00,8-2-0,0,10
6,3305,16.00,60.00,241.00,0,193.00,8-2-0,0,10
7,148,14.00,180.00,410.00,130.00,225.00,7-3-0,0,10
8,3999,14.00,180.00,208.00,30.00,226.00,7-3-0,0,10
9,2881,14.00,120.00,207.00,50.00,394.00,7-3-0,0,10
10,2190,14.00,110.00,336.00,50.00,288.00,7-3-0,0,10
11,3337,14.00,110.00,231.00,60.00,342.00,7-3-0,0,10
12,2158,14.00,70.00,241.00,40.00,334.00,7-3-0,0,10
13,4412,14.00,60.00,237.00,40.00,289.00,7-3-0,0,10
14,457,14.00,60.00,195.00,100.00,337.00,7-3-0,0,10
15,3481,14.00,20.00,190.00,80.00,360.00,7-3-0,0,10
16,5052,12.00,180.00,221.00,10.00,185.00,6-4-0,0,10
17,3335,12.00,130.00,351.00,60.00,279.00,6-4-0,0,10
18,190,12.00,120.00,282.00,100.00,224.00,6-4-0,0,10
19,3320,12.00,100.00,237.00,40.00,152.00,6-4-0,0,10
20,704,12.00,90.00,316.00,50.00,269.00,6-4-0,0,10
21,2969,12.00,50.00,235.00,40.00,339.00,6-4-0,0,10
22,2386,12.00,50.00,155.00,100.00,297.00,6-4-0,0,10
23,3561,12.00,50.00,135.00,30.00,411.00,6-4-0,0,10
24,4696,10.00,110.00,190.00,30.00,198.00,5-5-0,0,10
25,3700,10.00,90.00,186.00,40.00,224.00,5-5-0,0,10
26,422,10.00,90.00,181.00,80.00,180.00,5-5-0,0,10
27,231,10.00,80.00,235.00,140.00,160.00,5-5-0,0,10
28,3679,10.00,80.00,196.00,50.00,194.00,5-5-0,0,10
29,3743,10.00,70.00,170.00,60.00,227.00,5-5-0,0,10
30,2936,10.00,50.00,170.00,60.00,184.00,5-5-0,0,10
31,3029,10.00,50.00,136.00,10.00,163.00,5-5-0,0,10
32,4063,10.00,40.00,206.00,30.00,249.00,5-5-0,0,10
33,4597,10.00,40.00,165.00,20.00,236.00,5-5-0,0,10
34,57,10.00,20.00,150.00,0,241.00,5-5-0,0,10
35,2966,10.00,10.00,186.00,0,268.00,5-5-0,0,10
36,4219,8.00,120.00,206.00,70.00,302.00,4-6-0,0,10
37,2721,8.00,70.00,186.00,40.00,203.00,4-6-0,0,10
38,2789,8.00,60.00,130.00,70.00,164.00,4-6-0,0,10
39,653,8.00,60.00,70.00,10.00,263.00,4-5-0,1,10
40,5103,8.00,50.00,201.00,20.00,243.00,4-6-0,0,10
41,3240,8.00,50.00,120.00,60.00,168.00,4-6-0,0,10
42,3802,8.00,40.00,170.00,10.00,127.00,4-6-0,0,10
43,441,8.00,30.00,135.00,70.00,219.00,4-6-0,0,10
44,4378,8.00,30.00,101.00,10.00,152.00,4-6-0,0,10
45,1255,8.00,20.00,105.00,40.00,249.00,4-6-0,0,10
46,4747,8.00,0,130.00,30.00,388.00,4-6-0,0,10
47,3008,6.00,130.00,176.00,0,279.00,3-7-0,0,10
48,4610,6.00,100.00,180.00,60.00,167.00,3-7-0,0,10
49,3080,6.00,90.00,165.00,40.00,129.00,3-7-0,0,10
50,2833,6.00,50.00,180.00,30.00,197.00,3-6-0,1,10
51,4332,6.00,50.00,146.00,30.00,40.00,3-5-0,2,10
52,3037,6.00,40.00,200.00,20.00,154.00,3-7-0,0,10
53,3345,6.00,40.00,161.00,50.00,219.00,3-7-0,0,10
54,3366,6.00,30.00,217.00,40.00,82.00,3-7-0,0,10
55,4981,6.00,30.00,195.00,0,238.00,3-7-0,0,10
56,499,6.00,30.00,171.00,20.00,162.00,3-7-0,0,10
57,5241,6.00,30.00,160.00,20.00,266.00,3-7-0,0,10
58,2982,6.00,30.00,110.00,60.00,273.00,3-6-0,1,10
59,2805,6.00,20.00,220.00,10.00,337.00,3-7-0,0,10
60,3035,6.00,20.00,142.00,80.00,246.00,3-7-0,0,10
61,2985,6.00,10.00,100.00,0,182.00,3-7-0,0,10
62,1642,4.00,40.00,111.00,10.00,258.00,2-8-0,0,10
63,2952,4.00,20.00,85.00,20.00,123.00,2-8-0,0,10
64,4670,2.00,20.00,116.00,60.00,200.00,1-9-0,0,10
