Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,870,10,1,0,11,20.00,36.63,104
2,2010,9,2,0,11,18.00,44.36,104
3,102,9,2,0,11,18.00,40.81,85
4,527,9,2,0,11,18.00,38.90,72
5,287,8,3,0,11,16.00,45.90,109
6,271,8,3,0,11,16.00,42.81,80
7,1606,8,3,0,11,16.00,41.90,109
8,2161,8,3,0,11,16.00,38.81,100
9,564,7,4,0,11,14.00,39.81,75
10,806,7,4,0,11,14.00,39.81,68
11,358,7,4,0,11,14.00,36.81,104
12,1468,7,4,0,11,14.00,32.72,72
13,270,6,4,1,11,13.00,41.63,74
14,28,6,4,1,11,13.00,41.54,100
15,2875,6,5,0,11,12.00,43.27,79
16,2638,6,5,0,11,12.00,41.00,60
17,1607,6,5,0,11,12.00,40.54,78
18,417,6,5,0,11,12.00,40.45,92
19,1358,6,5,0,11,12.00,37.54,77
20,1554,6,5,0,11,12.00,36.54,80
21,1803,6,5,0,11,12.00,34.27,85
22,329,6,5,0,11,12.00,33.27,70
23,533,5,5,1,11,11.00,40.54,80
24,2872,5,5,1,11,11.00,40.00,85
25,263,5,6,0,11,10.00,47.09,70
26,514,5,6,0,11,10.00,37.54,64
27,352,5,6,0,11,10.00,36.27,69
28,810,5,6,0,11,10.00,32.36,68
29,2347,4,6,1,11,9.00,34.36,64
30,1546,4,6,1,11,9.00,32.54,58
31,1203,4,6,1,11,9.00,29.09,68
32,569,4,7,0,11,8.00,40.00,68
33,496,4,7,0,11,8.00,38.09,68
34,371,4,7,0,11,8.00,36.09,57
35,545,4,7,0,11,8.00,35.81,68
36,1537,4,7,0,11,8.00,33.09,64
37,2487,3,7,1,11,7.00,35.90,70
38,2869,3,7,1,11,7.00,35.45,70
39,2027,3,7,1,11,7.00,32.18,60
40,871,3,7,1,11,7.00,29.54,75
41,884,3,8,0,11,6.00,37.27,64
42,1751,3,8,0,11,6.00,35.00,60
43,1808,3,8,0,11,6.00,34.90,72
44,1601,3,8,0,11,6.00,33.27,65
45,2476,2,8,1,11,5.00,32.18,77
46,353,2,9,0,11,4.00,33.36,62
