Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,948,7,0,1,8,15.00,5.63,90
2,1540,7,1,0,8,14.00,17.75,128
3,2122,6,1,1,8,13.00,19.75,98
4,997,6,2,0,8,12.00,18.00,64
5,1359,6,2,0,8,12.00,11.25,60
6,488,5,1,2,8,12.00,7.50,77
7,1887,5,2,1,8,11.00,13.88,52
8,2046,4,1,3,8,11.00,6.88,77
9,1571,4,1,3,8,11.00,5.75,68
10,114,5,2,1,8,11.00,3.63,51
11,272,5,3,0,8,10.00,27.00,128
12,2148,4,2,2,8,10.00,19.50,76
13,1318,4,2,2,8,10.00,11.75,53
14,2192,5,3,0,8,10.00,11.25,64
15,1891,5,3,0,8,10.00,9.63,49
16,956,5,3,0,8,10.00,8.88,45
17,1823,5,3,0,8,10.00,8.50,52
18,1425,5,3,0,8,10.00,7.63,98
19,847,4,2,2,8,10.00,5.25,68
20,2147,5,3,0,8,10.00,4.38,76
21,2273,4,3,1,8,9.00,8.50,62
22,1294,4,4,0,8,8.00,12.25,64
23,1280,3,3,2,8,8.00,12.13,76
24,1258,3,3,2,8,8.00,12.13,49
25,1624,4,4,0,8,8.00,12.00,45
26,1778,4,4,0,8,8.00,9.00,90
27,1838,4,4,0,8,8.00,8.25,64
28,1013,3,3,2,8,8.00,7.25,38
29,1087,3,3,2,8,8.00,7.25,32
30,2002,3,3,2,8,8.00,4.00,64
31,1983,3,3,2,8,8.00,3.75,90
32,1566,3,4,1,8,7.00,14.25,128
33,1595,3,4,1,8,7.00,9.75,48
34,1323,1,2,5,8,7.00,9.00,34
35,2249,3,4,1,8,7.00,8.50,128
36,360,3,5,0,8,6.00,27.00,106
37,2149,2,4,2,8,6.00,19.50,106
38,955,3,5,0,8,6.00,10.13,64
39,1899,3,5,0,8,6.00,9.63,49
40,2222,3,5,0,8,6.00,9.25,68
41,1700,3,5,0,8,6.00,8.25,46
42,2142,3,5,0,8,6.00,3.13,128
43,1510,2,5,1,8,5.00,15.25,76
44,1346,1,4,3,8,5.00,12.38,32
45,1839,2,5,1,8,5.00,10.88,38
46,2071,1,4,3,8,5.00,6.88,42
47,1432,2,5,1,8,5.00,6.00,30
48,192,2,5,1,8,5.00,4.13,36
49,753,2,4,1,7,5.00,2.29,128
50,957,2,6,0,8,4.00,17.75,53
51,492,1,5,2,8,4.00,7.50,30
52,2130,1,6,1,8,3.00,18.50,38
53,1569,0,5,3,8,3.00,8.75,62
54,949,0,7,1,8,1.00,4.38,15
