Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,254,211.1,186,880,320,179,546,10
2,1325,194.2,40,852,240,236,580,10
3,85,186.1,20,808,280,243,510,10
4,1730,182.3,180,744,240,173,498,10
5,4488,173.8,0,760,240,246,492,10
6,1519,173.7,160,644,320,187,432,10
7,973,167.5,60,688,240,205,488,10
8,5406,166.1,20,712,280,169,480,10
9,236,162.9,80,636,240,229,444,10
10,5254,160.4,20,692,280,180,438,10
11,203,159.6,0,636,280,220,460,10
12,5416,158.1,46,540,300,241,454,10
13,2075,157.6,20,664,280,148,464,10
14,999,156.5,20,644,240,235,426,10
15,3339,156.4,0,776,120,220,454,10
16,3547,153.3,26,616,260,225,412,10
17,4028,150.2,6,648,240,178,436,10
18,225,149.4,40,572,280,232,388,10
19,4818,143.6,20,528,260,186,442,10
20,67,142.4,86,540,220,206,378,10
21,1501,142.1,26,620,200,205,370,10
22,5338,141.2,40,620,160,200,404,10
23,5122,141.1,40,520,320,185,358,10
24,16,140.8,0,672,40,266,436,10
25,1629,140.0,86,384,280,190,460,10
26,1711,138.8,20,540,280,164,396,10
27,246,138.7,52,508,320,205,308,10
28,1511,137.8,40,608,220,138,396,10
29,1885,136.9,20,552,280,193,342,10
30,5053,136.9,20,588,160,157,444,10
31,5719,136.7,20,540,240,211,368,10
32,60,136.6,40,584,160,208,386,10
33,2085,136.3,40,564,160,163,448,10
34,3604,135.3,60,532,160,245,356,10
35,2471,135.1,0,632,180,151,394,10
36,3506,134.1,20,540,200,269,312,10
37,1510,133.0,40,488,240,146,422,10
38,1296,133.0,0,584,160,174,412,10
39,2905,132.6,40,564,200,166,356,10
40,558,131.4,20,492,260,232,310,10
41,399,131.3,20,536,120,195,442,10
42,3478,130.5,40,544,140,159,422,10
43,467,130.2,40,560,180,154,380,10
44,4499,129.2,20,512,280,114,402,10
45,173,129.1,0,496,240,199,362,10
46,20,128.3,20,548,160,165,390,10
47,4574,127.7,20,472,240,205,346,10
48,1058,126.5,40,464,260,131,376,10
49,1241,123.1,20,496,160,145,428,10
50,2377,122.4,0,476,220,148,380,10
51,5059,121.5,60,484,120,177,374,10
52,93,120.1,0,496,200,241,276,10
53,3481,118.3,0,448,240,169,332,10
54,418,117.5,0,460,200,187,328,10
55,2534,117.3,0,448,200,185,352,10
56,4980,115.8,20,452,200,180,324,10
57,1710,114.8,20,404,180,158,386,10
58,4587,114.7,20,488,120,157,386,10
59,1306,114.2,26,412,200,212,298,10
60,5510,113.7,32,456,160,167,322,10
61,5659,111.2,20,376,280,158,284,10
62,2601,111.2,0,412,180,170,356,10
63,2521,111.1,20,376,240,153,334,10
64,4215,111.1,0,420,140,213,338,10
65,5549,108.3,46,376,200,161,312,10
66,5625,106.3,20,400,120,233,302,10
67,3946,106.2,26,440,120,148,334,10
68,1458,103.7,0,396,180,157,310,10
69,3880,102.7,0,380,200,95,376,10
70,3256,102.4,20,384,160,170,296,10
71,4953,102.1,20,396,160,133,348,10
72,3728,101.5,26,352,200,135,308,10
73,2283,98.3,20,292,200,135,342,10
74,375,89.8,20,348,160,118,258,10
75,5655,78.4,0,328,140,122,212,10
