Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3604,31.0,232.0,180.0,125.0,575.0,11-1-0,12
2,3668,30.0,202.0,125.0,49.0,600.0,9-3-0,12
3,3548,29.0,206.0,140.0,74.0,570.0,9-2-1,12
4,5843,27.0,232.0,125.0,38.0,605.0,9-3-0,12
5,548,27.0,186.0,125.0,84.0,580.0,9-3-0,12
6,3538,26.0,226.0,155.0,89.0,595.0,8-4-0,12
7,280,24.0,142.0,170.0,59.0,450.0,9-3-0,12
8,123,23.0,212.0,125.0,97.0,545.0,7-4-1,12
9,4680,23.0,208.0,120.0,51.0,645.0,6-6-0,12
10,1481,23.0,204.0,110.0,94.0,550.0,8-4-0,12
11,2960,22.0,246.0,90.0,107.0,570.0,8-4-0,12
12,5167,22.0,202.0,125.0,95.0,575.0,7-5-0,12
13,1025,22.0,124.0,120.0,110.0,485.0,8-4-0,12
14,2832,21.0,194.0,140.0,61.0,565.0,6-6-0,12
15,5014,21.0,162.0,135.0,40.0,525.0,7-5-0,12
16,247,21.0,140.0,85.0,59.0,480.0,8-4-0,12
17,815,20.0,176.0,120.0,45.0,530.0,5-6-1,12
18,835,18.0,198.0,115.0,29.0,550.0,5-7-0,12
19,1701,18.0,158.0,110.0,56.0,560.0,4-7-1,12
20,94,18.0,138.0,125.0,65.0,465.0,5-6-1,12
21,3322,18.0,126.0,95.0,79.0,470.0,7-5-0,12
22,5577,16.0,178.0,95.0,43.0,495.0,5-7-0,12
23,573,16.0,176.0,95.0,57.0,480.0,5-7-0,12
24,453,16.0,148.0,80.0,57.0,460.0,5-7-0,12
25,3658,15.0,184.0,90.0,80.0,490.0,5-7-0,12
26,1188,15.0,130.0,105.0,34.0,445.0,5-7-0,12
27,3632,15.0,82.0,105.0,32.0,395.0,5-7-0,12
28,5901,14.0,228.0,75.0,40.0,545.0,4-7-1,12
29,4854,14.0,196.0,75.0,29.0,440.0,5-7-0,12
30,4327,14.0,194.0,85.0,43.0,480.0,5-7-0,12
31,5915,14.0,190.0,100.0,65.0,475.0,4-8-0,12
32,3175,14.0,116.0,70.0,64.0,390.0,6-6-0,12
33,5478,13.0,208.0,85.0,85.0,510.0,3-9-0,12
34,5756,12.0,144.0,125.0,61.0,495.0,3-9-0,12
35,5498,12.0,134.0,75.0,60.0,445.0,4-8-0,12
36,2048,12.0,112.0,85.0,33.0,450.0,4-8-0,12
37,5619,11.0,78.0,75.0,23.0,430.0,3-9-0,12
38,4768,10.0,100.0,75.0,22.0,390.0,3-9-0,12
39,4758,9.0,130.0,85.0,39.0,435.0,2-10-0,12
