Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,573,11,1,0,12,22,24.91
2,2612,10,2,0,12,20,10.33
3,1596,10,2,0,12,20,10.16
4,3707,9,1,1,11,19,12.66
5,3539,9,3,0,12,18,20.83
6,2834,9,3,0,12,18,20.25
7,3234,9,3,0,12,18,15
8,3098,8,4,0,12,16,19.08
9,548,8,4,0,12,16,16.08
10,3638,6,3,3,12,15,13.41
11,3542,7,4,1,12,15,12.08
12,2246,7,5,0,12,14,20.16
13,3771,7,5,0,12,14,13.58
14,3538,7,5,0,12,14,11.41
15,68,6,5,1,12,13,11.91
16,3547,6,6,0,12,12,8.5
17,3604,5,5,2,12,12,8.25
18,862,5,6,1,12,11,13.25
19,3620,5,6,1,12,11,9
20,2851,5,4,1,10,11,7.58
21,440,5,7,0,12,10,10
22,3770,5,7,0,12,10,7.08
23,3657,5,6,0,11,10,6.75
24,3768,4,7,1,12,9,11.58
25,3414,4,6,1,11,9,6.41
26,2676,4,6,1,11,9,3.58
27,313,4,8,0,12,8,10.5
28,3769,3,6,2,11,8,9.08
29,3667,4,8,0,12,8,6.5
30,903,3,8,1,12,7,11.25
31,3621,3,8,1,12,7,10.33
32,3175,3,8,1,12,7,9.16
33,3401,3,8,1,12,7,7.58
34,3509,3,8,1,12,7,7.33
35,3570,3,6,1,10,7,6.58
36,3568,3,7,1,11,7,2.5
37,2673,3,7,1,11,7,1.5
38,226,2,10,0,12,4,17.16
