Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,359,39.0,310.0,165.0,448.0,600.0,11-1-0,12
2,5254,37.0,288.0,145.0,298.0,615.0,11-1-0,12
3,3990,34.0,252.0,205.0,311.0,590.0,11-1-0,12
4,5236,31.0,180.0,145.0,236.0,550.0,8-4-0,12
5,3419,30.0,304.0,140.0,284.0,615.0,8-4-0,12
6,5240,28.0,260.0,150.0,191.0,575.0,9-3-0,12
7,20,28.0,254.0,125.0,208.0,595.0,8-4-0,12
8,48,25.0,266.0,125.0,272.0,575.0,7-5-0,12
9,250,25.0,260.0,140.0,155.0,550.0,8-4-0,12
10,2791,24.0,200.0,145.0,227.0,560.0,7-5-0,12
11,358,24.0,166.0,155.0,119.0,510.0,7-5-0,12
12,4930,23.0,278.0,120.0,160.0,585.0,7-5-0,12
13,3044,23.0,268.0,120.0,131.0,655.0,6-6-0,12
14,527,23.0,262.0,120.0,176.0,550.0,7-5-0,12
15,3003,22.0,192.0,140.0,212.0,515.0,6-6-0,12
16,333,21.0,300.0,120.0,275.0,560.0,6-6-0,12
17,1551,20.0,196.0,160.0,144.0,530.0,5-7-0,12
18,1665,20.0,192.0,105.0,146.0,525.0,6-6-0,12
19,663,20.0,166.0,125.0,187.0,555.0,4-8-0,12
20,229,20.0,156.0,130.0,119.0,525.0,6-6-0,12
21,4093,19.0,316.0,115.0,167.0,570.0,5-7-0,12
22,1493,19.0,236.0,155.0,148.0,575.0,5-7-0,12
23,5964,19.0,218.0,110.0,159.0,520.0,6-6-0,12
24,145,19.0,214.0,130.0,246.0,485.0,6-6-0,12
25,371,17.0,184.0,110.0,122.0,440.0,6-6-0,12
26,5881,16.0,224.0,145.0,160.0,550.0,4-8-0,12
27,3624,16.0,188.0,105.0,170.0,385.0,5-4-0,12
28,4508,15.0,224.0,95.0,141.0,525.0,4-8-0,12
29,5585,15.0,224.0,75.0,113.0,515.0,5-7-0,12
30,4481,15.0,214.0,130.0,203.0,505.0,4-8-0,12
31,4856,15.0,156.0,115.0,101.0,485.0,4-7-0,12
32,5879,13.0,204.0,110.0,92.0,480.0,4-7-0,12
33,1450,11.0,228.0,110.0,115.0,500.0,3-9-0,12
34,5943,10.0,160.0,90.0,131.0,490.0,2-10-0,12
35,4203,8.0,162.0,60.0,121.0,430.0,2-10-0,12
36,5149,8.0,144.0,65.0,140.0,430.0,2-10-0,12
