Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,56,35.0,204.0,125.0,152.0,580.0,12-0-0,12
2,1923,32.0,250.0,130.0,141.0,590.0,10-2-0,12
3,3637,32.0,220.0,135.0,135.0,610.0,9-3-0,12
4,11,29.0,216.0,120.0,121.0,640.0,9-3-0,12
5,219,27.0,218.0,120.0,67.0,575.0,9-3-0,12
6,2554,26.0,216.0,95.0,96.0,545.0,9-3-0,12
7,193,26.0,186.0,105.0,95.0,555.0,9-3-0,12
8,222,25.0,240.0,145.0,144.0,640.0,7-5-0,12
9,4653,25.0,178.0,130.0,95.0,585.0,8-4-0,12
10,1257,25.0,174.0,115.0,114.0,565.0,8-4-0,12
11,75,24.0,154.0,130.0,60.0,495.0,8-4-0,12
12,5624,23.0,226.0,110.0,129.0,585.0,7-5-0,12
13,1676,23.0,186.0,95.0,85.0,510.0,7-5-0,12
14,1811,23.0,160.0,120.0,155.0,535.0,7-5-0,12
15,6016,23.0,144.0,130.0,68.0,540.0,7-5-0,12
16,4361,20.0,180.0,95.0,69.0,530.0,6-6-0,12
17,41,19.0,222.0,105.0,174.0,540.0,6-6-0,12
18,303,19.0,216.0,120.0,107.0,550.0,5-7-0,12
19,1143,19.0,158.0,125.0,124.0,510.0,5-7-0,12
20,223,19.0,158.0,100.0,81.0,535.0,5-7-0,12
21,3340,19.0,102.0,95.0,36.0,490.0,6-6-0,12
22,4573,18.0,220.0,200.0,137.0,495.0,6-6-0,12
23,2600,18.0,190.0,100.0,66.0,465.0,6-6-0,12
24,1403,18.0,156.0,135.0,96.0,490.0,5-7-0,12
25,1279,18.0,140.0,100.0,96.0,495.0,5-7-0,12
26,6015,16.0,160.0,125.0,68.0,480.0,4-8-0,12
27,613,16.0,124.0,105.0,91.0,460.0,5-7-0,12
28,224,15.0,194.0,60.0,97.0,495.0,5-7-0,12
29,3515,15.0,154.0,70.0,47.0,435.0,5-7-0,12
30,2070,15.0,138.0,95.0,72.0,475.0,5-7-0,12
31,4035,15.0,120.0,115.0,46.0,415.0,5-7-0,12
32,4281,14.0,190.0,130.0,115.0,470.0,5-7-0,12
33,3142,13.0,142.0,100.0,130.0,430.0,3-9-0,12
34,1228,13.0,106.0,95.0,65.0,405.0,4-8-0,12
35,2577,11.0,136.0,80.0,94.0,440.0,4-8-0,12
36,5310,10.0,120.0,110.0,57.0,465.0,2-10-0,12
37,4285,9.0,134.0,90.0,41.0,425.0,2-10-0,12
38,4475,9.0,126.0,75.0,60.0,415.0,3-9-0,12
39,752,6.0,144.0,60.0,58.0,475.0,1-11-0,12
