Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2220,18.00,158.00,130.00,180.00,9-0-0,1,10
2,2538,16.00,230.00,40.00,121.00,8-2-0,0,10
3,2526,16.00,198.00,140.00,159.00,8-2-0,0,10
4,2177,16.00,132.00,220.00,182.00,8-2-0,0,10
5,4054,15.00,162.00,160.00,108.00,7-2-1,0,10
6,2977,15.00,152.00,170.00,196.00,7-2-1,0,10
7,4009,15.00,126.00,150.00,210.00,7-2-1,0,10
8,4215,14.00,206.00,50.00,214.00,7-3-0,0,10
9,2052,14.00,188.00,110.00,268.00,7-3-0,0,10
10,1816,14.00,178.00,70.00,140.00,7-3-0,0,10
11,3276,14.00,176.00,120.00,183.00,7-3-0,0,10
12,3883,14.00,156.00,110.00,213.00,7-3-0,0,10
13,3277,14.00,146.00,130.00,209.00,6-2-2,0,10
14,2705,14.00,140.00,210.00,70.00,7-3-0,0,10
15,4181,13.00,168.00,200.00,200.00,6-3-1,0,10
16,2062,13.00,162.00,100.00,308.00,6-3-1,0,10
17,3122,13.00,130.00,50.00,164.00,6-3-1,0,10
18,3755,12.00,172.00,100.00,159.00,6-4-0,0,10
19,4539,12.00,144.00,120.00,67.00,6-4-0,0,10
20,4182,12.00,132.00,190.00,102.00,6-4-0,0,10
21,1714,12.00,54.00,160.00,58.00,6-4-0,0,10
22,93,11.00,164.00,80.00,182.00,5-4-1,0,10
23,2264,10.00,166.00,80.00,245.00,5-5-0,0,10
24,4511,10.00,156.00,80.00,119.00,5-5-0,0,10
25,3840,10.00,128.00,90.00,99.00,5-5-0,0,10
26,4741,10.00,104.00,110.00,136.00,5-5-0,0,10
27,3846,10.00,78.00,90.00,124.00,5-5-0,0,10
28,4845,9.00,72.00,80.00,141.00,4-5-1,0,10
29,3102,8.00,156.00,50.00,151.00,4-6-0,0,10
30,4228,8.00,148.00,120.00,239.00,4-6-0,0,10
31,4011,8.00,102.00,120.00,104.00,4-6-0,0,10
32,2845,8.00,102.00,110.00,113.00,4-6-0,0,10
33,4703,8.00,100.00,50.00,90.00,4-6-0,0,10
34,4728,8.00,58.00,170.00,106.00,4-6-0,0,10
35,3212,8.00,56.00,80.00,82.00,3-5-2,0,10
36,537,8.00,52.00,70.00,99.00,4-6-0,0,10
37,4818,7.00,60.00,130.00,69.00,3-6-1,0,10
38,3018,6.00,106.00,190.00,122.00,3-7-0,0,10
39,4260,6.00,96.00,90.00,94.00,3-7-0,0,10
40,4217,6.00,88.00,90.00,100.00,3-7-0,0,10
41,3294,6.00,86.00,70.00,166.00,3-7-0,0,10
42,3381,6.00,58.00,90.00,136.00,3-7-0,0,10
43,4230,6.00,48.00,40.00,94.00,2-6-2,0,10
44,4238,5.00,76.00,50.00,115.00,2-7-1,0,10
45,3828,5.00,66.00,30.00,100.00,2-7-1,0,10
46,3788,4.00,84.00,70.00,73.00,2-8-0,0,10
47,3754,4.00,84.00,40.00,149.00,2-8-0,0,10
48,3054,4.00,74.00,80.00,70.00,2-8-0,0,10
49,2506,3.00,54.00,50.00,105.00,1-8-1,0,10
50,3740,2.00,80.00,30.00,165.00,1-9-0,0,10
