Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2337,22.00,570.00,454.00,100.00,258.00,11-1-0,0,12
2,314,18.00,220.00,359.00,140.00,337.00,9-3-0,0,12
3,5193,18.00,180.00,387.00,100.00,371.00,9-3-0,0,12
4,4382,18.00,170.00,476.00,120.00,380.00,9-3-0,0,12
5,1322,18.00,160.00,375.00,170.00,344.00,9-3-0,0,12
6,3770,17.00,270.00,309.00,120.00,266.00,8-3-1,0,12
7,4819,16.00,250.00,349.00,90.00,461.00,8-4-0,0,12
8,3535,16.00,220.00,479.00,60.00,281.00,8-4-0,0,12
9,70,16.00,180.00,430.00,300.00,640.00,8-4-0,0,12
10,5046,16.00,170.00,326.00,200.00,278.00,8-4-0,0,12
11,1243,16.00,160.00,381.00,130.00,386.00,8-4-0,0,12
12,2619,14.00,210.00,418.00,170.00,462.00,7-5-0,0,12
13,5150,14.00,210.00,316.00,70.00,363.00,7-5-0,0,12
14,5167,14.00,150.00,340.00,110.00,424.00,7-5-0,0,12
15,3767,14.00,70.00,428.00,100.00,368.00,7-5-0,0,12
16,3534,13.00,230.00,313.00,120.00,246.00,6-5-1,0,12
17,468,13.00,90.00,287.00,50.00,349.00,6-5-1,0,12
18,5114,12.00,220.00,369.00,220.00,347.00,6-6-0,0,12
19,5201,12.00,180.00,298.00,50.00,323.00,6-6-0,0,12
20,5084,12.00,160.00,312.00,90.00,257.00,6-6-0,0,12
21,703,12.00,160.00,253.00,140.00,200.00,6-6-0,0,12
22,1684,12.00,120.00,510.00,120.00,228.00,6-6-0,0,12
23,5155,11.00,180.00,343.00,80.00,374.00,5-6-1,0,12
24,1506,10.00,200.00,322.00,70.00,336.00,5-7-0,0,12
25,5260,10.00,160.00,278.00,50.00,225.00,5-7-0,0,12
26,503,10.00,140.00,310.00,100.00,199.00,5-7-0,0,12
27,3886,10.00,90.00,302.00,60.00,393.00,5-7-0,0,12
28,3415,10.00,90.00,272.00,30.00,210.00,5-7-0,0,12
29,894,10.00,50.00,365.00,70.00,139.00,5-7-0,0,12
30,5081,9.00,220.00,238.00,80.00,232.00,4-7-1,0,12
31,3568,8.00,180.00,212.00,60.00,252.00,4-8-0,0,12
32,4994,8.00,120.00,244.00,100.00,310.00,4-8-0,0,12
33,5203,8.00,70.00,322.00,70.00,380.00,4-8-0,0,12
34,5017,8.00,60.00,271.00,60.00,266.00,4-8-0,0,12
35,322,8.00,40.00,308.00,60.00,177.00,4-8-0,0,12
36,4998,8.00,20.00,294.00,100.00,224.00,4-8-0,0,12
37,313,6.00,150.00,311.00,50.00,237.00,3-9-0,0,12
38,5166,6.00,70.00,320.00,80.00,132.00,3-9-0,0,12
39,5156,5.00,110.00,256.00,70.00,164.00,2-9-1,0,12
40,2604,2.00,90.00,240.00,120.00,145.00,1-11-0,0,12
