Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2168,2.0,3081.0,894.0,1760.0,1050.0,16.0,11-1-0,12
2,56,1.6599999999999999,2940.0,534.0,1480.0,1200.0,10.0,10-2-0,12
3,3142,1.5,3095.0,590.0,1380.0,1500.0,10.0,8-3-1,12
4,223,1.5,3032.0,598.0,1380.0,1400.0,22.0,9-3-0,12
5,1370,1.5,2673.0,526.0,1160.0,1250.0,23.0,9-3-0,12
6,1279,1.3300000000000001,2981.0,420.0,1440.0,1200.0,16.0,8-4-0,12
7,219,1.3300000000000001,2902.0,768.0,1480.0,1100.0,32.0,8-4-0,12
8,747,1.3300000000000001,2818.0,657.0,1320.0,1150.0,63.0,8-4-0,12
9,102,1.3300000000000001,2810.0,345.0,1300.0,1200.0,30.0,8-4-0,12
10,1807,1.25,2976.0,344.0,1420.0,1250.0,21.0,7-5-0,12
11,1257,1.1599999999999999,2859.0,415.0,1440.0,1150.0,14.0,7-5-0,12
12,1989,1.1599999999999999,2786.0,708.0,1420.0,1150.0,21.0,7-5-0,12
13,4573,1.1599999999999999,2477.0,489.0,1140.0,1100.0,32.0,7-5-0,12
14,4281,1.1599999999999999,2361.0,571.0,1200.0,900.0,76.0,7-5-0,12
15,1676,1.0800000000000001,3058.0,841.0,1580.0,1250.0,18.0,6-5-1,12
16,834,1.0800000000000001,2854.0,520.0,1520.0,1100.0,9.0,6-5-1,12
17,303,1.0800000000000001,2844.0,661.0,1440.0,1150.0,29.0,6-6-0,12
18,193,1.0800000000000001,2553.0,342.0,1260.0,1050.0,3.0,6-5-1,12
19,1403,1.0,2814.0,352.0,1300.0,1300.0,24.0,6-6-0,12
20,4954,1.0,2638.0,601.0,1420.0,1000.0,33.0,6-6-0,12
21,1626,1.0,2244.0,351.0,1180.0,850.0,9.0,6-6-0,12
22,3637,0.82999999999999996,2751.0,331.0,1340.0,1200.0,6.0,5-7-0,12
23,4035,0.82999999999999996,2641.0,410.0,1400.0,950.0,16.0,5-7-0,12
24,4653,0.82999999999999996,2381.0,468.0,1100.0,1000.0,11.0,5-7-0,12
25,265,0.82999999999999996,2287.0,357.0,1100.0,950.0,12.0,5-7-0,12
26,752,0.82999999999999996,2088.0,448.0,1140.0,750.0,18.0,5-6-0,12
27,41,0.75,2402.0,272.0,1280.0,850.0,22.0,4-8-0,12
28,3515,0.75,2323.0,530.0,1320.0,750.0,3.0,4-7-1,12
29,224,0.66000000000000003,2199.0,398.0,1120.0,850.0,14.0,4-8-0,12
30,5992,0.66000000000000003,2122.0,340.0,1020.0,900.0,2.0,4-8-0,12
31,714,0.66000000000000003,2025.0,389.0,1120.0,650.0,15.0,4-7-0,12
32,5310,0.66000000000000003,1996.0,270.0,1200.0,550.0,6.0,4-8-0,12
33,136,0.66000000000000003,1815.0,340.0,1020.0,600.0,15.0,4-8-0,12
34,2559,0.5,2374.0,385.0,1120.0,900.0,9.0,3-9-0,12
35,6203,0.5,2078.0,405.0,1160.0,650.0,18.0,3-9-0,12
36,5666,0.40999999999999998,1956.0,298.0,1000.0,650.0,11.0,2-9-1,12
37,3340,0.33000000000000002,2464.0,405.0,1320.0,900.0,4.0,2-10-0,12
