Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1736,35.0,281.0,185.0,342.0,545.0,8-1-1,10
2,111,32.0,236.0,145.0,388.0,520.0,9-1-0,10
3,2338,32.0,206.0,145.0,294.0,530.0,8-2-0,10
4,2451,30.0,296.0,155.0,359.0,565.0,9-1-0,10
5,4143,28.0,262.0,145.0,333.0,515.0,8-2-0,10
6,3061,28.0,260.0,135.0,253.0,545.0,7-3-0,10
7,1625,28.0,258.0,160.0,320.0,510.0,8-1-1,10
8,2062,26.0,248.0,120.0,244.0,570.0,6-4-0,10
9,4329,25.0,248.0,150.0,204.0,510.0,6-3-1,10
10,5847,25.0,244.0,125.0,155.0,565.0,7-3-0,10
11,2151,25.0,206.0,125.0,156.0,465.0,7-3-0,10
12,3488,25.0,186.0,145.0,165.0,540.0,6-4-0,10
13,2039,25.0,180.0,130.0,232.0,495.0,7-3-0,10
14,1756,24.0,232.0,115.0,278.0,540.0,6-4-0,10
15,4241,24.0,219.0,140.0,165.0,515.0,7-3-0,10
16,2781,24.0,198.0,150.0,192.0,495.0,7-3-0,10
17,931,22.0,202.0,120.0,131.0,545.0,6-4-0,10
18,379,21.0,228.0,175.0,259.0,495.0,6-4-0,10
19,101,21.0,216.0,150.0,175.0,540.0,5-4-1,10
20,4096,21.0,214.0,135.0,160.0,485.0,6-4-0,10
21,5822,21.0,210.0,130.0,189.0,480.0,4-5-1,10
22,2704,21.0,170.0,115.0,160.0,460.0,5-5-0,10
23,3135,21.0,164.0,130.0,175.0,495.0,6-4-0,10
24,4655,20.0,216.0,130.0,194.0,450.0,5-5-0,10
25,3695,20.0,215.0,125.0,191.0,505.0,4-6-0,10
26,6237,20.0,200.0,120.0,139.0,505.0,5-5-0,10
27,1781,20.0,172.0,125.0,143.0,455.0,6-4-0,10
28,2022,20.0,162.0,110.0,155.0,480.0,6-4-0,10
29,171,18.0,204.0,115.0,148.0,505.0,4-6-0,10
30,4292,18.0,194.0,115.0,145.0,465.0,5-5-0,10
31,1739,18.0,176.0,120.0,133.0,485.0,5-5-0,10
32,375,17.0,215.0,100.0,156.0,485.0,5-5-0,10
33,4645,17.0,210.0,160.0,252.0,440.0,4-6-0,10
34,3390,17.0,198.0,100.0,106.0,480.0,4-6-0,10
35,2709,16.0,221.0,105.0,210.0,495.0,4-6-0,10
36,4191,16.0,200.0,95.0,168.0,455.0,4-6-0,10
37,3352,16.0,167.0,110.0,131.0,485.0,3-7-0,10
38,3067,15.0,246.0,115.0,116.0,500.0,3-7-0,10
39,5934,15.0,198.0,105.0,186.0,450.0,3-7-0,10
40,5125,15.0,148.0,70.0,119.0,420.0,4-6-0,10
41,291,14.0,196.0,115.0,101.0,495.0,3-7-0,10
42,2725,14.0,151.0,115.0,109.0,460.0,3-7-0,10
43,4676,14.0,150.0,105.0,115.0,455.0,2-7-1,10
44,4979,13.0,247.0,90.0,144.0,510.0,3-7-0,10
45,4247,13.0,202.0,95.0,120.0,425.0,3-7-0,10
46,4787,13.0,184.0,120.0,87.0,460.0,4-6-0,10
47,1850,13.0,158.0,95.0,81.0,445.0,2-8-0,10
48,2136,12.0,155.0,105.0,139.0,435.0,3-7-0,10
49,5350,10.0,162.0,90.0,85.0,450.0,2-8-0,10
50,4296,9.0,254.0,90.0,147.0,475.0,1-9-0,10
51,4702,8.0,135.0,85.0,96.0,355.0,2-8-0,10
52,3110,6.0,128.0,80.0,90.0,375.0,1-9-0,10
