Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,4125,20.00,290.00,391.00,190.00,87.00,10-2-0,0,12
2,360,20.00,250.00,341.00,180.00,104.00,10-2-0,0,12
3,2557,20.00,180.00,356.00,200.00,197.00,10-2-0,0,12
4,4061,18.00,220.00,311.00,150.00,241.00,9-3-0,0,12
5,4726,16.00,230.00,291.00,120.00,111.00,8-4-0,0,12
6,3693,14.00,320.00,175.00,250.00,175.00,7-5-0,0,12
7,4120,14.00,230.00,306.00,120.00,74.00,7-5-0,0,12
8,1983,14.00,130.00,186.00,160.00,209.00,7-5-0,0,12
9,2944,14.00,100.00,207.00,140.00,225.00,7-5-0,0,12
10,4652,14.00,90.00,206.00,80.00,168.00,7-5-0,0,12
11,3220,12.00,270.00,210.00,100.00,87.00,6-6-0,0,12
12,2926,12.00,220.00,211.00,130.00,61.00,6-6-0,0,12
13,2149,12.00,200.00,331.00,110.00,148.00,6-6-0,0,12
14,1595,12.00,200.00,176.00,70.00,213.00,6-6-0,0,12
15,5111,12.00,190.00,210.00,100.00,105.00,6-6-0,0,12
16,2923,12.00,160.00,251.00,120.00,129.00,6-6-0,0,12
17,3711,12.00,150.00,220.00,190.00,234.00,6-6-0,0,12
18,4608,10.00,300.00,210.00,130.00,57.00,5-7-0,0,12
19,4513,10.00,220.00,286.00,150.00,65.00,5-7-0,0,12
20,3586,10.00,210.00,206.00,60.00,115.00,5-7-0,0,12
21,2147,10.00,200.00,185.00,90.00,150.00,5-7-0,0,12
22,2148,10.00,160.00,210.00,110.00,159.00,5-7-0,0,12
23,3831,10.00,160.00,176.00,130.00,129.00,5-7-0,0,12
24,4082,10.00,150.00,166.00,70.00,399.00,5-6-0,1,12
25,3876,10.00,130.00,146.00,120.00,118.00,5-5-0,2,12
26,4980,8.00,260.00,246.00,100.00,151.00,4-8-0,0,12
27,4104,8.00,240.00,181.00,70.00,83.00,4-8-0,0,12
28,3789,8.00,100.00,203.00,110.00,173.00,4-8-0,0,12
29,3575,6.00,110.00,226.00,140.00,121.00,3-9-0,0,12
30,4495,6.00,90.00,212.00,90.00,132.00,3-9-0,0,12
31,4105,6.00,80.00,251.00,30.00,126.00,3-9-0,0,12
