Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,195,34.0,410.0,215.0,632.0,565.0,9-1-0,10
2,3683,34.0,288.0,240.0,358.0,565.0,8-2-0,10
3,365,32.0,320.0,180.0,510.0,540.0,8-1-1,10
4,987,31.0,328.0,150.0,509.0,540.0,8-1-1,10
5,3539,31.0,318.0,140.0,497.0,545.0,9-1-0,10
6,341,31.0,310.0,220.0,373.0,535.0,9-1-0,10
7,5813,30.0,288.0,165.0,472.0,550.0,7-3-0,10
8,558,29.0,297.0,255.0,440.0,545.0,7-3-0,10
9,494,28.0,334.0,165.0,488.0,565.0,6-3-1,10
10,333,28.0,304.0,150.0,443.0,525.0,7-2-1,10
11,2987,28.0,260.0,160.0,403.0,510.0,7-3-0,10
12,176,28.0,245.0,200.0,340.0,535.0,8-2-0,10
13,1153,27.0,297.0,150.0,332.0,605.0,6-4-0,10
14,175,26.0,290.0,195.0,397.0,540.0,7-3-0,10
15,4499,26.0,276.0,180.0,345.0,560.0,6-4-0,10
16,6166,26.0,254.0,150.0,321.0,540.0,6-3-1,10
17,6175,25.0,318.0,155.0,282.0,530.0,7-3-0,10
18,5006,25.0,278.0,140.0,271.0,550.0,6-4-0,10
19,2468,25.0,251.0,130.0,382.0,515.0,6-4-0,10
20,245,24.0,304.0,150.0,454.0,555.0,6-4-0,10
21,2439,24.0,299.0,200.0,329.0,610.0,5-5-0,10
22,1701,24.0,293.0,145.0,341.0,560.0,5-5-0,10
23,2935,24.0,281.0,160.0,206.0,575.0,6-4-0,10
24,4384,24.0,259.0,150.0,326.0,530.0,6-4-0,10
25,3132,23.0,298.0,155.0,306.0,535.0,5-5-0,10
26,68,23.0,294.0,150.0,359.0,530.0,6-4-0,10
27,1065,23.0,280.0,170.0,362.0,550.0,5-5-0,10
28,1023,23.0,276.0,230.0,372.0,560.0,5-5-0,10
29,4063,23.0,250.0,185.0,353.0,520.0,5-5-0,10
30,1339,23.0,245.0,170.0,301.0,540.0,5-5-0,10
31,279,23.0,239.0,220.0,161.0,590.0,6-4-0,10
32,1124,23.0,236.0,215.0,397.0,515.0,6-4-0,10
33,3637,22.0,304.0,175.0,270.0,570.0,4-6-0,10
34,5846,22.0,253.0,160.0,245.0,515.0,5-4-1,10
35,4290,22.0,251.0,160.0,293.0,540.0,5-5-0,10
36,4009,21.0,287.0,145.0,339.0,545.0,4-5-1,10
37,4525,21.0,267.0,145.0,269.0,590.0,4-5-1,10
38,5690,21.0,263.0,185.0,235.0,540.0,5-5-0,10
39,2642,21.0,262.0,140.0,334.0,535.0,5-5-0,10
40,3128,21.0,258.0,185.0,280.0,525.0,4-6-0,10
41,4159,21.0,250.0,160.0,310.0,540.0,5-5-0,10
42,6193,21.0,249.0,155.0,244.0,600.0,4-6-0,10
43,4740,21.0,232.0,175.0,219.0,520.0,5-5-0,10
44,5448,20.0,344.0,210.0,370.0,555.0,4-6-0,10
45,623,20.0,306.0,175.0,225.0,575.0,4-5-1,10
46,870,20.0,296.0,205.0,315.0,575.0,5-5-0,10
47,5930,20.0,285.0,140.0,302.0,555.0,5-5-0,10
48,2502,20.0,278.0,200.0,357.0,525.0,5-5-0,10
49,5243,20.0,260.0,135.0,248.0,505.0,6-4-0,10
50,2907,20.0,246.0,130.0,244.0,540.0,5-5-0,10
51,1209,20.0,206.0,135.0,195.0,510.0,5-5-0,10
52,1197,19.0,287.0,140.0,303.0,530.0,4-6-0,10
53,5034,19.0,246.0,155.0,259.0,545.0,4-6-0,10
54,5827,19.0,240.0,150.0,244.0,485.0,4-6-0,10
55,4403,19.0,222.0,165.0,314.0,510.0,4-6-0,10
56,2283,18.0,282.0,135.0,258.0,530.0,4-6-0,10
57,5855,18.0,249.0,220.0,238.0,525.0,4-6-0,10
58,5057,18.0,244.0,150.0,224.0,500.0,5-5-0,10
59,932,18.0,232.0,155.0,285.0,515.0,2-8-0,10
60,4450,18.0,208.0,190.0,300.0,470.0,4-6-0,10
61,2383,17.0,325.0,140.0,304.0,525.0,3-7-0,10
62,4945,17.0,282.0,115.0,307.0,575.0,3-6-1,10
63,2341,17.0,280.0,190.0,284.0,535.0,2-8-0,10
64,3018,17.0,275.0,165.0,251.0,520.0,4-5-1,10
65,5012,17.0,239.0,165.0,203.0,525.0,3-7-0,10
66,2638,16.0,246.0,135.0,328.0,530.0,2-8-0,10
67,4330,16.0,240.0,160.0,309.0,525.0,3-7-0,10
68,88,16.0,232.0,135.0,267.0,525.0,3-7-0,10
69,538,16.0,226.0,125.0,233.0,545.0,3-7-0,10
70,6012,15.0,279.0,155.0,241.0,565.0,2-8-0,10
71,3786,15.0,234.0,125.0,175.0,515.0,2-8-0,10
72,3926,15.0,232.0,160.0,222.0,560.0,2-8-0,10
73,5872,14.0,259.0,140.0,244.0,545.0,2-8-0,10
74,4625,14.0,242.0,135.0,221.0,545.0,2-8-0,10
75,4013,14.0,186.0,145.0,204.0,495.0,1-8-1,10
