Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3158,25.0,144.0,120.0,81.0,465.0,9-1-0,10
2,2283,23.0,192.0,105.0,27.0,475.0,8-2-0,10
3,3478,22.0,146.0,130.0,38.0,435.0,8-2-0,10
4,4401,20.0,154.0,105.0,9.0,375.0,8-2-0,10
5,3480,20.0,144.0,110.0,10.0,395.0,8-2-0,10
6,4603,19.0,190.0,50.0,7.0,445.0,8-2-0,10
7,4403,19.0,136.0,95.0,44.0,410.0,7-3-0,10
8,4635,18.0,162.0,90.0,34.0,440.0,6-4-0,10
9,5874,18.0,160.0,115.0,26.0,400.0,7-2-1,10
10,5716,18.0,78.0,65.0,21.0,290.0,8-2-0,10
11,4775,17.0,142.0,65.0,9.0,335.0,7-3-0,10
12,4355,17.0,116.0,85.0,19.0,350.0,7-3-0,10
13,6200,16.0,156.0,75.0,15.0,395.0,6-4-0,10
14,6017,16.0,82.0,45.0,33.0,280.0,7-3-0,10
15,5526,15.0,166.0,75.0,21.0,400.0,5-4-1,10
16,6199,15.0,156.0,130.0,23.0,340.0,7-3-0,10
17,3933,15.0,148.0,70.0,32.0,375.0,7-3-0,10
18,5312,14.0,112.0,75.0,9.0,340.0,6-4-0,10
19,4842,14.0,98.0,55.0,10.0,315.0,5-5-0,10
20,6106,14.0,92.0,50.0,6.0,310.0,5-5-0,10
21,4400,13.0,142.0,75.0,35.0,350.0,5-4-1,10
22,5948,13.0,132.0,95.0,12.0,345.0,6-4-0,10
23,6229,13.0,106.0,85.0,16.0,335.0,5-4-1,10
24,4584,12.0,126.0,60.0,15.0,340.0,5-5-0,10
25,5133,12.0,116.0,65.0,8.0,325.0,5-5-0,10
26,3522,11.0,140.0,85.0,27.0,340.0,5-5-0,10
27,4262,11.0,124.0,65.0,8.0,350.0,4-6-0,10
28,3472,11.0,122.0,50.0,18.0,320.0,5-5-0,10
29,6170,11.0,98.0,65.0,6.0,335.0,4-5-0,10
30,4735,10.0,178.0,55.0,25.0,365.0,4-5-1,10
31,4010,10.0,136.0,50.0,13.0,355.0,4-5-1,10
32,3794,10.0,126.0,75.0,2.0,290.0,4-5-1,10
33,3510,10.0,106.0,60.0,12.0,315.0,4-6-0,10
34,4685,10.0,98.0,45.0,14.0,245.0,4-6-0,10
35,4782,10.0,90.0,45.0,9.0,330.0,4-5-1,10
36,5887,9.0,146.0,70.0,26.0,330.0,4-6-0,10
37,4723,9.0,130.0,85.0,16.0,330.0,4-6-0,10
38,3527,9.0,92.0,70.0,19.0,330.0,3-7-0,10
39,6010,8.0,98.0,70.0,10.0,295.0,3-7-0,10
40,6218,8.0,90.0,95.0,25.0,320.0,3-6-1,10
41,4731,8.0,88.0,80.0,18.0,290.0,3-7-0,10
42,3354,8.0,82.0,65.0,7.0,290.0,3-6-1,10
43,3526,8.0,82.0,45.0,20.0,310.0,3-7-0,10
44,5344,7.0,160.0,35.0,15.0,355.0,3-7-0,10
45,5932,7.0,148.0,55.0,2.0,325.0,3-7-0,10
46,6048,7.0,138.0,45.0,22.0,290.0,3-7-0,10
47,4371,7.0,104.0,65.0,7.0,310.0,2-7-1,10
48,5696,7.0,84.0,50.0,5.0,240.0,3-7-0,10
49,5959,7.0,74.0,40.0,8.0,260.0,3-6-1,10
50,4746,6.0,82.0,65.0,4.0,275.0,3-7-0,10
51,6134,6.0,72.0,25.0,9.0,205.0,3-7-0,10
52,5705,5.0,84.0,30.0,2.0,285.0,2-8-0,10
53,6156,0.0,116.0,50.0,8.0,270.0,0-10-0,10
