Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,39,7,1,0,8,14.00,5.50,66
2,2111,6,1,1,8,13.00,4.00,64
3,842,6,1,1,8,13.00,3.00,49
4,1726,6,2,0,8,12.00,4.00,128
5,1165,6,2,0,8,12.00,3.50,66
6,1158,6,2,0,8,12.00,0.75,128
7,1212,5,2,1,8,11.00,4.75,49
8,2134,5,3,0,8,10.00,7.25,32
9,2128,4,2,2,8,10.00,3.50,34
10,1798,4,2,2,8,10.00,3.00,24
11,2226,5,3,0,8,10.00,2.00,32
12,1456,4,2,2,8,10.00,1.50,64
13,1852,4,3,1,8,9.00,3.25,128
14,1011,4,3,1,8,9.00,1.50,32
15,1290,3,2,3,8,9.00,1.25,15
16,498,4,4,0,8,8.00,4.75,49
17,1917,4,4,0,8,8.00,3.50,49
18,1401,4,4,0,8,8.00,3.25,34
19,1164,4,4,0,8,8.00,2.50,52
20,60,2,3,3,8,7.00,7.00,64
21,1828,3,4,1,8,7.00,5.50,64
22,1324,3,4,1,8,7.00,1.75,32
23,1013,3,4,1,8,7.00,1.50,19
24,1633,3,5,0,8,6.00,5.25,32
25,1343,3,5,0,8,6.00,3.00,20
26,1926,3,5,0,8,6.00,1.50,66
27,1696,3,5,0,8,6.00,1.25,54
28,2184,2,5,1,8,5.00,6.00,30
29,991,2,5,1,8,5.00,2.25,8
30,2196,2,6,0,8,4.00,1.75,52
31,1897,2,6,0,8,4.00,0.50,17
32,996,1,6,1,8,3.00,3.50,22
33,698,1,7,0,8,2.00,1.50,20
34,1492,0,7,1,8,1.00,4.25,30
