Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,3507,20.00,360.00,440.00,220.00,360.00,10-0-0,0,10
2,3660,18.00,320.00,330.00,210.00,319.00,9-1-0,0,10
3,4522,18.00,170.00,391.00,240.00,311.00,9-1-0,0,10
4,1775,16.00,450.00,361.00,260.00,333.00,8-2-0,0,10
5,2410,15.00,200.00,290.00,190.00,398.00,7-2-1,0,10
6,935,14.00,380.00,560.00,220.00,291.00,7-3-0,0,10
7,3528,14.00,320.00,352.00,260.00,365.00,7-3-0,0,10
8,2950,14.00,280.00,285.00,120.00,493.00,7-3-0,0,10
9,1742,14.00,230.00,431.00,130.00,349.00,7-3-0,0,10
10,3160,14.00,230.00,261.00,180.00,279.00,7-3-0,0,10
11,2373,14.00,210.00,303.00,150.00,331.00,7-3-0,0,10
12,2341,14.00,210.00,295.00,160.00,441.00,7-3-0,0,10
13,5001,14.00,150.00,243.00,180.00,386.00,7-3-0,0,10
14,3593,13.00,210.00,428.00,210.00,280.00,6-3-1,0,10
15,1750,13.00,200.00,420.00,130.00,373.00,6-3-1,0,10
16,4612,13.00,110.00,240.00,90.00,266.00,6-3-1,0,10
17,3931,13.00,110.00,235.00,90.00,463.00,6-3-1,0,10
18,2461,12.00,280.00,413.00,160.00,440.00,6-4-0,0,10
19,2165,12.00,260.00,411.00,230.00,248.00,6-4-0,0,10
20,3666,12.00,230.00,421.00,210.00,379.00,6-4-0,0,10
21,2388,12.00,170.00,411.00,120.00,232.00,6-4-0,0,10
22,4487,12.00,160.00,330.00,180.00,380.00,6-4-0,0,10
23,2004,12.00,160.00,281.00,100.00,196.00,6-4-0,0,10
24,2424,12.00,150.00,445.00,180.00,212.00,6-4-0,0,10
25,1448,12.00,120.00,315.00,180.00,448.00,6-4-0,0,10
26,2359,10.00,250.00,416.00,170.00,260.00,5-5-0,0,10
27,1561,10.00,220.00,304.00,100.00,271.00,5-5-0,0,10
28,2773,10.00,180.00,376.00,150.00,127.00,5-5-0,0,10
29,1296,10.00,160.00,303.00,140.00,223.00,5-5-0,0,10
30,4933,10.00,140.00,325.00,110.00,312.00,5-5-0,0,10
31,2395,10.00,130.00,346.00,100.00,249.00,5-5-0,0,10
32,1209,10.00,130.00,222.00,150.00,367.00,5-5-0,0,10
33,2723,10.00,110.00,325.00,170.00,188.00,5-5-0,0,10
34,3784,10.00,100.00,324.00,70.00,167.00,5-5-0,0,10
35,1723,8.00,270.00,371.00,160.00,227.00,4-6-0,0,10
36,2352,8.00,270.00,341.00,120.00,269.00,4-6-0,0,10
37,3498,8.00,160.00,237.00,90.00,435.00,4-6-0,0,10
38,4523,8.00,150.00,292.00,130.00,201.00,4-6-0,0,10
39,932,8.00,130.00,506.00,150.00,251.00,4-6-0,0,10
40,3169,8.00,130.00,247.00,110.00,364.00,4-6-0,0,10
41,3457,8.00,90.00,292.00,120.00,311.00,4-6-0,0,10
42,476,8.00,90.00,288.00,80.00,327.00,4-6-0,0,10
43,3163,8.00,70.00,228.00,130.00,320.00,4-6-0,0,10
44,4349,8.00,50.00,206.00,80.00,204.00,4-6-0,0,10
45,2354,8.00,30.00,283.00,70.00,250.00,4-6-0,0,10
46,2765,7.00,140.00,278.00,70.00,300.00,3-6-1,0,10
47,3247,6.00,140.00,373.00,120.00,233.00,3-7-0,0,10
48,3179,6.00,130.00,255.00,140.00,186.00,3-7-0,0,10
49,3798,6.00,90.00,277.00,100.00,99.00,3-7-0,0,10
50,2333,6.00,90.00,266.00,100.00,203.00,3-7-0,0,10
51,2389,6.00,90.00,265.00,60.00,337.00,3-7-0,0,10
52,31,6.00,90.00,235.00,90.00,136.00,3-7-0,0,10
53,647,6.00,90.00,226.00,80.00,160.00,3-7-0,0,10
54,3366,6.00,80.00,298.00,100.00,306.00,3-7-0,0,10
55,4005,6.00,80.00,286.00,60.00,131.00,3-7-0,0,10
56,3152,6.00,70.00,296.00,50.00,231.00,3-7-0,0,10
57,1710,6.00,60.00,198.00,100.00,296.00,3-7-0,0,10
58,2986,6.00,30.00,238.00,110.00,334.00,3-7-0,0,10
59,2398,6.00,30.00,216.00,60.00,339.00,3-7-0,0,10
60,1785,4.00,160.00,260.00,130.00,122.00,2-8-0,0,10
61,3465,4.00,70.00,303.00,100.00,179.00,2-8-0,0,10
62,2382,2.00,70.00,212.00,70.00,324.00,1-9-0,0,10
