Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1318,22.00,410.00,665.00,270.00,462.00,11-1-0,0,12
2,4542,20.00,220.00,522.00,190.00,311.00,10-2-0,0,12
3,4911,18.00,300.00,567.00,300.00,561.00,9-3-0,0,12
4,948,18.00,260.00,548.00,310.00,374.00,9-3-0,0,12
5,2928,18.00,240.00,511.00,280.00,522.00,9-3-0,0,12
6,4077,16.00,330.00,407.00,250.00,600.00,8-4-0,0,12
7,3070,15.00,290.00,392.00,270.00,446.00,7-4-1,0,12
8,492,14.00,410.00,394.00,260.00,231.00,7-5-0,0,12
9,4461,14.00,280.00,342.00,170.00,334.00,7-5-0,0,12
10,3781,14.00,220.00,373.00,210.00,256.00,7-5-0,0,12
11,4030,14.00,200.00,522.00,200.00,335.00,7-5-0,0,12
12,3268,13.00,240.00,493.00,220.00,309.00,6-5-1,0,12
13,2557,12.00,280.00,438.00,290.00,441.00,6-6-0,0,12
14,5295,12.00,220.00,282.00,110.00,283.00,6-6-0,0,12
15,2903,12.00,200.00,353.00,240.00,289.00,6-6-0,0,12
16,4512,12.00,200.00,338.00,150.00,300.00,6-6-0,0,12
17,3787,11.00,200.00,347.00,200.00,304.00,5-6-1,0,12
18,4915,10.00,470.00,431.00,310.00,298.00,5-7-0,0,12
19,2412,10.00,350.00,560.00,210.00,323.00,5-7-0,0,12
20,2522,10.00,290.00,387.00,300.00,337.00,5-7-0,0,12
21,4131,10.00,260.00,262.00,230.00,286.00,5-7-0,0,12
22,488,10.00,230.00,395.00,260.00,495.00,5-7-0,0,12
23,3049,10.00,200.00,337.00,240.00,273.00,5-7-0,0,12
24,2942,10.00,160.00,298.00,200.00,342.00,5-7-0,0,12
25,4681,10.00,130.00,369.00,190.00,386.00,5-7-0,0,12
26,4682,9.00,210.00,381.00,210.00,156.00,4-7-1,0,12
27,1778,8.00,240.00,376.00,120.00,179.00,4-8-0,0,12
28,949,8.00,230.00,435.00,170.00,327.00,4-8-0,0,12
29,4180,8.00,230.00,317.00,200.00,263.00,4-8-0,0,12
30,3681,8.00,200.00,411.00,210.00,370.00,4-8-0,0,12
31,4559,7.00,360.00,331.00,200.00,140.00,3-8-1,0,12
32,1258,7.00,240.00,442.00,180.00,146.00,3-8-1,0,12
33,1899,6.00,220.00,427.00,230.00,274.00,3-9-0,0,12
