Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,69,8,0,0,8,16.00,7.25,128
2,1902,7,1,0,8,14.00,13.63,118
3,1027,6,2,0,8,12.00,16.25,61
4,1251,6,2,0,8,12.00,14.88,128
5,56,6,2,0,8,12.00,12.00,40
6,801,6,2,0,8,12.00,11.75,143
7,1270,6,2,0,8,12.00,10.00,162
8,180,5,3,0,8,10.00,26.13,162
9,1592,5,3,0,8,10.00,19.00,162
10,1523,5,3,0,8,10.00,18.00,128
11,179,5,3,0,8,10.00,14.75,128
12,1557,5,3,0,8,10.00,14.50,66
13,1543,5,3,0,8,10.00,13.50,57
14,1065,5,3,0,8,10.00,12.38,76
15,79,5,3,0,8,10.00,11.00,143
16,2100,5,3,0,8,10.00,9.38,128
17,386,5,3,0,8,10.00,9.25,54
18,744,5,3,0,8,10.00,6.50,64
19,1649,5,3,0,8,10.00,5.75,50
20,245,5,3,0,8,10.00,4.75,50
21,86,4,4,0,8,8.00,21.38,76
22,1341,4,4,0,8,8.00,20.25,66
23,168,4,4,0,8,8.00,11.50,118
24,1841,4,4,0,8,8.00,11.38,46
25,342,4,4,0,8,8.00,10.63,47
26,108,4,4,0,8,8.00,9.25,118
27,1889,4,4,0,8,8.00,9.25,62
28,1144,4,4,0,8,8.00,5.63,30
29,1744,4,4,0,8,8.00,5.25,54
30,945,4,4,0,8,8.00,3.00,118
31,408,3,5,0,8,6.00,19.50,118
32,425,3,5,0,8,6.00,17.25,128
33,1368,3,5,0,8,6.00,16.63,46
34,2278,3,5,0,8,6.00,15.25,143
35,1842,3,5,0,8,6.00,15.13,64
36,1875,3,3,0,6,6.00,15.00,64
37,665,3,5,0,8,6.00,12.50,128
38,157,3,5,0,8,6.00,11.00,64
39,61,3,5,0,8,6.00,10.88,30
40,312,3,5,0,8,6.00,9.25,62
41,1029,3,5,0,8,6.00,9.13,32
42,2152,3,5,0,8,6.00,7.75,128
43,1390,3,5,0,8,6.00,5.50,64
44,1345,2,6,0,8,4.00,16.63,46
45,230,2,6,0,8,4.00,15.25,66
46,1694,2,5,0,7,4.00,13.71,82
47,2008,2,6,0,8,4.00,12.50,32
48,1062,2,6,0,8,4.00,4.25,62
49,2023,2,6,0,8,4.00,3.50,22
50,21,1,7,0,8,2.00,9.25,42
51,233,1,7,0,8,2.00,8.50,34
