Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2590,36.0,230.0,160.0,216.0,610.0,9-2-1,12
2,365,27.0,264.0,200.0,245.0,540.0,9-3-0,12
3,1640,27.0,252.0,130.0,240.0,560.0,9-3-0,12
4,5684,26.0,216.0,135.0,128.0,520.0,9-3-0,12
5,1089,24.0,274.0,115.0,208.0,575.0,8-4-0,12
6,2016,23.0,218.0,115.0,102.0,565.0,8-4-0,12
7,102,23.0,192.0,145.0,106.0,600.0,7-5-0,12
8,5113,22.0,256.0,145.0,180.0,580.0,6-6-0,12
9,87,22.0,228.0,105.0,68.0,575.0,8-4-0,12
10,4573,21.0,246.0,205.0,193.0,550.0,8-4-0,12
11,1647,21.0,194.0,135.0,84.0,525.0,7-5-0,12
12,5420,21.0,152.0,130.0,120.0,505.0,6-6-0,12
13,6226,20.0,260.0,145.0,149.0,525.0,8-4-0,12
14,2600,20.0,220.0,145.0,94.0,530.0,7-4-1,12
15,5457,20.0,198.0,155.0,95.0,520.0,7-5-0,12
16,869,20.0,176.0,180.0,233.0,490.0,7-5-0,12
17,4750,19.0,212.0,125.0,96.0,540.0,7-5-0,12
18,6203,18.0,198.0,130.0,59.0,545.0,6-6-0,12
19,5438,18.0,160.0,115.0,72.0,515.0,6-6-0,12
20,2191,17.0,226.0,120.0,88.0,580.0,5-7-0,12
21,5938,17.0,220.0,155.0,129.0,530.0,5-6-1,12
22,5666,17.0,206.0,145.0,73.0,535.0,5-6-1,12
23,204,17.0,186.0,110.0,75.0,505.0,5-7-0,12
24,1279,16.0,226.0,150.0,101.0,525.0,4-8-0,12
25,4954,16.0,210.0,105.0,138.0,485.0,6-6-0,12
26,1626,16.0,202.0,125.0,86.0,535.0,5-7-0,12
27,4575,16.0,196.0,115.0,130.0,480.0,5-7-0,12
28,1228,16.0,186.0,140.0,107.0,500.0,5-7-0,12
29,316,16.0,156.0,100.0,74.0,460.0,6-6-0,12
30,816,13.0,190.0,145.0,65.0,490.0,4-8-0,12
31,3167,13.0,188.0,150.0,118.0,470.0,4-7-1,12
32,2729,13.0,140.0,105.0,85.0,485.0,4-8-0,12
33,3151,12.0,132.0,110.0,72.0,475.0,3-9-0,12
34,4281,11.0,194.0,95.0,83.0,460.0,4-8-0,12
35,1791,11.0,160.0,100.0,38.0,465.0,4-7-1,12
36,2495,10.0,196.0,105.0,88.0,485.0,3-9-0,12
37,5732,10.0,176.0,110.0,41.0,445.0,3-9-0,12
38,2180,8.0,156.0,95.0,86.0,415.0,3-9-0,12
