Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,5687,1.72,2708.0,686.0,1500.0,950.0,3.0,8-3-0,11
2,2084,1.54,2692.0,450.0,1180.0,1200.0,2.0,8-2-1,11
3,5735,1.54,2568.0,436.0,1260.0,1000.0,33.0,8-3-0,11
4,1058,1.45,2517.0,332.0,1420.0,850.0,2.0,7-4-0,11
5,6328,1.45,2510.0,698.0,1300.0,950.0,5.0,8-3-0,11
6,95,1.45,2378.0,450.0,1100.0,950.0,8.0,8-3-0,11
7,138,1.45,2232.0,501.0,1280.0,700.0,2.0,7-3-1,11
8,1831,1.3600000000000001,2683.0,334.0,1260.0,1150.0,8.0,7-4-0,11
9,467,1.3600000000000001,2390.0,394.0,1120.0,1050.0,5.0,7-3-1,11
10,1517,1.27,2276.0,315.0,1020.0,900.0,1.0,7-4-0,11
11,6691,1.27,2165.0,200.0,1060.0,850.0,5.0,7-4-0,11
12,78,1.27,2161.0,378.0,1200.0,750.0,6.0,7-4-0,11
13,1307,1.27,2136.0,490.0,1240.0,650.0,1.0,6-4-1,11
14,319,1.0900000000000001,2417.0,332.0,1140.0,1050.0,57.0,6-5-0,11
15,131,1.0900000000000001,2321.0,675.0,1340.0,700.0,1.0,6-5-0,11
16,4473,1.0900000000000001,2178.0,435.0,1140.0,750.0,3.0,6-5-0,11
17,5422,1.0900000000000001,2156.0,388.0,1040.0,850.0,11.0,6-5-0,11
18,4908,1.0900000000000001,2148.0,252.0,1000.0,750.0,8.0,5-4-2,11
19,3958,1.0900000000000001,2096.0,378.0,1120.0,750.0,6.0,6-5-0,11
20,885,1.0900000000000001,1934.0,425.0,1100.0,650.0,4.0,5-5-1,11
21,6763,1.0,2364.0,381.0,1240.0,800.0,19.0,5-5-1,11
22,5459,1.0,2060.0,310.0,1140.0,700.0,0.0,5-5-1,11
23,1729,1.0,1830.0,258.0,960.0,700.0,5.0,5-6-0,11
24,6324,0.90000000000000002,2416.0,430.0,1100.0,1100.0,1.0,5-6-0,11
25,509,0.90000000000000002,2185.0,320.0,1060.0,850.0,10.0,5-6-0,11
26,1073,0.90000000000000002,2155.0,490.0,1240.0,700.0,5.0,5-6-0,11
27,238,0.90000000000000002,2079.0,441.0,1100.0,750.0,14.0,5-6-0,11
28,3566,0.90000000000000002,1966.0,370.0,1120.0,600.0,1.0,4-5-2,11
29,1289,0.90000000000000002,1886.0,260.0,1120.0,600.0,1.0,5-6-0,11
30,3467,0.71999999999999997,1881.0,471.0,1120.0,600.0,6.0,4-7-0,11
31,1247,0.71999999999999997,1814.0,505.0,1000.0,600.0,9.0,4-7-0,11
32,1512,0.71999999999999997,1565.0,330.0,920.0,450.0,20.0,4-7-0,11
33,1100,0.54000000000000004,2289.0,327.0,1180.0,900.0,19.0,2-8-1,11
34,811,0.54000000000000004,2058.0,445.0,1100.0,650.0,8.0,3-8-0,11
35,5902,0.54000000000000004,2035.0,383.0,1160.0,600.0,5.0,3-8-0,11
36,3323,0.54000000000000004,1639.0,143.0,900.0,550.0,4.0,3-6-0,11
37,4929,0.54000000000000004,1561.0,271.0,1020.0,350.0,6.0,3-8-0,11
38,6172,0.35999999999999999,1608.0,383.0,960.0,450.0,3.0,2-9-0,11
39,2876,0.17999999999999999,1691.0,375.0,960.0,450.0,1.0,1-10-0,11
