Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,3393,22.00,350.00,336.00,230.00,666.00,11-1-0,0,12
2,2907,20.00,460.00,411.00,230.00,351.00,10-2-0,0,12
3,4450,20.00,320.00,361.00,190.00,241.00,10-2-0,0,12
4,3588,20.00,250.00,330.00,140.00,493.00,10-2-0,0,12
5,2557,18.00,300.00,260.00,140.00,523.00,9-3-0,0,12
6,2192,18.00,290.00,215.00,80.00,278.00,9-3-0,0,12
7,2046,16.00,300.00,400.00,150.00,377.00,8-4-0,0,12
8,3220,16.00,240.00,286.00,60.00,335.00,8-4-0,0,12
9,1294,14.00,380.00,264.00,60.00,262.00,7-5-0,0,12
10,2927,14.00,210.00,215.00,130.00,351.00,7-5-0,0,12
11,360,14.00,170.00,386.00,90.00,274.00,7-5-0,0,12
12,3786,14.00,150.00,242.00,70.00,218.00,7-5-0,0,12
13,4089,14.00,140.00,211.00,50.00,173.00,7-5-0,0,12
14,4131,14.00,130.00,280.00,60.00,256.00,7-5-0,0,12
15,2929,12.00,250.00,316.00,60.00,173.00,6-6-0,0,12
16,4579,12.00,230.00,215.00,60.00,308.00,6-6-0,0,12
17,4559,12.00,220.00,210.00,100.00,280.00,6-6-0,0,12
18,3586,12.00,160.00,241.00,70.00,254.00,6-6-0,0,12
19,3781,12.00,80.00,187.00,100.00,293.00,6-6-0,0,12
20,3221,10.00,100.00,266.00,80.00,261.00,5-7-0,0,12
21,2906,8.00,240.00,245.00,50.00,92.00,4-8-0,0,12
22,4726,8.00,210.00,220.00,60.00,229.00,4-8-0,0,12
23,3218,8.00,190.00,231.00,50.00,189.00,4-8-0,0,12
24,4304,8.00,160.00,226.00,20.00,160.00,4-8-0,0,12
25,3576,8.00,150.00,225.00,70.00,202.00,4-8-0,0,12
26,4469,8.00,110.00,200.00,50.00,139.00,4-8-0,0,12
27,4772,8.00,110.00,181.00,70.00,302.00,4-8-0,0,12
28,4060,6.00,190.00,165.00,40.00,183.00,3-9-0,0,12
29,2990,6.00,90.00,286.00,70.00,191.00,3-9-0,0,12
30,5295,6.00,60.00,225.00,70.00,235.00,3-9-0,0,12
31,3237,4.00,190.00,225.00,80.00,88.00,2-10-0,0,12
32,2555,2.00,80.00,210.00,40.00,170.00,1-11-0,0,12
