Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,2512,10,1,0,11,20.00,18.45
2,2169,10,1,0,11,20.00,12.45
3,876,9,1,0,10,18.00,20.72
4,877,9,2,0,11,18.00,16.27
5,2052,9,2,0,11,18.00,15.00
6,2530,8,3,0,11,16.00,16.45
7,2500,6,3,2,11,14.00,9.72
8,1816,6,3,2,11,14.00,7.18
9,3294,6,3,1,10,13.00,6.09
10,3054,4,1,5,10,13.00,4.09
11,2518,6,4,0,10,12.00,13.63
12,2574,6,4,0,10,12.00,10.45
13,3297,5,4,1,10,11.00,16.81
14,3056,5,2,1,8,11.00,14.90
15,3839,5,4,1,10,11.00,12.36
16,2177,5,5,1,11,11.00,11.54
17,3840,5,4,1,10,11.00,7.72
18,2503,5,5,1,11,11.00,6.63
19,3747,4,5,2,11,10.00,13.54
20,2538,3,5,3,11,9.00,7.09
21,2526,4,5,1,10,9.00,5.90
22,3754,3,3,3,9,9.00,4.63
23,2227,4,6,1,11,9.00,3.54
24,2845,3,4,3,10,9.00,3.45
25,2499,4,5,1,10,9.00,3.27
26,3275,2,2,4,8,8.00,9.45
27,3740,3,4,2,9,8.00,6.36
28,1739,3,6,2,11,8.00,1.90
29,3267,3,6,1,10,7.00,8.00
30,3261,3,3,1,7,7.00,7.63
31,3755,2,6,3,11,7.00,3.36
32,2418,2,7,2,11,6.00,14.00
33,3828,2,6,2,10,6.00,10.36
34,3788,1,5,4,10,6.00,8.81
35,3367,3,3,0,6,6.00,7.27
36,3846,1,4,4,9,6.00,5.72
37,2470,2,6,2,10,6.00,3.45
38,2846,2,7,1,10,5.00,8.36
39,3263,1,5,3,9,5.00,4.72
40,2220,0,8,3,11,3.00,3.36
