Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3310,37.0,302.0,150.0,425.0,580.0,11-0-0,11
2,3802,28.0,231.0,145.0,222.0,540.0,8-3-0,11
3,4063,26.0,214.0,145.0,233.0,545.0,7-4-0,11
4,4959,26.0,186.0,120.0,216.0,520.0,7-4-0,11
5,5613,24.0,266.0,135.0,156.0,585.0,7-4-0,11
6,4364,24.0,258.0,130.0,171.0,565.0,7-4-0,11
7,4694,24.0,230.0,115.0,194.0,530.0,6-5-0,11
8,5437,23.0,272.0,95.0,229.0,545.0,6-5-0,11
9,1860,22.0,304.0,95.0,290.0,520.0,7-4-0,11
10,2158,22.0,230.0,110.0,195.0,540.0,5-6-0,11
11,5312,22.0,216.0,110.0,118.0,495.0,7-4-0,11
12,1987,22.0,212.0,100.0,206.0,525.0,5-6-0,11
13,5986,22.0,210.0,115.0,185.0,525.0,7-4-0,11
14,418,22.0,184.0,125.0,175.0,520.0,6-5-0,11
15,5771,21.0,220.0,110.0,120.0,455.0,8-3-0,11
16,3481,21.0,217.0,95.0,291.0,495.0,7-4-0,11
17,3366,20.0,274.0,135.0,244.0,485.0,7-4-0,11
18,6144,20.0,246.0,95.0,179.0,525.0,7-4-0,11
19,4300,20.0,228.0,130.0,180.0,530.0,5-6-0,11
20,1164,20.0,204.0,145.0,180.0,520.0,6-5-0,11
21,4298,20.0,192.0,95.0,203.0,470.0,7-4-0,11
22,1828,19.0,169.0,90.0,147.0,450.0,5-6-0,11
23,5572,18.0,236.0,215.0,218.0,480.0,6-5-0,11
24,2723,18.0,218.0,90.0,133.0,515.0,6-5-0,11
25,5783,18.0,200.0,100.0,188.0,455.0,6-5-0,11
26,4522,18.0,178.0,100.0,311.0,425.0,5-6-0,11
27,5212,16.0,136.0,50.0,96.0,410.0,5-6-0,11
28,4635,15.0,232.0,105.0,121.0,490.0,5-6-0,11
29,4734,15.0,228.0,120.0,165.0,415.0,5-6-0,11
30,457,15.0,170.0,105.0,187.0,470.0,5-6-0,11
31,3043,15.0,115.0,55.0,169.0,370.0,5-6-0,11
32,5888,14.0,128.0,120.0,113.0,470.0,3-8-0,11
33,5866,13.0,170.0,85.0,121.0,450.0,3-8-0,11
34,4570,13.0,158.0,65.0,128.0,400.0,5-6-0,11
35,4301,13.0,156.0,85.0,109.0,455.0,3-8-0,11
36,1817,12.0,150.0,75.0,137.0,415.0,3-8-0,11
37,4852,10.0,140.0,60.0,72.0,410.0,3-8-0,11
38,4799,7.0,140.0,70.0,89.0,390.0,1-10-0,11
39,4717,7.0,140.0,50.0,110.0,355.0,2-9-0,11
40,3417,4.0,148.0,60.0,93.0,365.0,1-10-0,11
