Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2035,10,1,0,11,20.00,37.64,62
2,2551,9,2,0,11,18.00,41.45,80
3,2063,9,2,0,11,18.00,30.55,70
4,2122,8,2,1,11,17.00,33.09,60
5,2159,8,3,0,11,16.00,31.45,60
6,1323,8,3,0,11,16.00,30.91,80
7,766,7,4,0,11,14.00,42.18,90
8,1678,7,4,0,11,14.00,41.82,78
9,1388,7,4,0,11,14.00,36.73,70
10,1662,7,4,0,11,14.00,33.45,90
11,692,6,5,0,11,12.00,41.27,70
12,2144,6,5,0,11,12.00,40.00,66
13,1516,6,5,0,11,12.00,38.91,62
14,2390,6,5,0,11,12.00,36.00,62
15,2456,6,5,0,11,12.00,28.00,88
16,295,6,5,0,11,12.00,25.09,60
17,2633,5,6,0,11,10.00,39.09,62
18,2073,5,6,0,11,10.00,38.73,58
19,2623,5,6,0,11,10.00,32.18,62
20,701,5,6,0,11,10.00,31.82,88
21,115,5,6,0,11,10.00,28.73,60
22,675,5,6,0,11,10.00,26.73,60
23,1147,5,6,0,11,10.00,26.55,70
24,114,4,6,1,11,9.00,32.73,60
25,1351,4,6,1,11,9.00,25.27,60
26,997,4,7,0,11,8.00,41.82,80
27,2598,4,7,0,11,8.00,32.00,66
28,2156,4,7,0,11,8.00,31.82,58
29,2367,4,7,0,11,8.00,30.91,90
30,852,4,7,0,11,8.00,28.36,62
31,1072,4,7,0,11,8.00,28.18,68
32,2189,3,7,1,11,7.00,32.55,60
33,2085,3,7,1,11,7.00,32.00,62
34,841,3,7,1,11,7.00,25.82,52
35,1458,3,8,0,11,6.00,30.36,54
36,2135,3,8,0,11,6.00,24.18,52
37,2204,2,9,0,11,4.00,29.64,70
