2009nv_f1m1,frc3006,frc330,frc1197,frc1013,frc1622,frc987,84,64
2009nv_f1m2,frc3006,frc330,frc1197,frc987,frc1622,frc1013,62,72
2009nv_f1m3,frc1197,frc3006,frc330,frc1013,frc987,frc1622,54,70
2009nv_qf1m1,frc2339,frc254,frc1538,frc8,frc2061,frc2543,32,46
2009nv_qf1m2,frc2339,frc254,frc1538,frc2543,frc8,frc2061,59,44
2009nv_qf1m3,frc2339,frc1538,frc254,frc8,frc2543,frc2061,96,34
2009nv_qf2m1,frc330,frc3006,frc1197,frc973,frc687,frc1883,86,84
2009nv_qf2m2,frc330,frc3006,frc1197,frc687,frc1883,frc973,102,70
2009nv_qf3m1,frc3009,frc1266,frc1572,frc1540,frc1160,frc60,69,48
2009nv_qf3m2,frc1572,frc1266,frc3009,frc1160,frc1540,frc60,64,54
2009nv_qf4m1,frc1622,frc987,frc1013,frc585,frc294,frc980,66,62
2009nv_qf4m2,frc1622,frc987,frc1013,frc980,frc294,frc585,68,62
2009nv_qm1,frc2057,frc1266,frc362,frc2150,frc3011,frc2037,56,36
2009nv_qm10,frc987,frc1540,frc1160,frc2061,frc3011,frc1703,66,58
2009nv_qm11,frc973,frc294,frc989,frc330,frc2069,frc2984,60,85
2009nv_qm12,frc1631,frc254,frc1669,frc2037,frc1622,frc1724,92,76
2009nv_qm13,frc2034,frc1538,frc8,frc1883,frc2339,frc2485,76,40
2009nv_qm14,frc1197,frc2139,frc2150,frc522,frc980,frc2993,32,44
2009nv_qm15,frc2543,frc60,frc362,frc1013,frc1572,frc1266,34,48
2009nv_qm16,frc687,frc2520,frc585,frc1780,frc3021,frc473,76,36
2009nv_qm17,frc3011,frc2034,frc987,frc1631,frc989,frc3009,68,54
2009nv_qm18,frc973,frc2057,frc1160,frc522,frc1622,frc1883,56,40
2009nv_qm19,frc2061,frc254,frc2150,frc2984,frc1548,frc60,76,53
2009nv_qm2,frc3021,frc2484,frc987,frc1883,frc2139,frc2061,74,35
2009nv_qm20,frc1780,frc1572,frc687,frc2037,frc2139,frc1266,83,46
2009nv_qm21,frc1703,frc988,frc8,frc2520,frc362,frc294,32,20
2009nv_qm22,frc1724,frc2069,frc3021,frc2543,frc2339,frc2993,34,63
2009nv_qm23,frc980,frc473,frc1669,frc1538,frc1540,frc3006,37,80
2009nv_qm24,frc585,frc1197,frc1013,frc2484,frc330,frc2485,68,60
2009nv_qm25,frc294,frc3009,frc1160,frc1780,frc254,frc1266,48,88
2009nv_qm26,frc2057,frc60,frc2069,frc1703,frc2139,frc2520,22,61
2009nv_qm27,frc2993,frc2150,frc1669,frc8,frc1631,frc687,48,84
2009nv_qm28,frc585,frc2485,frc988,frc987,frc989,frc980,47,72
2009nv_qm29,frc1538,frc3021,frc2543,frc362,frc3011,frc1548,84,32
2009nv_qm3,frc3009,frc60,frc687,frc294,frc1540,frc1197,72,54
2009nv_qm30,frc1724,frc522,frc330,frc3006,frc2037,frc1883,22,70
2009nv_qm31,frc1540,frc2339,frc1622,frc2984,frc1013,frc2484,81,61
2009nv_qm32,frc2061,frc973,frc473,frc2034,frc1572,frc1197,80,54
2009nv_qm33,frc989,frc1538,frc585,frc2993,frc254,frc1160,38,42
2009nv_qm34,frc2069,frc980,frc3011,frc1780,frc330,frc8,36,64
2009nv_qm35,frc2485,frc2543,frc3009,frc1703,frc522,frc2150,57,22
2009nv_qm36,frc3006,frc362,frc2034,frc687,frc1622,frc2139,24,34
2009nv_qm37,frc1540,frc1572,frc1724,frc294,frc2057,frc988,54,44
2009nv_qm38,frc2520,frc2037,frc1013,frc2061,frc987,frc1197,28,50
2009nv_qm39,frc1548,frc1883,frc1631,frc473,frc60,frc2339,8,50
2009nv_qm4,frc1538,frc1160,frc1013,frc2069,frc988,frc2034,70,26
2009nv_qm40,frc1266,frc1669,frc2484,frc2984,frc3021,frc973,62,40
2009nv_qm41,frc330,frc980,frc254,frc2034,frc2057,frc1703,94,26
2009nv_qm42,frc1540,frc8,frc2520,frc2037,frc2543,frc585,26,71
2009nv_qm43,frc2069,frc1622,frc1197,frc1548,frc987,frc1572,72,60
2009nv_qm44,frc1013,frc294,frc2150,frc3006,frc1669,frc973,48,80
2009nv_qm45,frc2484,frc60,frc1883,frc3011,frc2993,frc3009,24,30
2009nv_qm46,frc2485,frc1724,frc2984,frc473,frc362,frc1160,2,34
2009nv_qm47,frc2139,frc989,frc1780,frc2339,frc1538,frc1266,28,68
2009nv_qm48,frc988,frc1631,frc522,frc3021,frc687,frc2061,34,62
2009nv_qm49,frc1883,frc1703,frc1572,frc3006,frc585,frc2150,42,48
2009nv_qm5,frc2520,frc3006,frc330,frc254,frc1548,frc2339,60,80
2009nv_qm50,frc1669,frc987,frc330,frc973,frc2034,frc60,74,54
2009nv_qm51,frc980,frc2037,frc2485,frc1548,frc2993,frc294,42,64
2009nv_qm52,frc3021,frc522,frc254,frc1540,frc2069,frc1013,58,50
2009nv_qm53,frc1780,frc1631,frc1160,frc2484,frc362,frc8,18,26
2009nv_qm54,frc1622,frc3009,frc1266,frc1538,frc2520,frc1724,76,26
2009nv_qm55,frc2339,frc989,frc2061,frc687,frc2057,frc2543,32,50
2009nv_qm56,frc2139,frc988,frc3011,frc2984,frc1197,frc473,30,54
2009nv_qm57,frc330,frc973,frc1572,frc254,frc8,frc2485,76,52
2009nv_qm58,frc1540,frc2993,frc1703,frc1266,frc2034,frc1548,32,46
2009nv_qm59,frc3021,frc3006,frc60,frc2037,frc1160,frc989,70,38
2009nv_qm6,frc2984,frc989,frc1703,frc1572,frc522,frc8,52,46
2009nv_qm60,frc2984,frc1538,frc1631,frc2057,frc1197,frc2520,72,46
2009nv_qm61,frc585,frc2061,frc362,frc1669,frc2069,frc3009,79,59
2009nv_qm62,frc1780,frc2150,frc2339,frc988,frc987,frc1724,67,104
2009nv_qm63,frc3011,frc1883,frc687,frc980,frc1013,frc1622,54,74
2009nv_qm64,frc473,frc2139,frc2484,frc522,frc294,frc2543,14,55
2009nv_qm65,frc2485,frc1266,frc3006,frc1631,frc2061,frc2069,92,38
2009nv_qm66,frc362,frc2993,frc987,frc1540,frc330,frc2057,42,70
2009nv_qm67,frc2339,frc2520,frc980,frc1160,frc3011,frc1572,44,71
2009nv_qm68,frc1724,frc3009,frc1548,frc2139,frc1013,frc8,44,36
2009nv_qm69,frc687,frc1703,frc2037,frc973,frc1538,frc2484,24,86
2009nv_qm7,frc1631,frc1724,frc2543,frc585,frc973,frc980,60,103
2009nv_qm70,frc522,frc2034,frc2984,frc585,frc1780,frc60,63,36
2009nv_qm71,frc1197,frc254,frc988,frc1669,frc1883,frc2543,76,59
2009nv_qm72,frc473,frc294,frc1622,frc3021,frc989,frc2150,60,18
2009nv_qm8,frc2485,frc473,frc2993,frc1669,frc1622,frc1780,60,78
2009nv_qm9,frc2057,frc1548,frc3006,frc2484,frc988,frc3009,70,36
2009nv_sf1m1,frc254,frc1538,frc2339,frc3006,frc1197,frc330,96,62
2009nv_sf1m2,frc2339,frc1538,frc254,frc330,frc3006,frc1197,74,78
2009nv_sf1m3,frc1538,frc2339,frc254,frc3006,frc1197,frc330,56,80
2009nv_sf2m1,frc1266,frc3009,frc1572,frc1013,frc1622,frc987,58,98
2009nv_sf2m2,frc1572,frc1266,frc3009,frc1622,frc1013,frc987,60,90
