Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,254,8,1,0,9,16.00,53.55,94
2,1266,8,1,0,9,16.00,38.66,92
3,1622,7,2,0,9,14.00,49.88,81
4,987,7,2,0,9,14.00,49.44,104
5,3006,7,2,0,9,14.00,40.55,92
6,687,7,2,0,9,14.00,39.11,84
7,1538,7,2,0,9,14.00,38.55,86
8,973,6,3,0,9,12.00,50.22,103
9,330,6,3,0,9,12.00,46.88,94
10,585,6,3,0,9,12.00,46.00,103
11,1160,6,3,0,9,12.00,40.22,71
12,2543,6,3,0,9,12.00,38.11,84
13,1669,5,4,0,9,10.00,53.44,92
14,1540,5,4,0,9,10.00,48.22,81
15,1197,5,4,0,9,10.00,47.00,76
16,1572,5,4,0,9,10.00,46.88,83
17,980,5,4,0,9,10.00,45.33,103
18,2339,5,4,0,9,10.00,44.88,81
19,2061,5,4,0,9,10.00,44.55,80
20,2993,5,4,0,9,10.00,42.44,64
21,2984,5,4,0,9,10.00,41.55,85
22,1548,5,4,0,9,10.00,39.88,80
23,8,5,4,0,9,10.00,39.11,84
24,2057,5,4,0,9,10.00,37.11,70
25,473,5,4,0,9,10.00,36.55,80
26,3021,5,4,0,9,10.00,35.22,84
27,1013,4,5,0,9,8.00,45.22,74
28,1780,4,5,0,9,8.00,41.66,88
29,3009,4,4,0,8,8.00,39.22,76
30,2034,4,5,0,9,8.00,38.44,76
31,2484,4,5,0,9,8.00,36.88,86
32,362,4,5,0,9,8.00,35.22,79
33,522,4,4,0,8,8.00,33.77,63
34,988,3,6,0,9,6.00,43.66,104
35,1631,3,6,0,9,6.00,42.44,92
36,3011,3,6,0,9,6.00,42.00,71
37,294,3,6,0,9,6.00,40.88,64
38,1724,3,6,0,9,6.00,40.77,104
39,60,3,6,0,9,6.00,38.11,72
40,1703,3,6,0,9,6.00,35.77,61
41,2069,2,7,0,9,4.00,42.77,85
42,2150,2,7,0,9,4.00,41.77,76
43,2485,2,7,0,9,4.00,41.44,92
44,989,2,7,0,9,4.00,40.11,72
45,2037,2,7,0,9,4.00,38.66,76
46,2520,2,7,0,9,4.00,34.22,76
47,2139,2,7,0,9,4.00,29.66,61
48,1883,1,8,0,9,2.00,36.00,70
