Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1817,22.00,400.00,551.00,110.00,422.00,11-1-0,0,12
2,3741,20.00,230.00,482.00,180.00,192.00,10-2-0,0,12
3,1164,18.00,250.00,370.00,140.00,223.00,9-3-0,0,12
4,2468,18.00,230.00,405.00,260.00,319.00,9-3-0,0,12
5,3626,18.00,220.00,308.00,110.00,287.00,9-3-0,0,12
6,4587,18.00,150.00,399.00,110.00,217.00,9-3-0,0,12
7,2657,18.00,80.00,362.00,90.00,388.00,9-3-0,0,12
8,2439,16.00,190.00,332.00,150.00,502.00,8-4-0,0,12
9,192,16.00,160.00,462.00,140.00,282.00,8-4-0,0,12
10,4153,16.00,130.00,445.00,220.00,327.00,8-4-0,0,12
11,4694,16.00,130.00,426.00,160.00,351.00,8-4-0,0,12
12,1429,14.00,180.00,448.00,130.00,209.00,7-5-0,0,12
13,3507,14.00,150.00,326.00,120.00,116.00,7-5-0,0,12
14,5302,14.00,120.00,211.00,140.00,611.00,7-5-0,0,12
15,4063,14.00,100.00,451.00,150.00,221.00,7-5-0,0,12
16,2613,14.00,90.00,276.00,120.00,483.00,7-5-0,0,12
17,2972,14.00,70.00,296.00,110.00,490.00,7-5-0,0,12
18,4301,14.00,70.00,291.00,80.00,281.00,7-5-0,0,12
19,2461,14.00,40.00,237.00,50.00,301.00,7-5-0,0,12
20,2773,12.00,190.00,421.00,100.00,243.00,6-6-0,0,12
21,245,12.00,180.00,365.00,180.00,240.00,6-6-0,0,12
22,3497,12.00,70.00,300.00,80.00,525.00,6-6-0,0,12
23,1801,12.00,60.00,211.00,50.00,509.00,6-6-0,0,12
24,5047,10.00,140.00,318.00,120.00,287.00,5-7-0,0,12
25,3931,10.00,100.00,207.00,150.00,343.00,5-7-0,0,12
26,4183,10.00,90.00,268.00,140.00,361.00,5-7-0,0,12
27,2914,10.00,90.00,200.00,60.00,493.00,5-7-0,0,12
28,5320,10.00,80.00,249.00,60.00,328.00,5-7-0,0,12
29,4717,10.00,70.00,211.00,60.00,417.00,5-6-0,1,12
30,4852,8.00,140.00,248.00,100.00,271.00,4-8-0,0,12
31,3417,8.00,130.00,281.00,60.00,232.00,4-8-0,0,12
32,2965,8.00,110.00,314.00,90.00,244.00,4-8-0,0,12
33,5304,8.00,100.00,251.00,100.00,363.00,4-8-0,0,12
34,4298,8.00,80.00,284.00,90.00,128.00,4-8-0,0,12
35,4734,8.00,80.00,280.00,90.00,225.00,4-8-0,0,12
36,4853,8.00,60.00,291.00,120.00,433.00,4-8-0,0,12
37,4102,8.00,20.00,279.00,80.00,326.00,4-8-0,0,12
38,4798,6.00,70.00,254.00,30.00,359.00,3-9-0,0,12
39,4799,6.00,60.00,212.00,90.00,281.00,3-9-0,0,12
40,4570,6.00,40.00,197.00,90.00,267.00,3-9-0,0,12
41,5301,4.00,90.00,218.00,70.00,224.00,2-10-0,0,12
42,4206,2.00,40.00,208.00,70.00,126.00,1-11-0,0,12
