Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,3245,20.00,302.00,190.00,409.00,10-1-0,0,11
2,1717,18.00,500.00,170.00,656.00,9-2-0,0,11
3,2403,18.00,280.00,310.00,313.00,9-2-0,0,11
4,2844,18.00,252.00,230.00,314.00,9-2-0,0,11
5,3309,18.00,212.00,330.00,313.00,9-2-0,0,11
6,3187,16.00,282.00,210.00,229.00,8-3-0,0,11
7,4146,16.00,206.00,310.00,282.00,8-3-0,0,11
8,987,14.00,328.00,210.00,631.00,7-4-0,0,11
9,2984,14.00,268.00,180.00,342.00,7-4-0,0,11
10,3965,14.00,260.00,220.00,248.00,7-4-0,0,11
11,3473,14.00,260.00,140.00,431.00,7-4-0,0,11
12,4183,14.00,240.00,230.00,395.00,7-4-0,0,11
13,4792,14.00,212.00,210.00,189.00,7-4-0,0,11
14,4800,14.00,186.00,240.00,248.00,7-4-0,0,11
15,330,14.00,164.00,230.00,393.00,7-4-0,0,11
16,2034,12.00,320.00,180.00,411.00,6-5-0,0,11
17,2339,12.00,276.00,160.00,415.00,6-5-0,0,11
18,1165,12.00,198.00,300.00,216.00,6-5-0,0,11
19,3011,12.00,184.00,150.00,238.00,6-5-0,0,11
20,1780,12.00,178.00,110.00,341.00,6-5-0,0,11
21,2375,12.00,174.00,190.00,263.00,6-5-0,0,11
22,3120,12.00,172.00,170.00,321.00,6-5-0,0,11
23,3019,12.00,132.00,170.00,264.00,6-5-0,0,11
24,341,10.00,256.00,170.00,328.00,5-6-0,0,11
25,3366,10.00,218.00,160.00,280.00,5-6-0,0,11
26,25,10.00,186.00,230.00,297.00,5-6-0,0,11
27,4276,10.00,180.00,150.00,232.00,5-6-0,0,11
28,988,10.00,160.00,180.00,269.00,5-6-0,0,11
29,1280,10.00,150.00,140.00,199.00,5-6-0,0,11
30,2429,10.00,136.00,220.00,224.00,5-6-0,0,11
31,2037,10.00,134.00,100.00,206.00,5-6-0,0,11
32,3288,8.00,314.00,90.00,386.00,4-7-0,0,11
33,4735,8.00,190.00,130.00,268.00,4-7-0,0,11
34,3009,8.00,184.00,200.00,178.00,4-7-0,0,11
35,3510,8.00,170.00,120.00,291.00,4-6-0,1,11
36,60,8.00,166.00,190.00,237.00,4-7-0,0,11
37,585,8.00,166.00,160.00,190.00,4-7-0,0,11
38,1661,8.00,160.00,100.00,134.00,4-7-0,0,11
39,4366,6.00,160.00,150.00,178.00,3-7-0,1,11
40,1703,6.00,158.00,120.00,123.00,3-8-0,0,11
41,1631,6.00,132.00,160.00,181.00,3-8-0,0,11
42,4036,6.00,132.00,80.00,234.00,3-7-0,1,11
43,2520,6.00,124.00,160.00,127.00,3-8-0,0,11
44,4403,4.00,216.00,140.00,192.00,2-9-0,0,11
45,597,4.00,174.00,220.00,191.00,2-9-0,0,11
46,4782,4.00,92.00,110.00,183.00,2-9-0,0,11
47,3716,2.00,110.00,150.00,140.00,1-10-0,0,11
