Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1126,30.0,190.0,135.0,106.0,505.0,9-1-0,10
2,3260,27.0,179.0,105.0,120.0,520.0,8-2-0,10
3,1023,26.0,224.0,130.0,166.0,525.0,8-1-1,10
4,3015,26.0,169.0,165.0,135.0,485.0,7-3-0,10
5,3954,25.0,232.0,130.0,130.0,530.0,7-1-2,10
6,2053,25.0,230.0,155.0,106.0,530.0,9-1-0,10
7,144,25.0,220.0,160.0,107.0,535.0,6-2-2,10
8,5811,23.0,198.0,105.0,108.0,525.0,6-3-1,10
9,5406,23.0,154.0,110.0,124.0,535.0,6-4-0,10
10,5740,22.0,152.0,155.0,82.0,490.0,6-3-1,10
11,2544,21.0,228.0,110.0,74.0,535.0,6-4-0,10
12,48,21.0,224.0,120.0,179.0,485.0,7-2-1,10
13,4283,21.0,222.0,120.0,79.0,535.0,6-3-1,10
14,4050,21.0,214.0,105.0,76.0,545.0,5-3-2,10
15,4150,20.0,194.0,125.0,94.0,510.0,6-4-0,10
16,4467,20.0,180.0,95.0,110.0,515.0,5-3-2,10
17,128,20.0,169.0,115.0,90.0,445.0,7-3-0,10
18,695,19.0,220.0,105.0,85.0,490.0,5-3-2,10
19,4269,19.0,208.0,135.0,85.0,490.0,5-3-2,10
20,378,19.0,196.0,105.0,64.0,505.0,5-4-1,10
21,2614,19.0,194.0,105.0,137.0,460.0,6-4-0,10
22,3511,19.0,168.0,105.0,60.0,420.0,6-4-0,10
23,156,19.0,160.0,115.0,55.0,500.0,5-5-0,10
24,3504,19.0,146.0,120.0,117.0,495.0,4-5-1,10
25,340,18.0,160.0,65.0,98.0,460.0,5-5-0,10
26,1787,17.0,206.0,120.0,60.0,560.0,4-6-0,10
27,291,17.0,204.0,125.0,77.0,480.0,5-4-1,10
28,3957,17.0,170.0,145.0,76.0,460.0,5-5-0,10
29,3138,17.0,160.0,115.0,108.0,475.0,5-5-0,10
30,2656,17.0,150.0,130.0,69.0,460.0,5-5-0,10
31,4991,16.0,211.0,90.0,172.0,490.0,5-5-0,10
32,1507,16.0,210.0,150.0,89.0,480.0,5-5-0,10
33,4547,16.0,200.0,90.0,78.0,475.0,4-6-0,10
34,1308,16.0,194.0,125.0,49.0,500.0,4-6-0,10
35,4049,16.0,164.0,125.0,105.0,450.0,4-6-0,10
36,1559,16.0,162.0,125.0,106.0,490.0,5-5-0,10
37,1743,15.0,156.0,130.0,52.0,480.0,3-6-1,10
38,6054,14.0,243.0,115.0,112.0,495.0,4-6-0,10
39,4027,14.0,196.0,110.0,54.0,490.0,3-6-1,10
40,2051,14.0,184.0,95.0,102.0,450.0,4-6-0,10
41,3955,14.0,156.0,110.0,89.0,435.0,4-6-0,10
42,4031,13.0,160.0,80.0,54.0,455.0,4-6-0,10
43,1708,11.0,112.0,90.0,54.0,415.0,2-7-1,10
44,3181,11.0,112.0,80.0,58.0,430.0,3-7-0,10
45,4615,10.0,172.0,110.0,45.0,440.0,2-7-1,10
46,3193,10.0,170.0,80.0,51.0,470.0,2-8-0,10
47,3062,10.0,159.0,85.0,45.0,440.0,2-8-0,10
48,337,9.0,202.0,120.0,69.0,450.0,3-7-0,10
49,117,9.0,137.0,95.0,65.0,370.0,3-7-0,10
50,6143,7.0,166.0,70.0,45.0,435.0,1-9-0,10
51,2641,7.0,120.0,70.0,33.0,395.0,1-9-0,10
52,3201,6.0,182.0,90.0,53.0,430.0,1-9-0,10
