Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,836,7,1,0,8,14.00,38.50,76
2,614,7,1,0,8,14.00,34.25,60
3,1111,7,1,0,8,14.00,32.00,74
4,1027,7,1,0,8,14.00,27.25,84
5,2377,6,1,1,8,13.00,27.75,54
6,768,6,2,0,8,12.00,39.75,98
7,224,6,2,0,8,12.00,37.75,50
8,1218,6,2,0,8,12.00,35.00,84
9,2234,6,2,0,8,12.00,32.75,58
10,1418,6,2,0,8,12.00,32.00,84
11,341,6,2,0,8,12.00,30.25,98
12,1629,6,2,0,8,12.00,29.75,74
13,293,5,3,0,8,10.00,39.75,98
14,339,5,3,0,8,10.00,37.25,74
15,75,5,3,0,8,10.00,35.50,76
16,88,5,3,0,8,10.00,35.25,76
17,484,5,3,0,8,10.00,33.00,54
18,869,5,3,0,8,10.00,30.75,54
19,1719,5,3,0,8,10.00,28.00,66
20,204,5,3,0,8,10.00,27.75,84
21,11,5,3,0,8,10.00,27.50,68
22,1933,5,3,0,8,10.00,26.50,38
23,53,5,3,0,8,10.00,23.50,58
24,2537,4,3,1,8,9.00,32.50,66
25,1893,4,3,1,8,9.00,28.50,58
26,1626,4,3,1,8,9.00,27.00,54
27,1284,4,4,0,8,8.00,38.25,74
28,134,4,4,0,8,8.00,35.00,68
29,2199,4,4,0,8,8.00,35.00,60
30,686,4,4,0,8,8.00,33.25,54
31,1656,4,4,0,8,8.00,30.50,68
32,1895,4,4,0,8,8.00,29.75,74
33,7,4,4,0,8,8.00,28.50,68
34,2546,4,4,0,8,8.00,26.50,40
35,2534,4,4,0,8,8.00,25.50,52
36,709,4,4,0,8,8.00,24.25,68
37,2528,4,4,0,8,8.00,23.25,44
38,1900,3,4,1,8,7.00,31.00,56
39,1748,3,5,0,8,6.00,34.25,84
40,1168,3,5,0,8,6.00,30.75,56
41,449,3,5,0,8,6.00,28.75,68
42,2448,3,5,0,8,6.00,28.50,38
43,2016,3,5,0,8,6.00,26.00,54
44,2536,3,5,0,8,6.00,23.50,50
45,1727,3,5,0,8,6.00,22.75,46
46,1618,3,5,0,8,6.00,21.50,46
47,2120,3,5,0,8,6.00,20.50,44
48,1980,2,6,0,8,4.00,30.25,62
49,1886,2,6,0,8,4.00,30.00,58
50,359,2,6,0,8,4.00,28.50,72
51,888,2,6,0,8,4.00,25.50,68
52,615,2,6,0,8,4.00,25.50,48
53,203,2,6,0,8,4.00,19.75,58
54,1915,2,6,0,8,4.00,18.00,52
55,1195,2,6,0,8,4.00,17.00,74
56,2132,1,6,1,8,3.00,25.00,54
57,1389,1,7,0,8,2.00,27.00,68
58,1820,1,7,0,8,2.00,22.75,42
59,1894,1,6,0,7,2.00,19.75,38
60,1904,0,7,0,7,0.00,22.50,54
