Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1986,20.00,384.00,230.00,600.00,10-0-0,0,10
2,1939,18.00,310.00,160.00,470.00,9-1-0,0,10
3,1775,18.00,268.00,140.00,395.00,9-1-0,0,10
4,1730,18.00,264.00,140.00,308.00,9-1-0,0,10
5,1806,18.00,174.00,160.00,553.00,9-1-0,0,10
6,3528,16.00,280.00,110.00,211.00,8-2-0,0,10
7,1625,16.00,214.00,100.00,425.00,8-2-0,0,10
8,935,16.00,154.00,240.00,312.00,8-2-0,0,10
9,3928,14.00,302.00,180.00,305.00,7-3-0,0,10
10,2357,14.00,224.00,180.00,151.00,7-3-0,0,10
11,2346,14.00,204.00,110.00,179.00,7-3-0,0,10
12,1982,14.00,184.00,100.00,169.00,7-2-0,1,10
13,2353,14.00,156.00,130.00,216.00,7-3-0,0,10
14,2996,12.00,274.00,160.00,367.00,6-4-0,0,10
15,967,12.00,252.00,130.00,406.00,6-4-0,0,10
16,2345,12.00,216.00,180.00,184.00,6-4-0,0,10
17,1825,12.00,210.00,160.00,363.00,6-4-0,0,10
18,2457,12.00,202.00,60.00,247.00,6-4-0,0,10
19,2335,12.00,178.00,100.00,293.00,6-4-0,0,10
20,1737,12.00,152.00,110.00,248.00,6-4-0,0,10
21,4455,12.00,150.00,70.00,230.00,6-4-0,0,10
22,1987,10.00,242.00,80.00,204.00,5-5-0,0,10
23,3485,10.00,224.00,60.00,197.00,5-5-0,0,10
24,3784,10.00,202.00,130.00,197.00,5-4-0,1,10
25,1710,10.00,176.00,90.00,160.00,5-5-0,0,10
26,1764,10.00,172.00,170.00,179.00,5-5-0,0,10
27,2164,10.00,170.00,110.00,265.00,5-5-0,0,10
28,4809,10.00,144.00,120.00,232.00,5-5-0,0,10
29,2359,10.00,138.00,340.00,217.00,5-5-0,0,10
30,1810,10.00,130.00,210.00,175.00,5-5-0,0,10
31,1763,10.00,100.00,300.00,127.00,5-5-0,0,10
32,4522,8.00,170.00,160.00,272.00,4-6-0,0,10
33,2560,8.00,158.00,110.00,240.00,4-6-0,0,10
34,2001,8.00,144.00,140.00,96.00,4-6-0,0,10
35,2410,8.00,124.00,110.00,118.00,4-6-0,0,10
36,1984,8.00,122.00,90.00,215.00,4-5-0,1,10
37,938,8.00,102.00,90.00,139.00,4-6-0,0,10
38,1769,6.00,210.00,40.00,300.00,3-7-0,0,10
39,1785,6.00,196.00,120.00,346.00,3-7-0,0,10
40,2945,6.00,174.00,130.00,258.00,3-7-0,0,10
41,1847,6.00,172.00,60.00,160.00,3-7-0,0,10
42,662,6.00,170.00,80.00,265.00,3-7-0,0,10
43,1997,6.00,152.00,150.00,284.00,3-7-0,0,10
44,2004,6.00,142.00,120.00,121.00,3-7-0,0,10
45,2451,6.00,136.00,90.00,216.00,3-7-0,0,10
46,1777,6.00,132.00,70.00,248.00,3-7-0,0,10
47,1827,6.00,130.00,70.00,116.00,3-7-0,0,10
48,937,6.00,124.00,110.00,127.00,3-7-0,0,10
49,2167,6.00,104.00,60.00,134.00,3-6-0,1,10
50,1723,6.00,86.00,180.00,156.00,3-7-0,0,10
51,2874,4.00,142.00,60.00,158.00,2-8-0,0,10
52,1994,4.00,122.00,70.00,89.00,2-8-0,0,10
53,3973,4.00,120.00,80.00,212.00,2-7-0,1,10
54,1209,4.00,120.00,60.00,144.00,2-8-0,0,10
55,1802,2.00,84.00,90.00,122.00,1-9-0,0,10
