Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1403,36.00,157.00,70.00,169.00,18,9-3-0,0,12
2,11,36.00,67.00,110.00,154.00,20,8-4-0,0,12
3,25,34.00,167.00,120.00,300.00,12,11-1-0,0,12
4,56,34.00,75.00,110.00,151.00,16,9-3-0,0,12
5,103,32.00,136.00,80.00,223.00,13,9-2-1,0,12
6,3637,32.00,50.00,70.00,76.00,18,7-5-0,0,12
7,1676,29.00,134.00,80.00,227.00,14,7-4-1,0,12
8,3314,29.00,91.00,70.00,106.00,15,7-5-0,0,12
9,222,28.00,127.00,120.00,194.00,10,9-3-0,0,12
10,714,28.00,121.00,80.00,130.00,16,6-6-0,0,12
11,75,28.00,88.00,70.00,142.00,10,9-3-0,0,12
12,204,27.00,98.00,40.00,140.00,12,7-4-1,0,12
13,1279,27.00,74.00,90.00,183.00,8,9-2-1,0,12
14,303,26.00,85.00,90.00,80.00,12,7-5-0,0,12
15,555,25.00,73.00,100.00,152.00,8,8-3-1,0,12
16,2577,25.00,47.00,70.00,108.00,11,7-5-0,0,12
17,1367,24.00,73.00,100.00,65.00,12,6-6-0,0,12
18,1672,24.00,45.00,60.00,81.00,10,6-4-2,0,12
19,102,23.00,85.00,60.00,117.00,11,6-6-0,0,12
20,1302,23.00,83.00,70.00,130.00,6,8-3-1,0,12
21,1923,22.00,119.00,40.00,121.00,12,5-7-0,0,12
22,1228,22.00,87.00,70.00,127.00,11,5-5-1,1,12
23,2458,22.00,60.00,70.00,91.00,8,7-5-0,0,12
24,3340,21.00,87.00,60.00,72.00,11,5-7-0,0,12
25,2600,20.00,79.00,40.00,102.00,10,5-7-0,0,12
26,1257,19.00,71.00,70.00,92.00,10,4-7-1,0,12
27,896,18.00,88.00,60.00,132.00,8,5-7-0,0,12
28,41,18.00,86.00,60.00,106.00,10,4-8-0,0,12
29,752,18.00,60.00,40.00,45.00,9,4-6-1,1,12
30,1989,18.00,23.00,50.00,92.00,10,4-8-0,0,12
31,613,17.00,56.00,30.00,76.00,12,2-9-1,0,12
32,1881,15.00,77.00,30.00,94.00,10,2-9-1,0,12
33,4035,14.00,90.00,10.00,85.00,8,3-9-0,0,12
34,3929,14.00,76.00,90.00,78.00,8,3-9-0,0,12
35,3515,14.00,74.00,20.00,132.00,6,4-8-0,0,12
36,4281,14.00,72.00,30.00,54.00,10,2-10-0,0,12
37,4347,14.00,65.00,40.00,80.00,10,2-10-0,0,12
38,3142,14.00,52.00,90.00,78.00,4,4-6-2,0,12
39,2554,13.00,76.00,50.00,97.00,7,3-9-0,0,12
40,4285,13.00,66.00,80.00,92.00,2,5-6-1,0,12
41,219,11.00,92.00,60.00,74.00,1,4-6-2,0,12
42,4361,11.00,59.00,40.00,57.00,3,4-8-0,0,12
