2018migay_0,District Chairman's Award,frc226,
2018migay_1,District Event Winner,frc5114,
2018migay_1,District Event Winner,frc3767,
2018migay_1,District Event Winner,frc5560,
2018migay_10,Rookie All Star Award,frc7084,
2018migay_11,Gracious Professionalism Award sponsored by Johnson & Johnson,frc5534,
2018migay_13,Judges' Award,frc5878,
2018migay_14,Highest Rookie Seed,frc7084,
2018migay_15,Rookie Inspiration Award sponsored by National Instruments,frc7244,
2018migay_16,Industrial Design Award sponsored by General Motors,frc3767,
2018migay_17,Quality Award sponsored by Motorola Solutions Foundation,frc4237,
2018migay_18,Safety Award sponsored by Underwriters Laboratories,frc4237,
2018migay_2,District Event Finalist,frc226,
2018migay_2,District Event Finalist,frc1711,
2018migay_2,District Event Finalist,frc5314,
2018migay_20,Creativity Award sponsored by Xerox,frc5114,
2018migay_21,Excellence in Engineering Award sponsored by Delphi,frc862,
2018migay_22,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,frc3618,
2018migay_27,Imagery Award in honor of Jack Kamen,frc4376,
2018migay_29,Innovation in Control Award sponsored by Rockwell Automation,frc5234,
2018migay_30,Team Spirit Award sponsored by FCA Foundation,frc5509,
2018migay_9,District Engineering Inspiration Award,frc1711,
