Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,772,21.00,93.00,50.00,70.00,4,8-0-1,0,9
2,538,18.00,39.00,40.00,103.00,2,8-1-0,0,9
3,2386,17.00,53.00,90.00,52.00,2,7-1-1,0,9
4,2393,16.00,98.00,60.00,41.00,0,8-1-0,0,9
5,3675,16.00,76.00,40.00,38.00,4,5-2-2,0,9
6,1501,16.00,52.00,60.00,72.00,2,7-2-0,0,9
7,292,16.00,51.00,20.00,44.00,5,5-3-1,0,9
8,2856,15.00,32.00,50.00,29.00,4,5-3-1,0,9
9,3516,15.00,31.00,30.00,22.00,4,5-3-1,0,9
10,4306,15.00,26.00,10.00,32.00,6,4-4-1,0,9
11,4092,14.00,81.00,80.00,31.00,2,5-2-2,0,9
12,1038,14.00,76.00,10.00,27.00,4,4-3-2,0,9
13,1261,14.00,50.00,60.00,51.00,2,6-3-0,0,9
14,3972,14.00,44.00,30.00,28.00,0,7-2-0,0,9
15,2751,14.00,38.00,110.00,13.00,2,6-3-0,0,9
16,3259,14.00,29.00,50.00,22.00,6,4-5-0,0,9
17,4098,14.00,21.00,60.00,46.00,2,6-3-0,0,9
18,234,13.00,64.00,50.00,94.00,0,6-2-1,0,9
19,447,13.00,47.00,10.00,95.00,2,5-3-1,0,9
20,2783,13.00,38.00,20.00,13.00,4,4-4-1,0,9
21,4265,13.00,26.00,30.00,58.00,4,4-4-1,0,9
22,3861,12.00,25.00,10.00,52.00,2,5-4-0,0,9
23,4020,12.00,10.00,30.00,38.00,2,5-4-0,0,9
24,3844,11.00,56.00,20.00,43.00,0,5-3-1,0,9
25,2200,11.00,29.00,30.00,33.00,3,4-5-0,0,9
26,3966,11.00,20.00,0,30.00,4,3-5-1,0,9
27,2483,11.00,11.00,20.00,1.00,4,3-5-1,0,9
28,3843,10.00,44.00,30.00,35.00,2,4-5-0,0,9
29,3961,10.00,36.00,10.00,30.00,4,3-6-0,0,9
30,2973,10.00,32.00,30.00,57.00,2,4-5-0,0,9
31,547,10.00,28.00,40.00,54.00,0,5-4-0,0,9
32,4245,10.00,28.00,0,17.00,4,3-6-0,0,9
33,3824,10.00,23.00,10.00,16.00,0,5-4-0,0,9
34,3140,10.00,22.00,20.00,44.00,2,4-5-0,0,9
35,2817,10.00,22.00,10.00,33.00,2,4-4-0,1,9
36,3227,10.00,11.00,10.00,31.00,3,3-5-1,0,9
37,3783,9.00,29.00,40.00,22.00,0,4-4-1,0,9
38,415,9.00,28.00,20.00,12.00,0,4-4-1,0,9
39,451,9.00,24.00,40.00,40.00,4,2-6-1,0,9
40,3856,9.00,6.00,40.00,29.00,0,4-4-1,0,9
41,337,8.00,61.00,60.00,24.00,0,4-5-0,0,9
42,2190,8.00,45.00,20.00,9.00,1,3-5-1,0,9
43,3984,8.00,30.00,30.00,55.00,0,4-5-0,0,9
44,3821,8.00,18.00,10.00,32.00,2,3-6-0,0,9
45,4396,8.00,11.00,40.00,35.00,2,3-6-0,0,9
46,1466,7.00,29.00,0,19.00,4,1-7-1,0,9
47,1319,6.00,35.00,10.00,44.00,0,3-6-0,0,9
48,4025,6.00,30.00,10.00,11.00,1,2-6-1,0,9
49,3116,6.00,24.00,40.00,16.00,0,3-5-0,1,9
50,3797,6.00,21.00,10.00,21.00,2,2-7-0,0,9
51,1249,5.00,12.00,20.00,62.00,0,2-6-1,0,9
52,442,4.00,32.00,20.00,29.00,0,2-7-0,0,9
53,462,4.00,19.00,0,7.00,3,0-6-1,2,9
54,4264,3.00,34.00,10.00,36.00,0,1-7-1,0,9
