Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2363,37.0,221.0,215.0,160.0,615.0,12-0-0,12
2,1885,37.0,192.0,120.0,161.0,610.0,12-0-0,12
3,1610,30.0,229.0,155.0,124.0,625.0,9-3-0,12
4,5546,28.0,264.0,230.0,38.0,645.0,9-3-0,12
5,1137,28.0,208.0,125.0,72.0,570.0,8-4-0,12
6,449,26.0,242.0,90.0,59.0,630.0,8-4-0,12
7,3072,26.0,218.0,130.0,50.0,645.0,7-5-0,12
8,1262,25.0,234.0,150.0,134.0,585.0,7-5-0,12
9,122,25.0,189.0,140.0,175.0,575.0,7-5-0,12
10,3258,25.0,184.0,145.0,83.0,580.0,8-4-0,12
11,1829,24.0,209.0,120.0,68.0,530.0,7-4-0,12
12,2028,23.0,208.0,100.0,52.0,620.0,6-6-0,12
13,1413,22.0,230.0,140.0,52.0,590.0,8-4-0,12
14,3389,21.0,247.0,180.0,57.0,600.0,6-6-0,12
15,6189,20.0,122.0,110.0,42.0,530.0,6-6-0,12
16,3361,19.0,242.0,110.0,34.0,560.0,6-6-0,12
17,4538,19.0,142.0,95.0,69.0,440.0,6-5-0,12
18,6194,18.0,224.0,110.0,46.0,575.0,5-7-0,12
19,5950,18.0,208.0,110.0,54.0,605.0,5-7-0,12
20,4286,17.0,162.0,120.0,49.0,495.0,5-6-0,12
21,5804,16.0,242.0,120.0,33.0,565.0,5-7-0,12
22,5957,16.0,237.0,90.0,57.0,525.0,6-6-0,12
23,5954,16.0,208.0,90.0,52.0,515.0,5-7-0,12
24,5724,16.0,200.0,95.0,87.0,525.0,4-8-0,12
25,3136,16.0,168.0,90.0,58.0,465.0,6-5-0,12
26,1793,14.0,242.0,110.0,33.0,550.0,4-8-0,12
27,1908,14.0,150.0,105.0,45.0,500.0,3-9-0,12
28,4969,13.0,118.0,90.0,44.0,415.0,4-6-0,12
29,1080,12.0,154.0,125.0,59.0,425.0,4-8-0,12
30,1522,12.0,132.0,130.0,51.0,435.0,4-7-0,12
31,3359,9.0,160.0,95.0,21.0,470.0,2-10-0,12
32,3168,9.0,100.0,90.0,55.0,370.0,3-7-0,12
33,2890,8.0,137.0,85.0,46.0,400.0,2-10-0,12
34,6021,5.0,86.0,80.0,17.0,265.0,1-6-0,12
35,2107,2.0,80.0,60.0,16.0,220.0,1-5-0,12
