Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,971,24.00,640.00,641.00,50.00,414.00,12-0-0,0,12
2,1678,22.00,700.00,585.00,220.00,263.00,11-1-0,0,12
3,2085,22.00,450.00,530.00,230.00,217.00,11-1-0,0,12
4,2761,22.00,400.00,446.00,160.00,404.00,11-1-0,0,12
5,1671,18.00,470.00,525.00,260.00,245.00,9-3-0,0,12
6,114,18.00,330.00,282.00,170.00,438.00,9-3-0,0,12
7,4159,17.00,230.00,270.00,160.00,394.00,8-3-1,0,12
8,1280,17.00,170.00,337.00,160.00,238.00,8-3-1,0,12
9,668,16.00,320.00,320.00,120.00,362.00,8-4-0,0,12
10,1388,16.00,310.00,308.00,110.00,275.00,8-4-0,0,12
11,3925,16.00,250.00,357.00,170.00,273.00,8-4-0,0,12
12,3189,16.00,200.00,387.00,160.00,201.00,8-4-0,0,12
13,2473,16.00,170.00,356.00,90.00,299.00,8-4-0,0,12
14,2204,16.00,150.00,235.00,170.00,334.00,8-4-0,0,12
15,4135,14.00,340.00,354.00,130.00,239.00,7-5-0,0,12
16,2035,14.00,290.00,355.00,250.00,231.00,7-5-0,0,12
17,2551,14.00,200.00,425.00,200.00,279.00,7-5-0,0,12
18,599,14.00,190.00,316.00,240.00,379.00,7-5-0,0,12
19,2144,14.00,130.00,340.00,90.00,373.00,7-5-0,0,12
20,4643,13.00,180.00,220.00,100.00,276.00,6-5-1,0,12
21,3859,13.00,150.00,300.00,170.00,266.00,6-5-1,0,12
22,692,12.00,360.00,285.00,70.00,254.00,6-6-0,0,12
23,4498,12.00,330.00,295.00,60.00,235.00,6-6-0,0,12
24,2073,12.00,240.00,390.00,190.00,151.00,6-6-0,0,12
25,1458,12.00,230.00,380.00,220.00,185.00,6-6-0,0,12
26,100,12.00,160.00,260.00,120.00,261.00,6-6-0,0,12
27,2156,12.00,110.00,215.00,120.00,219.00,6-5-0,1,12
28,1662,11.00,170.00,368.00,130.00,274.00,5-6-1,0,12
29,4711,11.00,170.00,253.00,60.00,308.00,5-6-1,0,12
30,751,10.00,310.00,300.00,130.00,199.00,5-7-0,0,12
31,766,10.00,230.00,275.00,60.00,286.00,5-7-0,0,12
32,701,10.00,220.00,390.00,160.00,186.00,5-7-0,0,12
33,3598,10.00,210.00,246.00,160.00,372.00,5-7-0,0,12
34,5134,10.00,170.00,226.00,130.00,161.00,5-7-0,0,12
35,840,10.00,160.00,241.00,160.00,372.00,5-7-0,0,12
36,4185,10.00,160.00,240.00,100.00,219.00,5-7-0,0,12
37,4669,10.00,160.00,225.00,110.00,405.00,5-7-0,0,12
38,5026,10.00,150.00,270.00,140.00,229.00,5-7-0,0,12
39,5274,10.00,130.00,240.00,220.00,244.00,5-7-0,0,12
40,3250,8.00,420.00,355.00,150.00,221.00,4-8-0,0,12
41,3256,8.00,210.00,341.00,180.00,185.00,4-8-0,0,12
42,4698,8.00,180.00,280.00,100.00,155.00,4-8-0,0,12
43,2367,8.00,80.00,273.00,110.00,214.00,4-7-0,1,12
44,3013,8.00,70.00,175.00,90.00,243.00,4-7-0,1,12
45,3257,6.00,170.00,275.00,80.00,151.00,3-9-0,0,12
46,5250,6.00,170.00,256.00,60.00,167.00,3-9-0,0,12
47,2141,6.00,150.00,255.00,110.00,158.00,3-9-0,0,12
48,253,6.00,150.00,171.00,70.00,124.00,3-9-0,0,12
49,2489,6.00,140.00,356.00,150.00,207.00,3-9-0,0,12
50,1868,6.00,120.00,315.00,110.00,293.00,3-9-0,0,12
51,115,6.00,110.00,330.00,90.00,275.00,3-9-0,0,12
52,1351,6.00,100.00,255.00,130.00,204.00,3-9-0,0,12
53,585,6.00,70.00,210.00,100.00,245.00,3-9-0,0,12
54,3554,6.00,70.00,196.00,120.00,246.00,3-9-0,0,12
