Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1507,8,2,0,10,16.00,52.80,88
2,67,8,2,0,10,16.00,50.60,118
3,378,8,2,0,10,16.00,48.80,110
4,20,8,2,0,10,16.00,46.40,98
5,365,8,2,0,10,16.00,45.80,80
6,191,8,2,0,10,16.00,45.00,88
7,768,7,3,0,10,14.00,51.80,84
8,1126,7,3,0,10,14.00,49.40,98
9,68,7,3,0,10,14.00,40.80,118
10,1450,6,4,0,10,12.00,46.20,80
11,1503,6,4,0,10,12.00,44.00,80
12,424,6,4,0,10,12.00,41.40,82
13,65,6,4,0,10,12.00,37.00,82
14,174,6,4,0,10,12.00,36.60,88
15,1930,6,4,0,10,12.00,35.20,84
16,1518,6,4,0,10,12.00,33.20,72
17,1585,6,4,0,10,12.00,33.00,92
18,1559,6,4,0,10,12.00,33.00,74
19,272,5,5,0,10,10.00,41.40,118
20,250,5,5,0,10,10.00,40.80,110
21,145,5,5,0,10,10.00,39.60,58
22,316,5,5,0,10,10.00,37.40,88
23,1405,5,5,0,10,10.00,37.20,80
24,1551,5,5,0,10,10.00,36.00,88
25,639,5,5,0,10,10.00,35.00,66
26,1591,5,5,0,10,10.00,32.60,64
27,340,4,6,0,10,8.00,38.60,78
28,578,4,6,0,10,8.00,34.60,70
29,1511,3,7,0,10,6.00,43.80,78
30,2053,3,7,0,10,6.00,36.20,88
31,1713,3,7,0,10,6.00,36.00,56
32,229,3,7,0,10,6.00,35.80,88
33,2340,3,7,0,10,6.00,32.20,64
34,84,2,8,0,10,4.00,45.80,78
35,211,2,8,0,10,4.00,36.20,78
36,1743,2,8,0,10,4.00,35.20,58
37,2228,2,8,0,10,4.00,33.20,58
38,73,2,8,0,10,4.00,29.80,68
39,1728,2,8,0,10,4.00,29.60,62
40,1765,2,8,0,10,4.00,26.60,98
