Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2342,117.75,190,284,280,333,332,12
2,58,115.25,20,436,400,229,304,12
3,3930,102.83,44,380,360,138,312,12
4,3467,101.0,6,364,400,118,330,12
5,5122,100.33,0,360,400,180,276,12
6,4564,99.91,24,364,280,233,304,12
7,885,96.0,40,356,360,116,280,12
8,811,93.91,40,284,320,219,264,12
9,133,93.25,16,344,320,159,280,12
10,2648,91.33,40,196,440,144,294,12
11,138,86.66,16,380,280,128,254,12
12,5265,86.33,24,272,280,216,256,12
13,3451,85.83,32,256,320,192,236,12
14,126,85.08,22,244,380,185,220,12
15,1831,82.83,36,192,280,226,272,12
16,509,79.83,40,220,340,148,240,12
17,5506,79.0,34,200,360,110,250,12
18,4473,78.5,48,236,300,108,250,12
19,4906,78.08,8,216,360,143,240,12
20,4546,76.83,4,208,320,118,278,12
21,5471,74.75,4,212,380,127,180,12
22,319,73.08,106,276,160,93,248,12
23,4929,72.66,6,160,440,90,200,12
24,151,71.91,4,224,240,131,276,12
25,5286,70.91,0,236,240,133,242,12
26,131,70.5,8,184,340,128,222,12
27,1512,70.16,30,192,280,130,210,12
28,1058,69.66,20,244,280,80,242,12
29,4555,69.58,28,192,260,99,262,12
30,213,67.08,12,224,160,59,350,12
31,4925,66.58,40,204,240,157,182,12
32,1729,65.66,0,216,200,126,258,12
33,501,65.41,20,256,200,119,226,12
34,238,64.91,26,148,320,93,204,12
35,3323,63.25,0,160,320,95,190,12
36,1307,61.25,20,160,240,131,202,12
37,5556,59.91,0,132,240,131,216,12
38,1247,59.0,6,208,160,142,204,12
39,5422,52.16,4,184,160,144,170,12
40,3499,47.16,20,56,240,112,162,12
