Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1319,18.00,270.00,495.00,180.00,422.00,9-0-0,0,9
2,79,16.00,360.00,319.00,150.00,371.00,8-1-0,0,9
3,1102,14.00,330.00,377.00,180.00,332.00,7-2-0,0,9
4,1261,14.00,290.00,526.00,230.00,292.00,7-2-0,0,9
5,4509,14.00,250.00,462.00,100.00,553.00,7-2-0,0,9
6,3318,14.00,200.00,339.00,200.00,357.00,7-2-0,0,9
7,108,14.00,200.00,306.00,110.00,469.00,7-2-0,0,9
8,4092,14.00,180.00,341.00,220.00,351.00,7-2-0,0,9
9,4188,14.00,150.00,310.00,130.00,477.00,7-2-0,0,9
10,1648,13.00,270.00,425.00,150.00,242.00,6-2-1,0,9
11,2415,12.00,310.00,455.00,100.00,147.00,6-3-0,0,9
12,2974,12.00,310.00,364.00,220.00,350.00,6-3-0,0,9
13,343,12.00,280.00,311.00,250.00,312.00,6-3-0,0,9
14,4080,12.00,220.00,347.00,150.00,207.00,6-3-0,0,9
15,3600,12.00,220.00,325.00,100.00,209.00,6-3-0,0,9
16,1539,12.00,210.00,354.00,120.00,283.00,6-3-0,0,9
17,1746,12.00,200.00,218.00,170.00,481.00,6-3-0,0,9
18,4026,12.00,160.00,312.00,140.00,353.00,6-3-0,0,9
19,2815,12.00,160.00,298.00,110.00,249.00,6-3-0,0,9
20,4701,12.00,130.00,247.00,110.00,245.00,6-3-0,0,9
21,1379,12.00,110.00,347.00,100.00,379.00,6-3-0,0,9
22,4749,10.00,290.00,351.00,120.00,293.00,5-4-0,0,9
23,4941,10.00,280.00,396.00,150.00,140.00,5-4-0,0,9
24,1683,10.00,260.00,351.00,100.00,389.00,5-4-0,0,9
25,5332,10.00,250.00,353.00,100.00,157.00,5-4-0,0,9
26,3581,10.00,180.00,322.00,130.00,190.00,5-4-0,0,9
27,4189,10.00,170.00,246.00,110.00,383.00,5-4-0,0,9
28,4235,10.00,160.00,274.00,20.00,281.00,5-4-0,0,9
29,3635,10.00,150.00,371.00,60.00,189.00,5-4-0,0,9
30,5132,10.00,140.00,303.00,50.00,228.00,5-4-0,0,9
31,4193,10.00,120.00,247.00,190.00,365.00,5-4-0,0,9
32,2283,9.00,140.00,308.00,200.00,379.00,4-4-1,0,9
33,5293,8.00,200.00,324.00,60.00,195.00,4-5-0,0,9
34,5109,8.00,170.00,262.00,100.00,171.00,4-5-0,0,9
35,1002,8.00,160.00,281.00,140.00,164.00,4-5-0,0,9
36,1795,8.00,120.00,326.00,100.00,263.00,4-5-0,0,9
37,4112,8.00,100.00,340.00,110.00,416.00,4-5-0,0,9
38,3265,8.00,90.00,314.00,90.00,347.00,4-5-0,0,9
39,3694,8.00,80.00,292.00,80.00,168.00,4-5-0,0,9
40,3815,8.00,80.00,207.00,70.00,182.00,4-5-0,0,9
41,4730,8.00,50.00,241.00,70.00,387.00,4-5-0,0,9
42,4516,8.00,10.00,209.00,80.00,215.00,4-5-0,0,9
43,4195,7.00,170.00,262.00,110.00,298.00,3-5-1,0,9
44,1127,7.00,120.00,244.00,40.00,428.00,3-5-1,0,9
45,4553,6.00,120.00,275.00,120.00,124.00,3-6-0,0,9
46,5004,6.00,100.00,214.00,70.00,402.00,3-6-0,0,9
47,3573,6.00,90.00,185.00,110.00,298.00,3-6-0,0,9
48,4468,6.00,80.00,251.00,80.00,191.00,3-6-0,0,9
49,4566,6.00,80.00,143.00,30.00,273.00,3-6-0,0,9
50,832,6.00,70.00,220.00,30.00,141.00,3-6-0,0,9
51,4459,6.00,50.00,197.00,50.00,259.00,3-6-0,0,9
52,1414,5.00,90.00,224.00,30.00,136.00,2-6-1,0,9
53,5074,5.00,80.00,198.00,50.00,180.00,2-6-1,0,9
54,4910,4.00,160.00,162.00,30.00,41.00,2-7-0,0,9
55,3091,4.00,90.00,197.00,100.00,319.00,2-7-0,0,9
56,3224,4.00,80.00,240.00,60.00,142.00,2-7-0,0,9
57,3139,4.00,70.00,214.00,30.00,390.00,2-7-0,0,9
58,3329,4.00,70.00,188.00,40.00,333.00,2-7-0,0,9
59,3344,4.00,70.00,180.00,50.00,200.00,2-7-0,0,9
60,4148,4.00,60.00,205.00,90.00,295.00,2-7-0,0,9
61,4149,4.00,60.00,200.00,100.00,358.00,2-7-0,0,9
62,5336,4.00,50.00,235.00,30.00,60.00,2-7-0,0,9
63,4163,4.00,50.00,187.00,30.00,244.00,2-7-0,0,9
64,5219,4.00,20.00,191.00,90.00,251.00,2-7-0,0,9
