Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
68,2502,8.00,450.00,551.00,250.00,363.00,4-6-0,0,10
69,4914,8.00,440.00,581.00,170.00,234.00,4-6-0,0,10
70,4547,8.00,430.00,496.00,200.00,250.00,4-6-0,0,10
71,4950,8.00,400.00,403.00,100.00,328.00,4-6-0,0,10
72,3211,8.00,380.00,540.00,220.00,304.00,4-6-0,0,10
73,2978,8.00,260.00,440.00,180.00,309.00,4-6-0,0,10
74,5299,8.00,240.00,376.00,170.00,335.00,4-6-0,0,10
75,3620,6.00,590.00,511.00,250.00,279.00,3-7-0,0,10
76,3997,6.00,540.00,421.00,160.00,275.00,3-7-0,0,10
77,20,6.00,510.00,507.00,340.00,300.00,3-7-0,0,10
78,5030,6.00,500.00,361.00,180.00,360.00,3-7-0,0,10
79,484,6.00,450.00,565.00,220.00,197.00,3-7-0,0,10
80,103,6.00,410.00,551.00,260.00,165.00,3-7-0,0,10
81,4925,6.00,410.00,421.00,180.00,335.00,3-7-0,0,10
82,1086,6.00,400.00,492.00,150.00,233.00,3-7-0,0,10
83,4499,6.00,390.00,501.00,140.00,290.00,3-7-0,0,10
84,5123,6.00,390.00,426.00,200.00,392.00,3-7-0,0,10
85,527,6.00,380.00,611.00,250.00,283.00,3-7-0,0,10
86,4933,6.00,380.00,486.00,170.00,455.00,3-7-0,0,10
87,229,5.00,400.00,448.00,140.00,363.00,2-7-1,0,10
88,2576,5.00,180.00,398.00,130.00,327.00,2-6-1,1,10
89,1939,4.00,390.00,502.00,110.00,247.00,2-8-0,0,10
90,3525,4.00,370.00,466.00,210.00,205.00,2-8-0,0,10
91,2607,4.00,350.00,560.00,190.00,265.00,2-8-0,0,10
92,932,4.00,320.00,470.00,190.00,155.00,2-8-0,0,10
93,4707,4.00,310.00,500.00,160.00,254.00,2-8-0,0,10
94,4010,3.00,240.00,411.00,130.00,344.00,1-8-1,0,10
95,5006,2.00,590.00,473.00,180.00,274.00,1-9-0,0,10
96,2158,2.00,450.00,500.00,200.00,186.00,1-9-0,0,10
97,4944,0,330.00,496.00,160.00,114.00,0-10-0,0,10
98,3959,0,320.00,410.00,200.00,445.00,0-10-0,0,10
99,5134,0,260.00,296.00,170.00,181.00,0-10-0,0,10
100,3354,0,100.00,331.00,140.00,373.00,0-10-0,0,10
