Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,399,18.00,890.00,625.00,340.00,312.00,9-1-0,0,10
2,2907,18.00,580.00,551.00,350.00,452.00,9-1-0,0,10
3,27,16.00,1010.00,590.00,270.00,372.00,8-2-0,0,10
4,2137,16.00,890.00,545.00,330.00,311.00,8-2-0,0,10
5,2056,16.00,840.00,635.00,360.00,526.00,8-2-0,0,10
6,3393,16.00,760.00,581.00,330.00,217.00,8-2-0,0,10
7,2590,16.00,740.00,655.00,260.00,449.00,8-2-0,0,10
8,33,16.00,710.00,630.00,330.00,524.00,8-2-0,0,10
9,4077,16.00,670.00,545.00,240.00,422.00,8-2-0,0,10
10,503,16.00,670.00,532.00,320.00,308.00,8-2-0,0,10
11,51,16.00,620.00,561.00,230.00,223.00,8-2-0,0,10
12,639,16.00,550.00,480.00,260.00,213.00,8-2-0,0,10
13,3158,16.00,530.00,508.00,240.00,475.00,8-2-0,0,10
14,1519,16.00,500.00,631.00,250.00,310.00,8-2-0,0,10
15,2067,14.00,780.00,561.00,350.00,274.00,7-3-0,0,10
16,1089,14.00,760.00,555.00,280.00,310.00,7-3-0,0,10
17,2485,14.00,730.00,621.00,250.00,430.00,7-3-0,0,10
18,2175,14.00,670.00,552.00,250.00,286.00,7-3-0,0,10
19,4911,14.00,660.00,595.00,270.00,276.00,7-3-0,0,10
20,2996,14.00,650.00,605.00,250.00,230.00,7-3-0,0,10
21,4296,14.00,600.00,531.00,200.00,260.00,7-3-0,0,10
22,422,14.00,580.00,497.00,180.00,320.00,7-3-0,0,10
23,1625,14.00,570.00,556.00,380.00,465.00,7-3-0,0,10
24,3318,14.00,540.00,566.00,280.00,341.00,7-3-0,0,10
25,334,14.00,540.00,545.00,250.00,301.00,7-3-0,0,10
26,378,14.00,490.00,597.00,250.00,373.00,7-3-0,0,10
27,2202,14.00,450.00,511.00,240.00,327.00,7-3-0,0,10
28,1538,13.00,610.00,562.00,240.00,463.00,6-3-1,0,10
29,329,12.00,790.00,553.00,310.00,194.00,6-4-0,0,10
30,2959,12.00,700.00,545.00,270.00,343.00,6-4-0,0,10
31,1477,12.00,700.00,535.00,270.00,262.00,6-4-0,0,10
32,3492,12.00,680.00,492.00,160.00,243.00,6-4-0,0,10
33,4946,12.00,670.00,545.00,310.00,173.00,6-4-0,0,10
34,1662,12.00,630.00,507.00,260.00,247.00,6-4-0,0,10
35,1816,12.00,610.00,487.00,220.00,380.00,6-4-0,0,10
36,2655,12.00,600.00,521.00,270.00,245.00,6-4-0,0,10
37,2834,12.00,570.00,535.00,250.00,150.00,6-4-0,0,10
38,4265,12.00,560.00,575.00,280.00,402.00,6-4-0,0,10
39,2557,12.00,530.00,531.00,250.00,362.00,6-4-0,0,10
40,175,12.00,510.00,526.00,240.00,415.00,6-4-0,0,10
41,4778,12.00,490.00,630.00,190.00,253.00,6-4-0,0,10
42,5196,12.00,480.00,517.00,180.00,370.00,6-4-0,0,10
43,781,12.00,400.00,498.00,270.00,376.00,6-4-0,0,10
44,2626,12.00,400.00,466.00,180.00,464.00,6-4-0,0,10
45,195,10.00,730.00,596.00,290.00,287.00,5-5-0,0,10
46,2198,10.00,630.00,513.00,190.00,371.00,5-5-0,0,10
47,357,10.00,620.00,571.00,250.00,248.00,5-5-0,0,10
48,3467,10.00,610.00,545.00,240.00,275.00,5-5-0,0,10
49,319,10.00,610.00,542.00,270.00,220.00,5-5-0,0,10
50,1918,10.00,590.00,555.00,220.00,373.00,5-5-0,0,10
51,2341,10.00,570.00,600.00,270.00,369.00,5-5-0,0,10
52,900,10.00,490.00,501.00,290.00,356.00,5-5-0,0,10
53,1671,10.00,480.00,550.00,260.00,387.00,5-5-0,0,10
54,4930,10.00,470.00,607.00,220.00,352.00,5-5-0,0,10
55,4013,10.00,460.00,439.00,230.00,410.00,5-5-0,0,10
56,457,10.00,460.00,412.00,200.00,463.00,5-5-0,0,10
57,1540,10.00,440.00,558.00,210.00,281.00,5-5-0,0,10
58,5288,10.00,410.00,387.00,150.00,363.00,5-5-0,0,10
59,4583,10.00,390.00,465.00,210.00,232.00,5-5-0,0,10
60,5041,10.00,300.00,340.00,160.00,393.00,5-5-0,0,10
61,4531,10.00,290.00,517.00,130.00,342.00,5-5-0,0,10
62,2500,9.00,420.00,504.00,200.00,304.00,4-5-1,0,10
63,3616,9.00,370.00,572.00,200.00,400.00,4-5-1,0,10
64,548,8.00,620.00,495.00,280.00,382.00,4-6-0,0,10
65,2180,8.00,570.00,581.00,270.00,330.00,4-6-0,0,10
66,2444,8.00,530.00,466.00,130.00,186.00,4-6-0,0,10
67,5019,8.00,520.00,401.00,160.00,282.00,4-6-0,0,10
