Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,148,36.0,349.0,250.0,626.0,550.0,9-1-0,10
2,1425,36.0,286.0,240.0,383.0,590.0,9-1-0,10
3,1678,33.0,420.0,160.0,655.0,530.0,9-1-0,10
4,971,33.0,410.0,215.0,641.0,530.0,8-2-0,10
5,4334,32.0,354.0,155.0,566.0,570.0,8-2-0,10
6,303,31.0,273.0,180.0,363.0,535.0,7-3-0,10
7,294,30.0,326.0,205.0,481.0,560.0,7-3-0,10
8,1712,29.0,317.0,180.0,384.0,560.0,7-3-0,10
9,346,29.0,312.0,240.0,410.0,570.0,7-3-0,10
10,231,29.0,308.0,155.0,400.0,535.0,7-3-0,10
11,4587,29.0,290.0,170.0,477.0,545.0,7-3-0,10
12,1736,28.0,328.0,150.0,475.0,535.0,6-4-0,10
13,686,28.0,308.0,175.0,396.0,555.0,7-2-1,10
14,4967,28.0,290.0,225.0,361.0,550.0,7-3-0,10
15,5618,28.0,284.0,200.0,309.0,550.0,5-5-0,10
16,5431,28.0,270.0,160.0,397.0,520.0,8-2-0,10
17,2013,27.0,287.0,185.0,384.0,555.0,7-3-0,10
18,123,27.0,272.0,185.0,270.0,575.0,6-4-0,10
19,5546,26.0,324.0,255.0,362.0,595.0,6-4-0,10
20,4085,26.0,324.0,215.0,251.0,580.0,7-3-0,10
21,1538,26.0,270.0,205.0,387.0,530.0,7-3-0,10
22,4256,26.0,264.0,195.0,356.0,535.0,6-4-0,10
23,2046,25.0,342.0,155.0,347.0,570.0,6-4-0,10
24,5996,25.0,270.0,155.0,282.0,525.0,6-3-1,10
25,1323,25.0,264.0,175.0,489.0,530.0,6-4-0,10
26,4060,25.0,248.0,185.0,281.0,555.0,7-3-0,10
27,1796,25.0,248.0,150.0,371.0,505.0,5-4-1,10
28,70,24.0,330.0,150.0,440.0,535.0,5-5-0,10
29,2733,24.0,302.0,135.0,322.0,535.0,6-4-0,10
30,172,24.0,282.0,185.0,390.0,560.0,5-5-0,10
31,5910,24.0,271.0,170.0,299.0,575.0,4-6-0,10
32,4241,24.0,269.0,195.0,341.0,525.0,6-4-0,10
33,6153,24.0,266.0,200.0,299.0,550.0,6-4-0,10
34,3880,24.0,240.0,160.0,276.0,530.0,5-5-0,10
35,2990,23.0,304.0,165.0,282.0,555.0,5-5-0,10
36,1684,23.0,291.0,200.0,379.0,550.0,5-5-0,10
37,5098,23.0,288.0,155.0,316.0,545.0,5-4-1,10
38,4377,23.0,256.0,215.0,245.0,560.0,5-5-0,10
39,5166,23.0,245.0,190.0,318.0,525.0,6-4-0,10
40,869,23.0,232.0,250.0,368.0,510.0,6-4-0,10
41,4216,22.0,294.0,150.0,283.0,570.0,4-6-0,10
42,364,22.0,268.0,215.0,315.0,530.0,6-4-0,10
43,1011,22.0,255.0,185.0,390.0,525.0,4-6-0,10
44,2471,21.0,280.0,170.0,419.0,565.0,3-7-0,10
45,193,21.0,280.0,130.0,343.0,545.0,4-5-1,10
46,5254,21.0,276.0,170.0,414.0,525.0,4-6-0,10
47,1559,21.0,250.0,175.0,339.0,530.0,4-6-0,10
48,5811,20.0,278.0,185.0,235.0,550.0,4-6-0,10
49,771,20.0,240.0,155.0,207.0,540.0,5-5-0,10
50,2438,19.0,342.0,170.0,431.0,510.0,3-7-0,10
51,1730,19.0,304.0,200.0,344.0,540.0,4-6-0,10
52,4920,19.0,276.0,170.0,325.0,520.0,4-6-0,10
53,3604,19.0,258.0,245.0,310.0,550.0,3-7-0,10
54,5805,19.0,226.0,150.0,219.0,555.0,4-6-0,10
55,1769,18.0,273.0,180.0,270.0,555.0,3-7-0,10
56,5232,18.0,266.0,155.0,159.0,600.0,2-7-1,10
57,5801,18.0,252.0,200.0,283.0,565.0,4-6-0,10
58,5839,18.0,250.0,145.0,321.0,475.0,5-5-0,10
59,1732,18.0,250.0,145.0,277.0,515.0,4-6-0,10
60,422,18.0,248.0,155.0,237.0,535.0,2-8-0,10
61,3414,18.0,246.0,150.0,263.0,525.0,4-6-0,10
62,1218,17.0,254.0,155.0,232.0,535.0,3-7-0,10
63,2405,17.0,246.0,175.0,277.0,505.0,4-6-0,10
64,6070,17.0,242.0,130.0,245.0,520.0,3-7-0,10
65,3260,17.0,210.0,185.0,273.0,505.0,4-6-0,10
66,3019,17.0,206.0,175.0,278.0,505.0,4-6-0,10
67,597,16.0,288.0,170.0,261.0,560.0,2-8-0,10
68,4547,16.0,258.0,165.0,279.0,495.0,3-7-0,10
69,670,15.0,244.0,130.0,252.0,520.0,2-8-0,10
70,3324,14.0,292.0,145.0,275.0,545.0,2-8-0,10
71,812,14.0,262.0,150.0,277.0,490.0,3-6-0,10
72,5899,13.0,294.0,120.0,222.0,560.0,1-9-0,10
73,5847,13.0,252.0,155.0,266.0,500.0,2-8-0,10
74,3646,13.0,228.0,120.0,215.0,465.0,2-7-0,10
75,3397,10.0,216.0,145.0,278.0,475.0,1-9-0,10
